Volatility 3 Framework 2.28.1

PID	Process	SID	Name
5684	RuntimeBroker.	S-1-5-5-0-291516	Logon Session
5684	RuntimeBroker.	S-1-2-0	Local (Users with the ability to log in locally)
5684	RuntimeBroker.	S-1-5-64-10	NTLM Authentication
5684	RuntimeBroker.	S-1-16-8192	Medium Mandatory Level
5712	svchost.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
5712	svchost.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
5712	svchost.exe	S-1-1-0	Everyone
5712	svchost.exe	S-1-5-114	Local Account (Member of Administrators)
5712	svchost.exe	S-1-5-32-544	Administrators
5712	svchost.exe	S-1-5-32-545	Users
5712	svchost.exe	S-1-5-4	Interactive
5712	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5712	svchost.exe	S-1-5-11	Authenticated Users
5712	svchost.exe	S-1-5-15	This Organization
5712	svchost.exe	S-1-5-113	Local Account
5712	svchost.exe	S-1-5-5-0-291516	Logon Session
5712	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
5712	svchost.exe	S-1-5-64-10	NTLM Authentication
5712	svchost.exe	S-1-16-8192	Medium Mandatory Level
5964	svchost.exe	S-1-5-18	Local System
5964	svchost.exe	S-1-16-16384	System Mandatory Level
5964	svchost.exe	S-1-1-0	Everyone
5964	svchost.exe	S-1-5-32-545	Users
5964	svchost.exe	S-1-5-6	Service
5964	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5964	svchost.exe	S-1-5-11	Authenticated Users
5964	svchost.exe	S-1-5-15	This Organization
5964	svchost.exe	S-1-5-80-2952724807-2252311773-3412998076-2712868122-780978283	-
5964	svchost.exe	S-1-5-5-0-464868	Logon Session
5964	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
5964	svchost.exe	S-1-5-32-544	Administrators
2736	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
2736	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
2736	msedgewebview2	S-1-1-0	Everyone
2736	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
2736	msedgewebview2	S-1-5-32-544	Administrators
2736	msedgewebview2	S-1-5-32-545	Users
2736	msedgewebview2	S-1-5-4	Interactive
2736	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2736	msedgewebview2	S-1-5-11	Authenticated Users
2736	msedgewebview2	S-1-5-15	This Organization
2736	msedgewebview2	S-1-5-113	Local Account
2736	msedgewebview2	S-1-5-5-0-291516	Logon Session
2736	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
2736	msedgewebview2	S-1-5-64-10	NTLM Authentication
2736	msedgewebview2	S-1-16-4096	Low Mandatory Level
1316	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
1316	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
1316	msedgewebview2	S-1-1-0	Everyone
1316	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
1316	msedgewebview2	S-1-5-32-544	Administrators
1316	msedgewebview2	S-1-5-32-545	Users
1316	msedgewebview2	S-1-5-4	Interactive
1316	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
1316	msedgewebview2	S-1-5-11	Authenticated Users
1316	msedgewebview2	S-1-5-15	This Organization
1316	msedgewebview2	S-1-5-113	Local Account
1316	msedgewebview2	S-1-5-5-0-291516	Logon Session
1316	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
1316	msedgewebview2	S-1-5-64-10	NTLM Authentication
1316	msedgewebview2	S-1-16-4096	Low Mandatory Level
3712	ctfmon.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
3712	ctfmon.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
3712	ctfmon.exe	S-1-1-0	Everyone
3712	ctfmon.exe	S-1-5-114	Local Account (Member of Administrators)
3712	ctfmon.exe	S-1-5-32-544	Administrators
3712	ctfmon.exe	S-1-5-32-545	Users
3712	ctfmon.exe	S-1-5-4	Interactive
3712	ctfmon.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
3712	ctfmon.exe	S-1-5-11	Authenticated Users
3712	ctfmon.exe	S-1-5-15	This Organization
3712	ctfmon.exe	S-1-5-113	Local Account
3712	ctfmon.exe	S-1-5-5-0-291516	Logon Session
3712	ctfmon.exe	S-1-2-0	Local (Users with the ability to log in locally)
3712	ctfmon.exe	S-1-5-64-10	NTLM Authentication
3712	ctfmon.exe	S-1-16-12288	High Mandatory Level
5408	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
5408	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
5408	msedgewebview2	S-1-1-0	Everyone
5408	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
5408	msedgewebview2	S-1-5-32-544	Administrators
5408	msedgewebview2	S-1-5-32-545	Users
5408	msedgewebview2	S-1-5-4	Interactive
5408	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5408	msedgewebview2	S-1-5-11	Authenticated Users
5408	msedgewebview2	S-1-5-15	This Organization
5408	msedgewebview2	S-1-5-113	Local Account
5408	msedgewebview2	S-1-5-5-0-291516	Logon Session
5408	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
5408	msedgewebview2	S-1-5-64-10	NTLM Authentication
5408	msedgewebview2	S-1-16-4096	Low Mandatory Level
5156	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
5156	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
5156	msedgewebview2	S-1-1-0	Everyone
5156	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
5156	msedgewebview2	S-1-5-32-544	Administrators
5156	msedgewebview2	S-1-5-32-545	Users
5156	msedgewebview2	S-1-5-4	Interactive
5156	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5156	msedgewebview2	S-1-5-11	Authenticated Users
5156	msedgewebview2	S-1-5-15	This Organization
5156	msedgewebview2	S-1-5-113	Local Account
5156	msedgewebview2	S-1-5-5-0-291516	Logon Session
5156	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
5156	msedgewebview2	S-1-5-64-10	NTLM Authentication
5156	msedgewebview2	S-1-16-4096	Low Mandatory Level
6224	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
6224	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
6224	msedgewebview2	S-1-1-0	Everyone
6224	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
6224	msedgewebview2	S-1-5-32-544	Administrators
6224	msedgewebview2	S-1-5-32-545	Users
6224	msedgewebview2	S-1-5-4	Interactive
6224	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6224	msedgewebview2	S-1-5-11	Authenticated Users
6224	msedgewebview2	S-1-5-15	This Organization
6224	msedgewebview2	S-1-5-113	Local Account
6224	msedgewebview2	S-1-5-5-0-291516	Logon Session
6224	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
6224	msedgewebview2	S-1-5-64-10	NTLM Authentication
6224	msedgewebview2	S-1-16-0	Untrusted Mandatory Level
6296	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
6296	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
6296	msedgewebview2	S-1-1-0	Everyone
6296	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
6296	msedgewebview2	S-1-5-32-544	Administrators
6296	msedgewebview2	S-1-5-32-545	Users
6296	msedgewebview2	S-1-5-4	Interactive
6296	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6296	msedgewebview2	S-1-5-11	Authenticated Users
6296	msedgewebview2	S-1-5-15	This Organization
6296	msedgewebview2	S-1-5-113	Local Account
6296	msedgewebview2	S-1-5-5-0-291516	Logon Session
6296	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
6296	msedgewebview2	S-1-5-64-10	NTLM Authentication
6296	msedgewebview2	S-1-16-0	Untrusted Mandatory Level
6972	svchost.exe	S-1-5-18	Local System
6972	svchost.exe	S-1-16-16384	System Mandatory Level
6972	svchost.exe	S-1-1-0	Everyone
6972	svchost.exe	S-1-5-32-545	Users
6972	svchost.exe	S-1-5-6	Service
6972	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6972	svchost.exe	S-1-5-11	Authenticated Users
6972	svchost.exe	S-1-5-15	This Organization
6972	svchost.exe	S-1-5-80-2284069148-621670086-2606570695-3321162879-2563206788	-
6972	svchost.exe	S-1-5-5-0-594211	Logon Session
6972	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
6972	svchost.exe	S-1-5-32-544	Administrators
6980	svchost.exe	S-1-5-19	NT Authority
6980	svchost.exe	S-1-16-16384	System Mandatory Level
6980	svchost.exe	S-1-1-0	Everyone
6980	svchost.exe	S-1-5-32-545	Users
6980	svchost.exe	S-1-5-6	Service
6980	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6980	svchost.exe	S-1-5-11	Authenticated Users
6980	svchost.exe	S-1-5-15	This Organization
6980	svchost.exe	S-1-5-80-2168654060-3115992504-1782388893-2584760693-2634250426	-
6980	svchost.exe	S-1-5-5-0-595050	Logon Session
6980	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
6980	svchost.exe	S-1-5-32-734518492-402359323-2580938124-1419864735-4212787651-2727913556-228323224-564805089	-
6980	svchost.exe	S-1-5-32-383293015-3350740429-1839969850-1819881064-1569454686-4198502490-78857879-1413643331	-
6980	svchost.exe	S-1-5-32-2035927579-283314533-3422103930-3587774809-765962649-3034203285-3544878962-607181067	-
6980	svchost.exe	S-1-5-32-3659434007-2290108278-1125199667-3679670526-1293081662-2164323352-1777701501-2595986263	-
6980	svchost.exe	S-1-5-32-11742800-2107441976-3443185924-4134956905-3840447964-3749968454-3843513199-670971053	-
6980	svchost.exe	S-1-5-32-3523901360-1745872541-794127107-675934034-1867954868-1951917511-1111796624-2052600462	-
6980	svchost.exe	S-1-5-32-1488445330-856673777-1515413738-1380768593-2977925950-2228326386-886087428-2802422674	-
6980	svchost.exe	S-1-5-32-1962849891-688487262-3571417821-3628679630-802580238-1922556387-206211640-3335523193	-
5220	SearchIndexer.	S-1-5-18	Local System
5220	SearchIndexer.	S-1-16-16384	System Mandatory Level
5220	SearchIndexer.	S-1-1-0	Everyone
5220	SearchIndexer.	S-1-5-32-545	Users
5220	SearchIndexer.	S-1-5-6	Service
5220	SearchIndexer.	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5220	SearchIndexer.	S-1-5-11	Authenticated Users
5220	SearchIndexer.	S-1-5-15	This Organization
5220	SearchIndexer.	S-1-5-80-117416528-2204451360-1913602512-1355018040-1234992034	WSearch
5220	SearchIndexer.	S-1-5-5-0-609498	Logon Session
5220	SearchIndexer.	S-1-2-0	Local (Users with the ability to log in locally)
5220	SearchIndexer.	S-1-5-32-544	Administrators
7772	NisSrv.exe	S-1-5-19	NT Authority
7772	NisSrv.exe	S-1-16-16384	System Mandatory Level
7772	NisSrv.exe	S-1-1-0	Everyone
7772	NisSrv.exe	S-1-5-32-545	Users
7772	NisSrv.exe	S-1-5-6	Service
7772	NisSrv.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7772	NisSrv.exe	S-1-5-11	Authenticated Users
7772	NisSrv.exe	S-1-5-15	This Organization
7772	NisSrv.exe	S-1-5-80-3668810961-2468724468-4084584310-3029221373-430494444	-
7772	NisSrv.exe	S-1-5-5-0-653964	Logon Session
7772	NisSrv.exe	S-1-2-0	Local (Users with the ability to log in locally)
7772	NisSrv.exe	S-1-5-32-734518492-402359323-2580938124-1419864735-4212787651-2727913556-228323224-564805089	-
7772	NisSrv.exe	S-1-5-32-383293015-3350740429-1839969850-1819881064-1569454686-4198502490-78857879-1413643331	-
7772	NisSrv.exe	S-1-5-32-2035927579-283314533-3422103930-3587774809-765962649-3034203285-3544878962-607181067	-
7772	NisSrv.exe	S-1-5-32-3659434007-2290108278-1125199667-3679670526-1293081662-2164323352-1777701501-2595986263	-
7772	NisSrv.exe	S-1-5-32-11742800-2107441976-3443185924-4134956905-3840447964-3749968454-3843513199-670971053	-
7772	NisSrv.exe	S-1-5-32-3523901360-1745872541-794127107-675934034-1867954868-1951917511-1111796624-2052600462	-
7772	NisSrv.exe	S-1-5-32-1488445330-856673777-1515413738-1380768593-2977925950-2228326386-886087428-2802422674	-
7772	NisSrv.exe	S-1-5-32-1962849891-688487262-3571417821-3628679630-802580238-1922556387-206211640-3335523193	-
7916	SecurityHealth	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7916	SecurityHealth	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7916	SecurityHealth	S-1-1-0	Everyone
7916	SecurityHealth	S-1-5-114	Local Account (Member of Administrators)
7916	SecurityHealth	S-1-5-32-544	Administrators
7916	SecurityHealth	S-1-5-32-545	Users
7916	SecurityHealth	S-1-5-4	Interactive
7916	SecurityHealth	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7916	SecurityHealth	S-1-5-11	Authenticated Users
7916	SecurityHealth	S-1-5-15	This Organization
7916	SecurityHealth	S-1-5-113	Local Account
7916	SecurityHealth	S-1-5-5-0-291516	Logon Session
7916	SecurityHealth	S-1-2-0	Local (Users with the ability to log in locally)
7916	SecurityHealth	S-1-5-64-10	NTLM Authentication
7916	SecurityHealth	S-1-16-8192	Medium Mandatory Level
7940	SecurityHealth	S-1-5-18	Local System
7940	SecurityHealth	S-1-16-16384	System Mandatory Level
7940	SecurityHealth	S-1-1-0	Everyone
7940	SecurityHealth	S-1-5-32-545	Users
7940	SecurityHealth	S-1-5-6	Service
7940	SecurityHealth	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7940	SecurityHealth	S-1-5-11	Authenticated Users
7940	SecurityHealth	S-1-5-15	This Organization
7940	SecurityHealth	S-1-5-80-259296475-4084429506-1152984619-38739575-565535606	-
7940	SecurityHealth	S-1-5-5-0-664642	Logon Session
7940	SecurityHealth	S-1-2-0	Local (Users with the ability to log in locally)
7940	SecurityHealth	S-1-5-32-544	Administrators
7996	OneDrive.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7996	OneDrive.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7996	OneDrive.exe	S-1-1-0	Everyone
7996	OneDrive.exe	S-1-5-114	Local Account (Member of Administrators)
7996	OneDrive.exe	S-1-5-32-544	Administrators
7996	OneDrive.exe	S-1-5-32-545	Users
7996	OneDrive.exe	S-1-5-4	Interactive
7996	OneDrive.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7996	OneDrive.exe	S-1-5-11	Authenticated Users
7996	OneDrive.exe	S-1-5-15	This Organization
7996	OneDrive.exe	S-1-5-113	Local Account
7996	OneDrive.exe	S-1-5-5-0-291516	Logon Session
7996	OneDrive.exe	S-1-2-0	Local (Users with the ability to log in locally)
7996	OneDrive.exe	S-1-5-64-10	NTLM Authentication
7996	OneDrive.exe	S-1-16-8192	Medium Mandatory Level
6420	taskhostw.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
6420	taskhostw.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
6420	taskhostw.exe	S-1-1-0	Everyone
6420	taskhostw.exe	S-1-5-114	Local Account (Member of Administrators)
6420	taskhostw.exe	S-1-5-32-544	Administrators
6420	taskhostw.exe	S-1-5-32-545	Users
6420	taskhostw.exe	S-1-5-4	Interactive
6420	taskhostw.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6420	taskhostw.exe	S-1-5-11	Authenticated Users
6420	taskhostw.exe	S-1-5-15	This Organization
6420	taskhostw.exe	S-1-5-113	Local Account
6420	taskhostw.exe	S-1-5-5-0-291516	Logon Session
6420	taskhostw.exe	S-1-2-0	Local (Users with the ability to log in locally)
6420	taskhostw.exe	S-1-5-64-10	NTLM Authentication
6420	taskhostw.exe	S-1-16-12288	High Mandatory Level
7664	svchost.exe	S-1-5-18	Local System
7664	svchost.exe	S-1-16-16384	System Mandatory Level
7664	svchost.exe	S-1-1-0	Everyone
7664	svchost.exe	S-1-5-32-545	Users
7664	svchost.exe	S-1-5-6	Service
7664	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7664	svchost.exe	S-1-5-11	Authenticated Users
7664	svchost.exe	S-1-5-15	This Organization
7664	svchost.exe	S-1-5-80-864916184-135290571-3087830041-1716922880-4237303741	BITS
7664	svchost.exe	S-1-5-5-0-775521	Logon Session
7664	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
7664	svchost.exe	S-1-5-32-544	Administrators
7648	svchost.exe	S-1-5-19	NT Authority
7648	svchost.exe	S-1-16-16384	System Mandatory Level
7648	svchost.exe	S-1-1-0	Everyone
7648	svchost.exe	S-1-5-32-545	Users
7648	svchost.exe	S-1-5-6	Service
7648	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7648	svchost.exe	S-1-5-11	Authenticated Users
7648	svchost.exe	S-1-5-15	This Organization
7648	svchost.exe	S-1-5-80-486568272-975562994-1883531608-2732234258-332540751	SSDPSRV
7648	svchost.exe	S-1-5-5-0-776936	Logon Session
7648	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
7648	svchost.exe	S-1-5-32-734518492-402359323-2580938124-1419864735-4212787651-2727913556-228323224-564805089	-
7648	svchost.exe	S-1-5-32-383293015-3350740429-1839969850-1819881064-1569454686-4198502490-78857879-1413643331	-
7648	svchost.exe	S-1-5-32-2035927579-283314533-3422103930-3587774809-765962649-3034203285-3544878962-607181067	-
7648	svchost.exe	S-1-5-32-3659434007-2290108278-1125199667-3679670526-1293081662-2164323352-1777701501-2595986263	-
7648	svchost.exe	S-1-5-32-11742800-2107441976-3443185924-4134956905-3840447964-3749968454-3843513199-670971053	-
7648	svchost.exe	S-1-5-32-3523901360-1745872541-794127107-675934034-1867954868-1951917511-1111796624-2052600462	-
7648	svchost.exe	S-1-5-32-1488445330-856673777-1515413738-1380768593-2977925950-2228326386-886087428-2802422674	-
7648	svchost.exe	S-1-5-32-1962849891-688487262-3571417821-3628679630-802580238-1922556387-206211640-3335523193	-
3260	svchost.exe	S-1-5-20	NT Authority
3260	svchost.exe	S-1-16-16384	System Mandatory Level
3260	svchost.exe	S-1-1-0	Everyone
3260	svchost.exe	S-1-5-32-545	Users
3260	svchost.exe	S-1-5-6	Service
3260	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
3260	svchost.exe	S-1-5-11	Authenticated Users
3260	svchost.exe	S-1-5-15	This Organization
3260	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
3260	svchost.exe	S-1-5-5-0-782488	Logon Session
3260	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
7152	svchost.exe	S-1-5-18	Local System
7152	svchost.exe	S-1-16-16384	System Mandatory Level
7152	svchost.exe	S-1-1-0	Everyone
7152	svchost.exe	S-1-5-32-545	Users
7152	svchost.exe	S-1-5-6	Service
7152	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7152	svchost.exe	S-1-5-11	Authenticated Users
7152	svchost.exe	S-1-5-15	This Organization
7152	svchost.exe	S-1-5-80-1241842065-2402679847-3773104286-3604378132-2248288982	-
7152	svchost.exe	S-1-5-5-0-790227	Logon Session
7152	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
7152	svchost.exe	S-1-5-32-544	Administrators
4772	svchost.exe	S-1-5-18	Local System
4772	svchost.exe	S-1-16-16384	System Mandatory Level
4772	svchost.exe	S-1-1-0	Everyone
4772	svchost.exe	S-1-5-32-545	Users
4772	svchost.exe	S-1-5-6	Service
4772	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4772	svchost.exe	S-1-5-11	Authenticated Users
4772	svchost.exe	S-1-5-15	This Organization
4772	svchost.exe	S-1-5-80-3355894222-2288616474-3163838539-1515771758-43395969	StorSvc
4772	svchost.exe	S-1-5-5-0-795612	Logon Session
4772	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
4772	svchost.exe	S-1-5-32-544	Administrators
8068	svchost.exe	S-1-5-18	Local System
8068	svchost.exe	S-1-16-16384	System Mandatory Level
8068	svchost.exe	S-1-1-0	Everyone
8068	svchost.exe	S-1-5-32-545	Users
8068	svchost.exe	S-1-5-6	Service
8068	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
8068	svchost.exe	S-1-5-11	Authenticated Users
8068	svchost.exe	S-1-5-15	This Organization
8068	svchost.exe	S-1-5-80-223807737-1693445485-119162242-1977420160-1403034029	-
8068	svchost.exe	S-1-5-5-0-801338	Logon Session
8068	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
8068	svchost.exe	S-1-5-32-544	Administrators
4996	svchost.exe	S-1-5-18	Local System
4996	svchost.exe	S-1-16-16384	System Mandatory Level
4996	svchost.exe	S-1-1-0	Everyone
4996	svchost.exe	S-1-5-32-545	Users
4996	svchost.exe	S-1-5-6	Service
4996	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4996	svchost.exe	S-1-5-11	Authenticated Users
4996	svchost.exe	S-1-5-15	This Organization
4996	svchost.exe	S-1-5-80-1030783329-1300638442-3619012509-3815017075-1825011403	-
4996	svchost.exe	S-1-5-5-0-811956	Logon Session
4996	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
4996	svchost.exe	S-1-5-32-544	Administrators
1392	svchost.exe	S-1-5-19	NT Authority
1392	svchost.exe	S-1-16-16384	System Mandatory Level
1392	svchost.exe	S-1-1-0	Everyone
1392	svchost.exe	S-1-5-32-545	Users
1392	svchost.exe	S-1-5-6	Service
1392	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
1392	svchost.exe	S-1-5-11	Authenticated Users
1392	svchost.exe	S-1-5-15	This Organization
1392	svchost.exe	S-1-5-80-3232712927-1625117661-2590453128-1738570065-3637376297	wscsvc
1392	svchost.exe	S-1-5-5-0-814429	Logon Session
1392	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
1392	svchost.exe	S-1-5-32-734518492-402359323-2580938124-1419864735-4212787651-2727913556-228323224-564805089	-
1392	svchost.exe	S-1-5-32-383293015-3350740429-1839969850-1819881064-1569454686-4198502490-78857879-1413643331	-
1392	svchost.exe	S-1-5-32-2035927579-283314533-3422103930-3587774809-765962649-3034203285-3544878962-607181067	-
1392	svchost.exe	S-1-5-32-3659434007-2290108278-1125199667-3679670526-1293081662-2164323352-1777701501-2595986263	-
1392	svchost.exe	S-1-5-32-11742800-2107441976-3443185924-4134956905-3840447964-3749968454-3843513199-670971053	-
1392	svchost.exe	S-1-5-32-3523901360-1745872541-794127107-675934034-1867954868-1951917511-1111796624-2052600462	-
1392	svchost.exe	S-1-5-32-1488445330-856673777-1515413738-1380768593-2977925950-2228326386-886087428-2802422674	-
1392	svchost.exe	S-1-5-32-1962849891-688487262-3571417821-3628679630-802580238-1922556387-206211640-3335523193	-
5368	svchost.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
5368	svchost.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
5368	svchost.exe	S-1-1-0	Everyone
5368	svchost.exe	S-1-5-114	Local Account (Member of Administrators)
5368	svchost.exe	S-1-5-32-544	Administrators
5368	svchost.exe	S-1-5-32-545	Users
5368	svchost.exe	S-1-5-4	Interactive
5368	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5368	svchost.exe	S-1-5-11	Authenticated Users
5368	svchost.exe	S-1-5-15	This Organization
5368	svchost.exe	S-1-5-113	Local Account
5368	svchost.exe	S-1-5-5-0-291516	Logon Session
5368	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
5368	svchost.exe	S-1-5-64-10	NTLM Authentication
5368	svchost.exe	S-1-16-8192	Medium Mandatory Level
8004	WmiPrvSE.exe	S-1-5-18	Local System
8004	WmiPrvSE.exe	S-1-16-16384	System Mandatory Level
8004	WmiPrvSE.exe	S-1-1-0	Everyone
8004	WmiPrvSE.exe	S-1-5-32-545	Users
8004	WmiPrvSE.exe	S-1-5-6	Service
8004	WmiPrvSE.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
8004	WmiPrvSE.exe	S-1-5-11	Authenticated Users
8004	WmiPrvSE.exe	S-1-5-15	This Organization
8004	WmiPrvSE.exe	S-1-5-80-3750560858-172214265-3889451188-1914796615-4100997547	Winmgmt
8004	WmiPrvSE.exe	S-1-5-5-0-124999	Logon Session
8004	WmiPrvSE.exe	S-1-2-0	Local (Users with the ability to log in locally)
8004	WmiPrvSE.exe	S-1-5-32-544	Administrators
3396	backgroundTask	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
3396	backgroundTask	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
3396	backgroundTask	S-1-1-0	Everyone
3396	backgroundTask	S-1-5-114	Local Account (Member of Administrators)
3396	backgroundTask	S-1-5-32-544	Administrators
3396	backgroundTask	S-1-5-32-545	Users
3396	backgroundTask	S-1-5-4	Interactive
3396	backgroundTask	S-1-2-1	Console Logon (Users who are logged onto the physical console)
3396	backgroundTask	S-1-5-11	Authenticated Users
3396	backgroundTask	S-1-5-15	This Organization
3396	backgroundTask	S-1-5-113	Local Account
3396	backgroundTask	S-1-5-5-0-291516	Logon Session
3396	backgroundTask	S-1-2-0	Local (Users with the ability to log in locally)
3396	backgroundTask	S-1-5-64-10	NTLM Authentication
3396	backgroundTask	S-1-16-4096	Low Mandatory Level
6104	RuntimeBroker.	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
6104	RuntimeBroker.	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
6104	RuntimeBroker.	S-1-1-0	Everyone
6104	RuntimeBroker.	S-1-5-114	Local Account (Member of Administrators)
6104	RuntimeBroker.	S-1-5-32-544	Administrators
6104	RuntimeBroker.	S-1-5-32-545	Users
6104	RuntimeBroker.	S-1-5-4	Interactive
6104	RuntimeBroker.	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6104	RuntimeBroker.	S-1-5-11	Authenticated Users
6104	RuntimeBroker.	S-1-5-15	This Organization
6104	RuntimeBroker.	S-1-5-113	Local Account
6104	RuntimeBroker.	S-1-5-5-0-291516	Logon Session
6104	RuntimeBroker.	S-1-2-0	Local (Users with the ability to log in locally)
6104	RuntimeBroker.	S-1-5-64-10	NTLM Authentication
6104	RuntimeBroker.	S-1-16-8192	Medium Mandatory Level
4804	svchost.exe	S-1-5-18	Local System
4804	svchost.exe	S-1-16-16384	System Mandatory Level
4804	svchost.exe	S-1-1-0	Everyone
4804	svchost.exe	S-1-5-32-545	Users
4804	svchost.exe	S-1-5-6	Service
4804	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4804	svchost.exe	S-1-5-11	Authenticated Users
4804	svchost.exe	S-1-5-15	This Organization
4804	svchost.exe	S-1-5-80-1014140700-3308905587-3330345912-272242898-93311788	wuauserv
4804	svchost.exe	S-1-5-5-0-1059267	Logon Session
4804	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
4804	svchost.exe	S-1-5-32-544	Administrators
3304	WidgetService.	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
3304	WidgetService.	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
3304	WidgetService.	S-1-1-0	Everyone
3304	WidgetService.	S-1-5-114	Local Account (Member of Administrators)
3304	WidgetService.	S-1-5-32-544	Administrators
3304	WidgetService.	S-1-5-32-545	Users
