Volatility 3 Framework 2.28.1

PID	Process	SID	Name
3304	WidgetService.	S-1-5-4	Interactive
3304	WidgetService.	S-1-2-1	Console Logon (Users who are logged onto the physical console)
3304	WidgetService.	S-1-5-11	Authenticated Users
3304	WidgetService.	S-1-5-15	This Organization
3304	WidgetService.	S-1-5-113	Local Account
3304	WidgetService.	S-1-5-5-0-291516	Logon Session
3304	WidgetService.	S-1-2-0	Local (Users with the ability to log in locally)
3304	WidgetService.	S-1-5-64-10	NTLM Authentication
3304	WidgetService.	S-1-16-8192	Medium Mandatory Level
4420	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
4420	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
4420	msedgewebview2	S-1-1-0	Everyone
4420	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
4420	msedgewebview2	S-1-5-32-544	Administrators
4420	msedgewebview2	S-1-5-32-545	Users
4420	msedgewebview2	S-1-5-4	Interactive
4420	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4420	msedgewebview2	S-1-5-11	Authenticated Users
4420	msedgewebview2	S-1-5-15	This Organization
4420	msedgewebview2	S-1-5-113	Local Account
4420	msedgewebview2	S-1-5-5-0-291516	Logon Session
4420	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
4420	msedgewebview2	S-1-5-64-10	NTLM Authentication
4420	msedgewebview2	S-1-16-8192	Medium Mandatory Level
1292	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
1292	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
1292	msedgewebview2	S-1-1-0	Everyone
1292	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
1292	msedgewebview2	S-1-5-32-544	Administrators
1292	msedgewebview2	S-1-5-32-545	Users
1292	msedgewebview2	S-1-5-4	Interactive
1292	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
1292	msedgewebview2	S-1-5-11	Authenticated Users
1292	msedgewebview2	S-1-5-15	This Organization
1292	msedgewebview2	S-1-5-113	Local Account
1292	msedgewebview2	S-1-5-5-0-291516	Logon Session
1292	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
1292	msedgewebview2	S-1-5-64-10	NTLM Authentication
1292	msedgewebview2	S-1-16-8192	Medium Mandatory Level
6080	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
6080	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
6080	msedgewebview2	S-1-1-0	Everyone
6080	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
6080	msedgewebview2	S-1-5-32-544	Administrators
6080	msedgewebview2	S-1-5-32-545	Users
6080	msedgewebview2	S-1-5-4	Interactive
6080	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
6080	msedgewebview2	S-1-5-11	Authenticated Users
6080	msedgewebview2	S-1-5-15	This Organization
6080	msedgewebview2	S-1-5-113	Local Account
6080	msedgewebview2	S-1-5-5-0-291516	Logon Session
6080	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
6080	msedgewebview2	S-1-5-64-10	NTLM Authentication
6080	msedgewebview2	S-1-16-4096	Low Mandatory Level
1920	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
1920	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
1920	msedgewebview2	S-1-1-0	Everyone
1920	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
1920	msedgewebview2	S-1-5-32-544	Administrators
1920	msedgewebview2	S-1-5-32-545	Users
1920	msedgewebview2	S-1-5-4	Interactive
1920	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
1920	msedgewebview2	S-1-5-11	Authenticated Users
1920	msedgewebview2	S-1-5-15	This Organization
1920	msedgewebview2	S-1-5-113	Local Account
1920	msedgewebview2	S-1-5-5-0-291516	Logon Session
1920	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
1920	msedgewebview2	S-1-5-64-10	NTLM Authentication
1920	msedgewebview2	S-1-16-8192	Medium Mandatory Level
2724	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
2724	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
2724	msedgewebview2	S-1-1-0	Everyone
2724	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
2724	msedgewebview2	S-1-5-32-544	Administrators
2724	msedgewebview2	S-1-5-32-545	Users
2724	msedgewebview2	S-1-5-4	Interactive
2724	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2724	msedgewebview2	S-1-5-11	Authenticated Users
2724	msedgewebview2	S-1-5-15	This Organization
2724	msedgewebview2	S-1-5-113	Local Account
2724	msedgewebview2	S-1-5-5-0-291516	Logon Session
2724	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
2724	msedgewebview2	S-1-5-64-10	NTLM Authentication
2724	msedgewebview2	S-1-16-0	Untrusted Mandatory Level
7932	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7932	msedgewebview2	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7932	msedgewebview2	S-1-1-0	Everyone
7932	msedgewebview2	S-1-5-114	Local Account (Member of Administrators)
7932	msedgewebview2	S-1-5-32-544	Administrators
7932	msedgewebview2	S-1-5-32-545	Users
7932	msedgewebview2	S-1-5-4	Interactive
7932	msedgewebview2	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7932	msedgewebview2	S-1-5-11	Authenticated Users
7932	msedgewebview2	S-1-5-15	This Organization
7932	msedgewebview2	S-1-5-113	Local Account
7932	msedgewebview2	S-1-5-5-0-291516	Logon Session
7932	msedgewebview2	S-1-2-0	Local (Users with the ability to log in locally)
7932	msedgewebview2	S-1-5-64-10	NTLM Authentication
7932	msedgewebview2	S-1-16-0	Untrusted Mandatory Level
636	svchost.exe	S-1-5-18	Local System
636	svchost.exe	S-1-16-16384	System Mandatory Level
636	svchost.exe	S-1-1-0	Everyone
636	svchost.exe	S-1-5-32-545	Users
636	svchost.exe	S-1-5-6	Service
636	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
636	svchost.exe	S-1-5-11	Authenticated Users
636	svchost.exe	S-1-5-15	This Organization
636	svchost.exe	S-1-5-80-3704025948-1094794811-1175534343-2088422159-783153058	-
636	svchost.exe	S-1-5-5-0-1160515	Logon Session
636	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
636	svchost.exe	S-1-5-32-544	Administrators
2040	ShellExperienc	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
2040	ShellExperienc	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
2040	ShellExperienc	S-1-1-0	Everyone
2040	ShellExperienc	S-1-5-114	Local Account (Member of Administrators)
2040	ShellExperienc	S-1-5-32-544	Administrators
2040	ShellExperienc	S-1-5-32-545	Users
2040	ShellExperienc	S-1-5-4	Interactive
2040	ShellExperienc	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2040	ShellExperienc	S-1-5-11	Authenticated Users
2040	ShellExperienc	S-1-5-15	This Organization
2040	ShellExperienc	S-1-5-113	Local Account
2040	ShellExperienc	S-1-5-5-0-291516	Logon Session
2040	ShellExperienc	S-1-2-0	Local (Users with the ability to log in locally)
2040	ShellExperienc	S-1-5-64-10	NTLM Authentication
2040	ShellExperienc	S-1-16-4096	Low Mandatory Level
7044	RuntimeBroker.	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7044	RuntimeBroker.	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7044	RuntimeBroker.	S-1-1-0	Everyone
7044	RuntimeBroker.	S-1-5-114	Local Account (Member of Administrators)
7044	RuntimeBroker.	S-1-5-32-544	Administrators
7044	RuntimeBroker.	S-1-5-32-545	Users
7044	RuntimeBroker.	S-1-5-4	Interactive
7044	RuntimeBroker.	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7044	RuntimeBroker.	S-1-5-11	Authenticated Users
7044	RuntimeBroker.	S-1-5-15	This Organization
7044	RuntimeBroker.	S-1-5-113	Local Account
7044	RuntimeBroker.	S-1-5-5-0-291516	Logon Session
7044	RuntimeBroker.	S-1-2-0	Local (Users with the ability to log in locally)
7044	RuntimeBroker.	S-1-5-64-10	NTLM Authentication
7044	RuntimeBroker.	S-1-16-8192	Medium Mandatory Level
2348	svchost.exe	S-1-5-18	Local System
2348	svchost.exe	S-1-16-16384	System Mandatory Level
2348	svchost.exe	S-1-1-0	Everyone
2348	svchost.exe	S-1-5-32-545	Users
2348	svchost.exe	S-1-5-6	Service
2348	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2348	svchost.exe	S-1-5-11	Authenticated Users
2348	svchost.exe	S-1-5-15	This Organization
2348	svchost.exe	S-1-5-80-3914275374-678031271-1603343729-3906112567-2888048264	-
2348	svchost.exe	S-1-5-5-0-1588381	Logon Session
2348	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
2348	svchost.exe	S-1-5-32-544	Administrators
4532	smartscreen.ex	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
4532	smartscreen.ex	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
4532	smartscreen.ex	S-1-1-0	Everyone
4532	smartscreen.ex	S-1-5-114	Local Account (Member of Administrators)
4532	smartscreen.ex	S-1-5-32-544	Administrators
4532	smartscreen.ex	S-1-5-32-545	Users
4532	smartscreen.ex	S-1-5-4	Interactive
4532	smartscreen.ex	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4532	smartscreen.ex	S-1-5-11	Authenticated Users
4532	smartscreen.ex	S-1-5-15	This Organization
4532	smartscreen.ex	S-1-5-113	Local Account
4532	smartscreen.ex	S-1-5-5-0-291516	Logon Session
4532	smartscreen.ex	S-1-2-0	Local (Users with the ability to log in locally)
4532	smartscreen.ex	S-1-5-64-10	NTLM Authentication
4532	smartscreen.ex	S-1-16-8192	Medium Mandatory Level
7476	7zFM.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7476	7zFM.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7476	7zFM.exe	S-1-1-0	Everyone
7476	7zFM.exe	S-1-5-114	Local Account (Member of Administrators)
7476	7zFM.exe	S-1-5-32-544	Administrators
7476	7zFM.exe	S-1-5-32-545	Users
7476	7zFM.exe	S-1-5-4	Interactive
7476	7zFM.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7476	7zFM.exe	S-1-5-11	Authenticated Users
7476	7zFM.exe	S-1-5-15	This Organization
7476	7zFM.exe	S-1-5-113	Local Account
7476	7zFM.exe	S-1-5-5-0-291516	Logon Session
7476	7zFM.exe	S-1-2-0	Local (Users with the ability to log in locally)
7476	7zFM.exe	S-1-5-64-10	NTLM Authentication
7476	7zFM.exe	S-1-16-8192	Medium Mandatory Level
4796	SearchProtocol	S-1-5-18	Local System
4796	SearchProtocol	S-1-16-16384	System Mandatory Level
4796	SearchProtocol	S-1-1-0	Everyone
4796	SearchProtocol	S-1-5-32-545	Users
4796	SearchProtocol	S-1-5-6	Service
4796	SearchProtocol	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4796	SearchProtocol	S-1-5-11	Authenticated Users
4796	SearchProtocol	S-1-5-15	This Organization
4796	SearchProtocol	S-1-5-80-117416528-2204451360-1913602512-1355018040-1234992034	WSearch
4796	SearchProtocol	S-1-5-5-0-609498	Logon Session
4796	SearchProtocol	S-1-2-0	Local (Users with the ability to log in locally)
4796	SearchProtocol	S-1-5-32-544	Administrators
5356	FileCoAuth.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
5356	FileCoAuth.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
5356	FileCoAuth.exe	S-1-1-0	Everyone
5356	FileCoAuth.exe	S-1-5-114	Local Account (Member of Administrators)
5356	FileCoAuth.exe	S-1-5-32-544	Administrators
5356	FileCoAuth.exe	S-1-5-32-545	Users
5356	FileCoAuth.exe	S-1-5-4	Interactive
5356	FileCoAuth.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
5356	FileCoAuth.exe	S-1-5-11	Authenticated Users
5356	FileCoAuth.exe	S-1-5-15	This Organization
5356	FileCoAuth.exe	S-1-5-113	Local Account
5356	FileCoAuth.exe	S-1-5-5-0-291516	Logon Session
5356	FileCoAuth.exe	S-1-2-0	Local (Users with the ability to log in locally)
5356	FileCoAuth.exe	S-1-5-64-10	NTLM Authentication
5356	FileCoAuth.exe	S-1-16-8192	Medium Mandatory Level
2388	cmd.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
2388	cmd.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
2388	cmd.exe	S-1-1-0	Everyone
2388	cmd.exe	S-1-5-114	Local Account (Member of Administrators)
2388	cmd.exe	S-1-5-32-544	Administrators
2388	cmd.exe	S-1-5-32-545	Users
2388	cmd.exe	S-1-5-4	Interactive
2388	cmd.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2388	cmd.exe	S-1-5-11	Authenticated Users
2388	cmd.exe	S-1-5-15	This Organization
2388	cmd.exe	S-1-5-113	Local Account
2388	cmd.exe	S-1-5-5-0-291516	Logon Session
2388	cmd.exe	S-1-2-0	Local (Users with the ability to log in locally)
2388	cmd.exe	S-1-5-64-10	NTLM Authentication
2388	cmd.exe	S-1-16-8192	Medium Mandatory Level
4812	conhost.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
4812	conhost.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
4812	conhost.exe	S-1-1-0	Everyone
4812	conhost.exe	S-1-5-114	Local Account (Member of Administrators)
4812	conhost.exe	S-1-5-32-544	Administrators
4812	conhost.exe	S-1-5-32-545	Users
4812	conhost.exe	S-1-5-4	Interactive
4812	conhost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4812	conhost.exe	S-1-5-11	Authenticated Users
4812	conhost.exe	S-1-5-15	This Organization
4812	conhost.exe	S-1-5-113	Local Account
4812	conhost.exe	S-1-5-5-0-291516	Logon Session
4812	conhost.exe	S-1-2-0	Local (Users with the ability to log in locally)
4812	conhost.exe	S-1-5-64-10	NTLM Authentication
4812	conhost.exe	S-1-16-8192	Medium Mandatory Level
1560	WmiPrvSE.exe	S-1-5-20	NT Authority
1560	WmiPrvSE.exe	S-1-16-16384	System Mandatory Level
1560	WmiPrvSE.exe	S-1-1-0	Everyone
1560	WmiPrvSE.exe	S-1-5-32-545	Users
1560	WmiPrvSE.exe	S-1-5-6	Service
1560	WmiPrvSE.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
1560	WmiPrvSE.exe	S-1-5-11	Authenticated Users
1560	WmiPrvSE.exe	S-1-5-15	This Organization
1560	WmiPrvSE.exe	S-1-5-86-615999462-62705297-2911207457-59056572-3668589837	WMI (Network Service)
1560	WmiPrvSE.exe	S-1-5-5-0-2019547	Logon Session
4820	svchost.exe	S-1-5-18	Local System
4820	svchost.exe	S-1-16-16384	System Mandatory Level
4820	svchost.exe	S-1-1-0	Everyone
4820	svchost.exe	S-1-5-32-545	Users
4820	svchost.exe	S-1-5-6	Service
4820	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
4820	svchost.exe	S-1-5-11	Authenticated Users
4820	svchost.exe	S-1-5-15	This Organization
4820	svchost.exe	S-1-5-80-2024188204-2445810227-898691311-2942020084-762398166	gpsvc
4820	svchost.exe	S-1-5-5-0-2044397	Logon Session
4820	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
4820	svchost.exe	S-1-5-32-544	Administrators
376	Client.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
376	Client.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
376	Client.exe	S-1-1-0	Everyone
376	Client.exe	S-1-5-114	Local Account (Member of Administrators)
376	Client.exe	S-1-5-32-544	Administrators
376	Client.exe	S-1-5-32-545	Users
376	Client.exe	S-1-5-4	Interactive
376	Client.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
376	Client.exe	S-1-5-11	Authenticated Users
376	Client.exe	S-1-5-15	This Organization
376	Client.exe	S-1-5-113	Local Account
376	Client.exe	S-1-5-5-0-291516	Logon Session
376	Client.exe	S-1-2-0	Local (Users with the ability to log in locally)
376	Client.exe	S-1-5-64-10	NTLM Authentication
376	Client.exe	S-1-16-8192	Medium Mandatory Level
2380	cmd.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
2380	cmd.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
2380	cmd.exe	S-1-1-0	Everyone
2380	cmd.exe	S-1-5-114	Local Account (Member of Administrators)
2380	cmd.exe	S-1-5-32-544	Administrators
2380	cmd.exe	S-1-5-32-545	Users
2380	cmd.exe	S-1-5-4	Interactive
2380	cmd.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
2380	cmd.exe	S-1-5-11	Authenticated Users
2380	cmd.exe	S-1-5-15	This Organization
2380	cmd.exe	S-1-5-113	Local Account
2380	cmd.exe	S-1-5-5-0-291516	Logon Session
2380	cmd.exe	S-1-2-0	Local (Users with the ability to log in locally)
2380	cmd.exe	S-1-5-64-10	NTLM Authentication
2380	cmd.exe	S-1-16-8192	Medium Mandatory Level
7924	conhost.exe	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7924	conhost.exe	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7924	conhost.exe	S-1-1-0	Everyone
7924	conhost.exe	S-1-5-114	Local Account (Member of Administrators)
7924	conhost.exe	S-1-5-32-544	Administrators
7924	conhost.exe	S-1-5-32-545	Users
7924	conhost.exe	S-1-5-4	Interactive
7924	conhost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7924	conhost.exe	S-1-5-11	Authenticated Users
7924	conhost.exe	S-1-5-15	This Organization
7924	conhost.exe	S-1-5-113	Local Account
7924	conhost.exe	S-1-5-5-0-291516	Logon Session
7924	conhost.exe	S-1-2-0	Local (Users with the ability to log in locally)
7924	conhost.exe	S-1-5-64-10	NTLM Authentication
7924	conhost.exe	S-1-16-8192	Medium Mandatory Level
7284	PING.EXE	S-1-5-21-2244841714-2756559885-3422108526-1000	kali
7284	PING.EXE	S-1-5-21-2244841714-2756559885-3422108526-513	Domain Users
7284	PING.EXE	S-1-1-0	Everyone
7284	PING.EXE	S-1-5-114	Local Account (Member of Administrators)
7284	PING.EXE	S-1-5-32-544	Administrators
7284	PING.EXE	S-1-5-32-545	Users
7284	PING.EXE	S-1-5-4	Interactive
7284	PING.EXE	S-1-2-1	Console Logon (Users who are logged onto the physical console)
7284	PING.EXE	S-1-5-11	Authenticated Users
7284	PING.EXE	S-1-5-15	This Organization
7284	PING.EXE	S-1-5-113	Local Account
7284	PING.EXE	S-1-5-5-0-291516	Logon Session
7284	PING.EXE	S-1-2-0	Local (Users with the ability to log in locally)
7284	PING.EXE	S-1-5-64-10	NTLM Authentication
7284	PING.EXE	S-1-16-8192	Medium Mandatory Level
