Volatility 3 Framework 2.28.1

PID	Process	Base	Name	Major	Minor	Product	Build
1988	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
1988	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
1988	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
1988	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
1988	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
1988	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
1988	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
1988	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
1988	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
1988	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
1988	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
1988	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
1988	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
1988	svchost.exe	0x7fffec890000	themeservice.dll	10	0	26100	7920
1988	svchost.exe	0x7ffff60f0000	winsta.dll	10	0	26100	8036
1988	svchost.exe	0x7ffff51f0000	ntmarta.dll	10	0	26100	7019
1688	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
1688	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
1688	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
1688	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
1688	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
1688	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
1688	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
1688	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
1688	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
1688	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
1688	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
1688	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
1688	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
1688	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
1688	svchost.exe	0x7fffec690000	dnsrslvr.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff4b20000	DNSAPI.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff5b40000	ncrypt.dll	10	0	26100	7705
1688	svchost.exe	0x7ffff4a00000	IPHLPAPI.DLL	10	0	26100	7920
1688	svchost.exe	0x7ffff8700000	NSI.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff5af0000	NTASN1.dll	10	0	26100	1882
1688	svchost.exe	0x7fffec420000	Fwpuclnt.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff7810000	WS2_32.dll	10	0	26100	7623
1688	svchost.exe	0x7ffff4030000	WINNSI.DLL	10	0	26100	7920
1688	svchost.exe	0x7ffff56b0000	gpapi.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff9630000	shcore.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff48f0000	firewallapi.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff4860000	fwbase.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff0470000	dhcpcsvc6.DLL	10	0	26100	7920
1688	svchost.exe	0x7fffee670000	dhcpcsvc.DLL	10	0	26100	7920
1688	svchost.exe	0x7ffff5640000	mswsock.dll	10	0	26100	7920
1688	svchost.exe	0x7fffee2a0000	WINHTTP.dll	10	0	26100	7920
1688	svchost.exe	0x7ffff5920000	CRYPTBASE.dll	10	0	26100	7623
2128	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2128	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2128	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2128	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2128	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2128	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2128	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2128	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2128	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2128	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2128	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2128	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2128	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2128	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2128	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2128	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2128	svchost.exe	0x7fffec2b0000	fntcache.dll	10	0	26100	7309
2128	svchost.exe	0x7ffff6260000	profapi.dll	10	0	26100	7309
2128	svchost.exe	0x7ffff39c0000	policymanager.dll	10	0	26100	7920
2128	svchost.exe	0x7ffff8f00000	OLEAUT32.dll	10	0	26100	7920
2128	svchost.exe	0x7fffeba90000	FontProvider.dll	10	0	26100	1150
2128	svchost.exe	0x7fffeb350000	TextShaping.dll	-	-	-	-
2128	svchost.exe	0x7ffff9820000	advapi32.dll	10	0	26100	7920
2128	svchost.exe	0x7ffff5920000	CRYPTBASE.DLL	10	0	26100	7623
2136	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2136	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2136	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2136	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2136	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2136	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2136	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2136	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2136	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2136	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2136	svchost.exe	0x7fffec290000	sens.dll	10	0	26100	5074
2136	svchost.exe	0x7ffff7810000	WS2_32.dll	10	0	26100	7623
2136	svchost.exe	0x7ffff3fc0000	SYSNTFY.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff3c60000	WTSAPI32.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff7680000	CRYPT32.dll	10	0	26100	7309
2136	svchost.exe	0x7ffff5370000	SspiCli.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff60f0000	WINSTA.dll	10	0	26100	8036
2136	svchost.exe	0x7ffff9900000	clbcatq.dll	-	-	-	-
2136	svchost.exe	0x7fffed810000	ES.DLL	10	0	26100	7705
2136	svchost.exe	0x7ffff8f00000	OLEAUT32.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff6040000	sxs.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff9820000	ADVAPI32.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff9120000	ole32.dll	10	0	26100	7920
2136	svchost.exe	0x7ffff51f0000	ntmarta.dll	10	0	26100	7019
2136	svchost.exe	0x7fffeb670000	WMICLNT.dll	10	0	26100	1150
2168	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2168	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2168	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2168	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2168	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2168	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2168	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2168	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2168	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2168	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2168	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2168	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2168	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2168	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2168	svchost.exe	0x7fffebb20000	schedsvc.dll	10	0	26100	7309
2168	svchost.exe	0x7ffff8f00000	OLEAUT32.dll	10	0	26100	7920
2168	svchost.exe	0x7fffebac0000	UBPM.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff5ee0000	EventAggregation.dll	10	0	26100	1150
2168	svchost.exe	0x7ffff61a0000	UMPDC.dll	10	0	26100	7019
2168	svchost.exe	0x7ffff4ca0000	AUTHZ.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff61c0000	POWRPROF.dll	10	0	26100	3912
2168	svchost.exe	0x7fffeb670000	WMICLNT.dll	10	0	26100	1150
2168	svchost.exe	0x7ffff5370000	sspicli.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff6230000	bcrypt.dll	10	0	26100	7623
2168	svchost.exe	0x7fffeaf00000	taskcomp.dll	10	0	26100	4202
2168	svchost.exe	0x7ffff51f0000	ntmarta.dll	10	0	26100	7019
2168	svchost.exe	0x7ffff4400000	rmclient.dll	10	0	26100	7309
2168	svchost.exe	0x7fffeae60000	CSystemEventsBrokerClient.dll	10	0	26100	1150
2168	svchost.exe	0x7fffea700000	TimeBrokerClient.dll	10	0	26100	7920
2168	svchost.exe	0x7fffec800000	wkscli.dll	10	0	26100	7019
2168	svchost.exe	0x7fffea3e0000	WPTaskScheduler.dll	10	0	26100	3323
2168	svchost.exe	0x7ffff9820000	advapi32.dll	10	0	26100	7920
2168	svchost.exe	0x7fffec4b0000	netjoin.dll	10	0	26100	3037
2168	svchost.exe	0x7ffff59b0000	JoinUtil.dll	10	0	26100	3775
2168	svchost.exe	0x7ffff7810000	WS2_32.dll	10	0	26100	7623
2168	svchost.exe	0x7ffff5640000	mswsock.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff49f0000	netutils.dll	10	0	26100	1882
2168	svchost.exe	0x7ffff3c60000	wtsapi32.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff7680000	CRYPT32.dll	10	0	26100	7309
2168	svchost.exe	0x7ffff60f0000	WINSTA.dll	10	0	26100	8036
2168	svchost.exe	0x7ffff3cc0000	DABAPI.dll	10	0	26100	1
2168	svchost.exe	0x7ffff6260000	profapi.dll	10	0	26100	7309
2168	svchost.exe	0x7ffff1960000	wevtapi.dll	10	0	26100	7309
2168	svchost.exe	0x7fffe9910000	XmlLite.dll	10	0	26100	7309
2168	svchost.exe	0x7fffea0a0000	usermgrcli.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff3ba0000	apphelp.dll	10	0	26100	7920
2168	svchost.exe	0x7ffff5920000	CRYPTBASE.DLL	10	0	26100	7623
2212	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2212	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2212	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2212	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2212	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2212	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2212	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2212	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2212	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2212	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2212	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2212	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2212	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2212	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2212	svchost.exe	0x7fffeb580000	audioendpointbuilder.dll	10	0	26100	8036
2212	svchost.exe	0x7ffff9900000	clbcatq.dll	-	-	-	-
2212	svchost.exe	0x7fffeb4c0000	MMDevApi.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff5f00000	DEVOBJ.dll	10	0	26100	1150
2212	svchost.exe	0x7ffff5e80000	cfgmgr32.dll	10	0	26100	7309
2212	svchost.exe	0x7ffff61c0000	powrprof.dll	10	0	26100	3912
2212	svchost.exe	0x7ffff61a0000	UMPDC.dll	10	0	26100	7019
2212	svchost.exe	0x7ffff9820000	advapi32.dll	10	0	26100	7920
2212	svchost.exe	0x7fffeace0000	drvstore.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff3c60000	wtsapi32.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff7680000	CRYPT32.dll	10	0	26100	7309
2212	svchost.exe	0x7ffff5370000	SspiCli.dll	10	0	26100	7920
2212	svchost.exe	0x7ffff60f0000	WINSTA.dll	10	0	26100	8036
2356	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2356	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2356	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2356	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2356	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2356	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2356	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2356	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2356	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2356	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2356	svchost.exe	0x7fffeaf70000	dhcpcore.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff61c0000	powrprof.dll	10	0	26100	3912
2356	svchost.exe	0x7ffff61a0000	UMPDC.dll	10	0	26100	7019
2356	svchost.exe	0x7ffff7810000	WS2_32.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff4400000	rmclient.dll	10	0	26100	7309
2356	svchost.exe	0x7ffff48f0000	firewallapi.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff4860000	fwbase.dll	10	0	26100	7920
2356	svchost.exe	0x7fffeae70000	dhcpcore6.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff5370000	SspiCli.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff4b20000	DNSAPI.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff4a00000	IPHLPAPI.DLL	10	0	26100	7920
2356	svchost.exe	0x7ffff8700000	NSI.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff4030000	WINNSI.DLL	10	0	26100	7920
2356	svchost.exe	0x7fffeba50000	wcmapi.dll	10	0	26100	7920
2356	svchost.exe	0x7fffed370000	MobileNetworking.dll	10	0	26100	7705
2356	svchost.exe	0x7ffff5920000	CRYPTBASE.dll	10	0	26100	7623
2356	svchost.exe	0x7ffff5640000	mswsock.dll	10	0	26100	7920
2356	svchost.exe	0x7ffff0470000	dhcpcsvc6.DLL	10	0	26100	7920
2356	svchost.exe	0x7fffee670000	dhcpcsvc.DLL	10	0	26100	7920
2544	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2544	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2544	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2544	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2544	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2544	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2544	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2544	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2544	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2544	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2544	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2544	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2544	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2544	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2544	svchost.exe	0x7fffea500000	audiosrv.dll	10	0	26100	8036
2544	svchost.exe	0x7fffea490000	AUDIOSRVPOLICYMANAGER.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff9900000	clbcatq.dll	-	-	-	-
2544	svchost.exe	0x7fffeb4c0000	MMDevApi.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff5f00000	DEVOBJ.dll	10	0	26100	1150
2544	svchost.exe	0x7ffff5e80000	cfgmgr32.dll	10	0	26100	7309
2544	svchost.exe	0x7ffff61c0000	powrprof.dll	10	0	26100	3912
2544	svchost.exe	0x7ffff61a0000	UMPDC.dll	10	0	26100	7019
2544	svchost.exe	0x7ffff4400000	rmclient.dll	10	0	26100	7309
2544	svchost.exe	0x7ffff60f0000	winsta.dll	10	0	26100	8036
2544	svchost.exe	0x7ffff3c60000	wtsapi32.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff7680000	CRYPT32.dll	10	0	26100	7309
2544	svchost.exe	0x7ffff5370000	SspiCli.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff39c0000	policymanager.dll	10	0	26100	7920
2544	svchost.exe	0x7ffff8f00000	OLEAUT32.dll	10	0	26100	7920
2544	svchost.exe	0x7fffe6c00000	coreaudiopolicymanagerext.dll	10	0	26100	1150
2544	svchost.exe	0x7ffff9820000	advapi32.dll	10	0	26100	7920
2544	svchost.exe	0x7fffdf480000	AudioSes.dll	10	0	26100	7920
2544	svchost.exe	0x7fffedd70000	twinapi.appcore.dll	10	0	26100	7705
2544	svchost.exe	0x7fffe02d0000	capauthz.dll	10	0	26100	7309
2544	svchost.exe	0x7ffff51f0000	ntmarta.dll	10	0	26100	7019
2604	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2604	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2604	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2604	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2604	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2604	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2604	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2604	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2604	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2604	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2604	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2604	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2604	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2604	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2604	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2604	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2604	svchost.exe	0x7fffee2a0000	winhttp.dll	10	0	26100	7920
2604	svchost.exe	0x7ffff7810000	WS2_32.dll	10	0	26100	7623
2604	svchost.exe	0x7ffff5640000	mswsock.dll	10	0	26100	7920
2604	svchost.exe	0x7ffff4a00000	IPHLPAPI.DLL	10	0	26100	7920
2604	svchost.exe	0x7ffff4030000	WINNSI.DLL	10	0	26100	7920
2604	svchost.exe	0x7ffff8700000	NSI.dll	10	0	26100	7920
2604	svchost.exe	0x7ffff61c0000	powrprof.dll	10	0	26100	3912
2604	svchost.exe	0x7ffff61a0000	UMPDC.dll	10	0	26100	7019
2604	svchost.exe	0x7ffff0470000	dhcpcsvc6.DLL	10	0	26100	7920
2604	svchost.exe	0x7fffee670000	dhcpcsvc.DLL	10	0	26100	7920
2604	svchost.exe	0x7ffff4b20000	DNSAPI.dll	10	0	26100	7920
2604	svchost.exe	0x7fffe9f10000	rasadhlp.dll	10	0	26100	7920
2620	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2620	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2620	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2620	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2620	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2620	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2620	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2620	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2620	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2620	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2620	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2620	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2620	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2620	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2620	svchost.exe	0x7fffea2f0000	tabsvc.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff5e80000	cfgmgr32.dll	10	0	26100	7309
2620	svchost.exe	0x7ffff4770000	HID.DLL	10	0	26100	1150
2620	svchost.exe	0x7ffff3c60000	WTSAPI32.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff7680000	CRYPT32.dll	10	0	26100	7309
2620	svchost.exe	0x7ffff5370000	SspiCli.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff60f0000	WINSTA.dll	10	0	26100	8036
2620	svchost.exe	0x7ffff9900000	clbcatq.dll	-	-	-	-
2620	svchost.exe	0x7fffea050000	Windows.Internal.Devices.Lights.BacklightServer.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff9630000	shcore.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff8f00000	OLEAUT32.dll	10	0	26100	7920
2620	svchost.exe	0x7fffedd70000	twinapi.appcore.dll	10	0	26100	7705
2620	svchost.exe	0x7ffff6340000	WinTypes.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff56f0000	USERENV.dll	10	0	26100	7920
2620	svchost.exe	0x7ffff6260000	profapi.dll	10	0	26100	7309
2696	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2696	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2696	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2696	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	-	-	-	-
2696	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2696	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2696	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2696	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2696	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2696	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2696	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
2696	svchost.exe	0x7ffff6c30000	gdi32full.dll	10	0	26100	8036
2696	svchost.exe	0x7ffff75d0000	msvcp_win.dll	10	0	26100	7623
2696	svchost.exe	0x7ffff94b0000	sechost.dll	10	0	26100	7920
2696	svchost.exe	0x7fffe9d60000	dusmsvc.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff4030000	WINNSI.DLL	10	0	26100	7920
2696	svchost.exe	0x7ffff56f0000	USERENV.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff8700000	NSI.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff56b0000	gpapi.dll	10	0	26100	7920
2696	svchost.exe	0x7ffff9630000	shcore.dll	10	0	26100	7920
2696	svchost.exe	0x7fffeba50000	wcmapi.dll	10	0	26100	7920
2696	svchost.exe	0x7fffed370000	MobileNetworking.dll	10	0	26100	7705
2696	svchost.exe	0x7ffff4a00000	IPHLPAPI.DLL	10	0	26100	7920
2744	svchost.exe	0x7ff7d0000000	svchost.exe	10	0	26100	7705
2744	svchost.exe	0x7ffff9a60000	ntdll.dll	-	-	-	-
2744	svchost.exe	0x7ffff9560000	KERNEL32.DLL	-	-	-	-
2744	svchost.exe	0x7ffff65f0000	KERNELBASE.dll	10	0	26100	7920
2744	svchost.exe	0x7ffff6ae0000	ucrtbase.dll	10	0	26100	7623
2744	svchost.exe	0x7ffff7890000	combase.dll	10	0	26100	7920
2744	svchost.exe	0x7ffff8050000	RPCRT4.dll	10	0	26100	8036
2744	svchost.exe	0x7ffff50d0000	kernel.appcore.dll	10	0	26100	7920
2744	svchost.exe	0x7ffff9770000	msvcrt.dll	10	0	26100	7623
2744	svchost.exe	0x7ffff6540000	bcryptPrimitives.dll	10	0	26100	7623
2744	svchost.exe	0x7ffff7c20000	user32.dll	-	-	-	-
2744	svchost.exe	0x7ffff69f0000	win32u.dll	10	0	26100	8036
2744	svchost.exe	0x7ffff90f0000	GDI32.dll	10	0	26100	8036
