Volatility 3 Framework 2.28.1

Allocation	Tag	PoolType	NumberOfBytes	Status
0xffffe08e7f18c000	CM25	N/A	0x1000	Allocated
0xffff990ef481e000	ViMm	N/A	0x18000	Allocated
0xffffe08e7fb10000	CM25	N/A	0x1000	Allocated
0xffffe08e838af000	CM26	N/A	0x3000	Allocated
0xffffe08e7f64e000	CM25	N/A	0x2000	Allocated
0xffffe08e81761000	CM16	N/A	0x1000	Allocated
0xffff990ef2b92000	Cont	N/A	0x1000	Allocated
0xffffe08e7fbfc000	CM25	N/A	0x1000	Allocated
0xffffe08e87bfc000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f73a000	CM25	N/A	0x1000	Allocated
0xffffe08e83e5d000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f278000	CM25	N/A	0x1000	Allocated
0xffffe08e7fbc1000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6ff000	CM25	N/A	0x1000	Allocated
0xffffe08e8349e000	RvaL	N/A	0xa140	Allocated
0xffffe08e7f23d000	CM25	N/A	0x1000	Allocated
0xffffe08e876ff000	Gpbm	N/A	0x1000	Allocated
0xffffe08e8723d000	RvaL	N/A	0x51c0	Allocated
0xffffe08e7d5b1000	MmSt	N/A	0x2110	Allocated
0xffff990ef2fa3000	Cont	N/A	0x1000	Allocated
0xffffe08e7df35000	MmSt	N/A	0xb200	Allocated
0xffffe08e850ef000	CM10	N/A	0x12e0	Allocated
0xffffe08e7f6c4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f202000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb86000	CM25	N/A	0x1000	Allocated
0xffffe08e818fe000	Gpbm	N/A	0x1000	Allocated
0xffffe08e8569d000	RvaL	N/A	0x11b0	Allocated
0xffff990ef2f68000	Cont	N/A	0x1000	Allocated
0xffffe08e83ed3000	RvaL	N/A	0x28d0	Allocated
0xffffe08e7fc72000	Clfs	N/A	0x1000	Allocated
0xffffe08e7f7b0000	CM25	N/A	0x1000	Allocated
0xffffe08e7db24000	MSum	N/A	0x1000	Allocated
0xffff990ef2f2d000	Cont	N/A	0x1000	Allocated
0xffffe08e7f2b3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f775000	CM25	N/A	0x1000	Allocated
0xffffe08e7c7e1000	MmRe	N/A	0x1160	Allocated
0xffffe08e813c6000	MiRr	N/A	0xcc90	Allocated
0xffffe08e85165000	fpct	N/A	0x1940	Allocated
0xffffe08e81e36000	CM16	N/A	0x1000	Allocated
0xffffe08e80b2e000	RvaL	N/A	0x13b0	Allocated
0xffffe08e83103000	CM16	N/A	0x1000	Allocated
0xffff990ef2ef2000	Cont	N/A	0x1000	Allocated
0xffffe08e7f826000	CM25	N/A	0x1000	Allocated
0xffffe08e81dfb000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7cd54000	CM16	N/A	0x1000	Allocated
0xffffe08e80af3000	CM16	N/A	0x2000	Allocated
0xffffe08e856d8000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f329000	CM25	N/A	0x1000	Allocated
0xffffe08e7fcad000	RvaL	N/A	0x1ca0	Allocated
0xffff990ef2eb7000	Cont	N/A	0x1000	Allocated
0xffffe08e802bc000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fdfa000	Obtb	N/A	0x1000	Allocated
0xffffe08e87dfa000	Gpbm	N/A	0x1000	Allocated
0xffffe08e80c40000	MmRe	N/A	0x14d0	Allocated
0xffffe08e7f938000	CM25	N/A	0x2000	Allocated
0xffffe08e7f476000	CM25	N/A	0x1000	Allocated
0xffffe08e81f0d000	CM16	N/A	0x1000	Allocated
0xffffe08e7f43b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f8fd000	CM25	N/A	0x1000	Allocated
0xffffe08e878fd000	CMCa	N/A	0x3000	Allocated
0xffffe08e81ed2000	CM16	N/A	0x1000	Allocated
0xffff990ef2da5000	Cont	N/A	0x1000	Allocated
0xffff990ef6b44000	WPCT	N/A	0x1000	Allocated
0xffff990ef2de0000	Cont	N/A	0x1000	Allocated
0xffffe08e7ce2b000	MmRe	N/A	0x9fa0	Allocated
0xffffe08e8108c000	MiRr	N/A	0x3e10	Allocated
0xffff990ef66bd000	InPa	N/A	0x2000	Allocated
0xffffe08e857af000	fpct	N/A	0x16c0	Allocated
0xffffe08e7d89b000	MmSt	N/A	0x3e90	Allocated
0xffffe08e7d3d9000	MmSt	N/A	0x31d0	Allocated
0xffff990ef2d6a000	Cont	N/A	0x1000	Allocated
0xffffb0801456a000	ConT	N/A	0x4000	Allocated
0xffffe08e7f4ec000	CM25	N/A	0x1000	Allocated
0xffffe08e8328b000	MmRe	N/A	0x19f0	Allocated
0xffffe08e7f9ae000	CM25	N/A	0x1000	Allocated
0xffffe08e7dd22000	MmSt	N/A	0x1000	Allocated
0xffff990ef2d2f000	Cont	N/A	0x1000	Allocated
0xffffe08e85860000	RvaL	N/A	0x1a30	Allocated
0xffffe08e815ff000	DClt	N/A	0x1000	Allocated
0xffffe08e8113d000	MiRr	N/A	0x2850	Allocated
0xffffe08e7f4b1000	CM25	N/A	0x1000	Allocated
0xffffe08e7fe35000	Clfs	N/A	0x1000	Allocated
0xffffe08e895c4000	MmRe	N/A	0x1060	Allocated
0xffffe08e7fa5f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f59d000	CM25	N/A	0x1000	Allocated
0xffffe08e7cacb000	CM26	N/A	0x3000	Allocated
0xffffe08e7c609000	RvaL	N/A	0x1130	Allocated
0xffffe08e7d44f000	MmSt	N/A	0x4000	Allocated
0xffffe08e7fa24000	CM25	N/A	0x1000	Allocated
0xffffe08e7f562000	CM25	N/A	0x1000	Allocated
0xffff990eeef55000	Tdx	N/A	0x8000	Allocated
0xffff990ef2cf4000	Cont	N/A	0x1000	Allocated
0xffffe08e7fee6000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f0a0000	CM25	N/A	0x1000	Allocated
0xffff990ef86a9000	smSt	N/A	0x1340	Allocated
0xffffe08e7d414000	MmSt	N/A	0x1220	Allocated
0xffffe08e7cf52000	NtFm	N/A	0x2000	Allocated
0xffffe08e7f9e9000	CM25	N/A	0x1000	Allocated
0xffff990ef2cb9000	Cont	N/A	0x1000	Allocated
0xffffe08e7f527000	CM25	N/A	0x1000	Allocated
0xffffe08e7c6ba000	CM16	N/A	0x3000	Allocated
0xffffe08e7f613000	CM25	N/A	0x1000	Allocated
0xffff990ef7366000	EtwB	N/A	0x10000	Allocated
0xffffe08e7f151000	CM25	N/A	0x4000	Allocated
0xffff990ef2c43000	Cont	N/A	0x1000	Allocated
0xffffe08e7ff97000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fad5000	CM25	N/A	0x1000	Allocated
0xffff990ef2c7e000	Cont	N/A	0x1000	Allocated
0xffffe08e81726000	CM16	N/A	0x1000	Allocated
0xffffe08e7fa9a000	CM25	N/A	0x1000	Allocated
0xffff990ef2c08000	Cont	N/A	0x1000	Allocated
0xffff990eee9a7000	EtwB	N/A	0x10000	Allocated
0xffff990ef2746000	ClfC	N/A	0x1620	Allocated
0xffffe08e7f5d8000	CM25	N/A	0x1000	Allocated
0xffff990efa284000	CcVa	N/A	0x20000	Allocated
0xffffe08e7f116000	CM25	N/A	0x1000	Allocated
0xffffe08e816eb000	CM16	N/A	0x1000	Allocated
0xffffe08e7ff21000	Gpbm	N/A	0x1000	Allocated
0xffff990ef8633000	smSt	N/A	0x1340	Allocated
0xffffe08e7da99000	MmSt	N/A	0x1000	Allocated
0xffff990ef2f6c000	Cont	N/A	0x1000	Allocated
0xffffe08e80eb4000	Obtb	N/A	0x1000	Allocated
0xffffe08e7d5d7000	MmSt	N/A	0x20b0	Allocated
0xffffe08e7fbac000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6ea000	CM25	N/A	0x1000	Allocated
0xffffe08e7f228000	CM25	N/A	0x1000	Allocated
0xffffe08e817fd000	CM16	N/A	0x1000	Allocated
0xffffe08e7fb71000	CM25	N/A	0x1000	Allocated
0xffffe08e7c756000	NtRB	N/A	0x1000	Allocated
0xffffe08e7f6af000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1ed000	CM25	N/A	0x1000	Allocated
0xffffe08e817c2000	CM16	N/A	0x2000	Allocated
0xffffe08e7d561000	MmSt	N/A	0x4a30	Allocated
0xffff990ef2f31000	Cont	N/A	0x1000	Allocated
0xffffe08e7f79b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f2d9000	CM25	N/A	0x4000	Allocated
0xffff990ef8424000	EtwB	N/A	0x14000	Allocated
0xffff990ef2ef6000	Cont	N/A	0x1000	Allocated
0xffffe08e7c345000	CM16	N/A	0x2000	Allocated
0xffffe08e7f760000	CM25	N/A	0x1000	Allocated
0xffffe08e8b4ff000	Obtb	N/A	0x1000	Allocated
0xffffe08e8729e000	Gpbm	N/A	0x2650	Allocated
0xffffe08e85ad4000	Obtb	N/A	0x1000	Allocated
0xffffe08e81d35000	MmRe	N/A	0x21f0	Allocated
0xffff990ef2ebb000	Cont	N/A	0x1000	Allocated
0xffffe08e7f263000	CM25	N/A	0x1000	Allocated
0xffffe08e87263000	Gpbm	N/A	0x2650	Allocated
0xffffe08e7fbe7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f725000	CM25	N/A	0x1000	Allocated
0xffff990ef2e45000	Cont	N/A	0x1000	Allocated
0xffffe08e7f811000	CM25	N/A	0x1000	Allocated
0xffffe08e7c3f6000	SeSi	N/A	0x14d0	Allocated
0xffff990ef2e80000	Cont	N/A	0x1000	Allocated
0xffffe08e7c3bb000	CM17	N/A	0x3000	Allocated
0xffffe08e83ef9000	CMCa	N/A	0x3000	Allocated
0xffff990ef2e0a000	Cont	N/A	0x1000	Allocated
0xffffe08e87314000	Gpbm	N/A	0x1900	Allocated
0xffffe08e7f314000	CM25	N/A	0x2000	Allocated
0xffff990ef2948000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f7d6000	CM25	N/A	0x1000	Allocated
0xffff990ef6260000	EtwB	N/A	0x2000	Allocated
0xffffe08e81dab000	MmRe	N/A	0x1950	Allocated
0xffff990ef4112000	EtwB	N/A	0x10000	Allocated
0xffff990ef2dcf000	Cont	N/A	0x1000	Allocated
0xffffe08e8319f000	CM16	N/A	0x3000	Allocated
0xffffe08e81e97000	CM16	N/A	0x1000	Allocated
0xffffe08e83164000	CM16	N/A	0x2000	Allocated
0xffffe08e7f887000	CM25	N/A	0x1000	Allocated
0xffffe08e81e5c000	CM16	N/A	0x1000	Allocated
0xffffe08e7f84c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f38a000	CM25	N/A	0x1000	Allocated
0xffffe08e83129000	CM16	N/A	0x1000	Allocated
0xffffe08e81e21000	CM16	N/A	0x1000	Allocated
0xffff990ef2d94000	Cont	N/A	0x1000	Allocated
0xffffe08e7fe5b000	Gpbm	N/A	0x1900	Allocated
0xffffe08e83bfa000	CM32	N/A	0x1000	Allocated
0xffffe08e807df000	Obtb	N/A	0x1000	Allocated
0xffffe08e8831d000	MmRe	N/A	0x15c0	Allocated
0xffffe08e7f4d7000	CM25	N/A	0x1000	Allocated
0xffffe08e8a430000	MmSt	N/A	0x5100	Allocated
0xffff990ef2cf8000	Cont	N/A	0x1000	Allocated
0xffff990eeea97000	EtwB	N/A	0x10000	Allocated
0xffffe08e7f49c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f95e000	CM25	N/A	0x1000	Allocated
0xffffe08e836fd000	Obtb	N/A	0x1000	Allocated
0xffffe08e81f33000	CM16	N/A	0x1000	Allocated
0xffff990ef2c82000	Cont	N/A	0x1000	Allocated
0xffff990ef2cbd000	Cont	N/A	0x1000	Allocated
0xffffe08e7f923000	CM25	N/A	0x1000	Allocated
0xffffe08e7f461000	CM25	N/A	0x1000	Allocated
0xffffe08e7fde5000	Gpbm	N/A	0x1000	Allocated
0xffffe08e8169b000	CM16	N/A	0x2000	Allocated
0xffffe08e811d9000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7ddbe000	MmSt	N/A	0xedc0	Allocated
0xffffe08e7c5f4000	CM16	N/A	0x4000	Allocated
0xffff990ef2c47000	Cont	N/A	0x1000	Allocated
0xffffe08e7fed1000	Gpbm	N/A	0x1000	Allocated
0xffffe08e832ec000	RvaL	N/A	0x5fb0	Allocated
0xffffe08e7f08b000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa0f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f54d000	CM25	N/A	0x1000	Allocated
0xffff990ef48d3000	Usnc	N/A	0x12000	Allocated
0xffff990ef2c0c000	Cont	N/A	0x1000	Allocated
0xffffe08e853ff000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f9d4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f512000	CM25	N/A	0x1000	Allocated
0xffff990ef4898000	Via1	N/A	0x1c00	Allocated
0xffffe08e81163000	CIsc	N/A	0x3030	Allocated
0xffffe08e8cf02000	MmRe	N/A	0x68000	Allocated
0xffffe08e7f13c000	CM25	N/A	0x1000	Allocated
0xffffe08e7fac0000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5fe000	CM25	N/A	0x1000	Allocated
0xffffe08e8339d000	Clfs	N/A	0x7a00	Allocated
0xffffe08e81711000	CM16	N/A	0x1000	Allocated
0xffffe08e7f5c3000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff47000	Obtb	N/A	0x1000	Allocated
0xffff990ef2bd1000	Cont	N/A	0x1000	Allocated
0xffffe08e7fa85000	CM25	N/A	0x1000	Allocated
0xffffe08e7ddf9000	MmSt	N/A	0x3de0	Allocated
0xffffe08e7d937000	MmSt	N/A	0x2340	Allocated
0xffffe08e85937000	Ggb	N/A	0x2000	Allocated
0xffffe08e7ff0c000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa4a000	CM25	N/A	0x1000	Allocated
0xffff990eeedf7000	EtwB	N/A	0x4000	Allocated
0xffff990ef2b96000	Cont	N/A	0x1000	Allocated
0xffff990ef26d4000	Pctw	N/A	0x3040	Allocated
0xffffe08e7f588000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0c6000	CM25	N/A	0x2000	Allocated
0xffffe08e7f674000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1b2000	CM25	N/A	0x2000	Allocated
0xffffe08e7fb36000	CM25	N/A	0x1000	Allocated
0xffffe08e81787000	CM16	N/A	0x1000	Allocated
0xffffe08e7fafb000	CM25	N/A	0x1000	Allocated
0xffffe08e87afb000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f639000	CM25	N/A	0x1000	Allocated
0xffff990ef2fa7000	Cont	N/A	0x1000	Allocated
0xffff990ef2ae5000	WPLg	N/A	0x1000	Allocated
0xffff990eee8bf000	CcVa	N/A	0x20000	Allocated
0xffffe08e854eb000	WtdJ	N/A	0x1320	Allocated
0xffff990ef63fd000	EtwB	N/A	0x2000	Allocated
0xffffe08e85e6f000	RvaL	N/A	0x1ef0	Allocated
0xffffe08e7d9ad000	MmSt	N/A	0x1000	Allocated
0xffffe08e88444000	RvaL	N/A	0x75e0	Allocated
0xffffe08e7ff82000	Obtb	N/A	0x1000	Allocated
0xffffe08e85638000	WtdJ	N/A	0x1310	Allocated
0xffffe08e7f74b000	CM25	N/A	0x1000	Allocated
0xffffe08e834ea000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f289000	CM25	N/A	0x1000	Allocated
0xffff990ef42d5000	MmAc	N/A	0x1000	Allocated
0xffffe08e80eda000	Obtb	N/A	0x1000	Allocated
0xffffe08e85abf000	EtwB	N/A	0x1000	Allocated
0xffffe08e7dabf000	MmSt	N/A	0x1f000	Allocated
0xffffe08e7d5fd000	MmSt	N/A	0x1000	Allocated
0xffffe08e7fbd2000	CM25	N/A	0x1000	Allocated
0xffffe08e7f710000	CM25	N/A	0x1000	Allocated
0xffffe08e7f24e000	CM25	N/A	0x1000	Allocated
0xffff990ef2f92000	Cont	N/A	0x1000	Allocated
0xffffe08e7f33a000	CM25	N/A	0x2000	Allocated
0xffffe08e80f8b000	RtFo	N/A	0x15e0	Allocated
0xffff990ef2f57000	Cont	N/A	0x1000	Allocated
0xffff990eeecf6000	EtwB	N/A	0x4000	Allocated
0xffff990ef2a95000	Cont	N/A	0x3000	Allocated
0xffffe08e7fc83000	CM16	N/A	0x1000	Allocated
0xffffe08e83560000	MmRe	N/A	0x16000	Allocated
0xffff990ef2ee1000	Cont	N/A	0x1000	Allocated
0xffff990ef2a5a000	WPLg	N/A	0x1000	Allocated
0xffffe08e7f2c4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f786000	CM25	N/A	0x1000	Allocated
0xffffe08e814fe000	CM16	N/A	0x1000	Allocated
0xffffe08e8529d000	RvaL	N/A	0x15f0	Allocated
0xffffe08e7fd34000	Obtb	N/A	0x1000	Allocated
0xffffe08e7d29d000	MmSt	N/A	0x1000	Allocated
0xffff990ef2ea6000	Cont	N/A	0x1000	Allocated
0xffffe08e7f872000	CM25	N/A	0x1000	Allocated
0xffff990ef29e4000	FxLg	N/A	0x1000	Allocated
0xffffe08e7f3b0000	CM25	N/A	0x1000	Allocated
0xffffe08e8314f000	CM16	N/A	0x1000	Allocated
0xffffe08e81e47000	CM18	N/A	0x2000	Allocated
0xffffe08e7dbe6000	MSum	N/A	0x1000	Allocated
0xffffe08e87cf9000	Gelc	N/A	0x1000	Allocated
0xffffe08e8cda0000	MmRe	N/A	0x18e0	Allocated
0xffffe08e7f837000	CM25	N/A	0x1000	Allocated
0xffffe08e7f375000	CM25	N/A	0x2000	Allocated
0xffffe08e81e0c000	CM16	N/A	0x1000	Allocated
0xffffe08e81488000	Obtb	N/A	0x1000	Allocated
0xffffe08e80fc6000	Clfs	N/A	0x1000	Allocated
0xffff990ef2e30000	Cont	N/A	0x1000	Allocated
0xffffb08014630000	ConT	N/A	0x4000	Allocated
0xffffe08e81574000	RvaL	N/A	0x1960	Allocated
0xffffe08e81ef8000	CM16	N/A	0x2000	Allocated
0xffffe08e85c97000	fpdw	N/A	0x3430	Allocated
0xffffe08e7fdaa000	CIsc	N/A	0x1380	Allocated
0xffffe08e7f8e8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f426000	CM25	N/A	0x1000	Allocated
0xffffe08e831c5000	CM16	N/A	0x1000	Allocated
0xffffe08e81ebd000	CM16	N/A	0x1000	Allocated
0xffffe08e7c954000	CM26	N/A	0x3000	Allocated
0xffffe08e806f3000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f3eb000	CM25	N/A	0x1000	Allocated
0xffffe08e8318a000	CM16	N/A	0x1000	Allocated
0xffffe08e7f8ad000	CM25	N/A	0x1000	Allocated
0xffff990ef2df5000	Cont	N/A	0x1000	Allocated
0xffffe08e81e82000	CM16	N/A	0x1000	Allocated
0xffff990eee6d2000	FxLg	N/A	0x1000	Allocated
0xffffe08e7f9fa000	CM25	N/A	0x1000	Allocated
0xffffe08e879fa000	CMCa	N/A	0x3000	Allocated
0xffff990ef44e8000	Devi	N/A	0x3460	Allocated
0xffffe08e7f538000	CM25	N/A	0x1000	Allocated
0xffffe08e7d3ea000	MmSt	N/A	0x1000	Allocated
0xffff990ef2d59000	Cont	N/A	0x1000	Allocated
0xffffe08e81b0d000	CIsc	N/A	0x1b30	Allocated
0xffff990ef824c000	smSt	N/A	0x2000	Allocated
0xffffe08e7f9bf000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4fd000	CM25	N/A	0x1000	Allocated
0xffffe08e7dd33000	MmSt	N/A	0x1000	Allocated
0xffff990eeef44000	PciB	N/A	0x12f0	Allocated
0xffff990ef2ce3000	Cont	N/A	0x1000	Allocated
0xffff990eeef7f000	MmAc	N/A	0x1000	Allocated
0xffff990ef2d1e000	Cont	N/A	0x1000	Allocated
0xffffe08e81610000	Wnf	N/A	0x1010	Allocated
0xffffe08e7f4c2000	CM25	N/A	0x1000	Allocated
0xffffe08e816fc000	CM16	N/A	0x1000	Allocated
0xffffe08e7de1f000	MmSt	N/A	0x15d0	Allocated
0xffffe08e81bbe000	CM16	N/A	0x2000	Allocated
0xffff990ef2ca8000	Cont	N/A	0x1000	Allocated
0xffffe08e83cd1000	MmRe	N/A	0x2480	Allocated
0xffffe08e7c655000	TpmP	N/A	0x1010	Allocated
0xffffe08e7f0ec000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa70000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5ae000	CM25	N/A	0x1000	Allocated
0xffffe08e816c1000	CM16	N/A	0x1000	Allocated
0xffff990ef2c6d000	Cont	N/A	0x1000	Allocated
0xffffe08e803b9000	Obtb	N/A	0x1000	Allocated
0xffffe08e811ff000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f573000	CM25	N/A	0x1000	Allocated
0xffffe08e7fef7000	Gelc	N/A	0x1000	Allocated
0xffffe08e7fa35000	CM25	N/A	0x2000	Allocated
0xffffe08e81686000	CM16	N/A	0x1000	Allocated
0xffffe08e7d425000	MmSt	N/A	0xac00	Allocated
0xffffe08e85425000	MmRe	N/A	0x15a0	Allocated
0xffffe08e7f65f000	CM25	N/A	0x1000	Allocated
0xffffe08e833fe000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f19d000	CM25	N/A	0x1000	Allocated
0xffffe08e7d9d3000	MmSt	N/A	0x1970	Allocated
0xffffe08e81772000	CM16	N/A	0x1000	Allocated
0xffffe08e7f624000	CM25	N/A	0x1000	Allocated
0xffffe08e87624000	CM10	N/A	0x12e0	Allocated
0xffff990ef2c32000	Cont	N/A	0x1000	Allocated
0xffffe08e7fae6000	CM25	N/A	0x1000	Allocated
0xffffe08e83885000	Obtb	N/A	0x1000	Allocated
0xffff990ef4848000	Via1	N/A	0x1800	Allocated
0xffff990ef4386000	EtwB	N/A	0x1000	Allocated
0xffffe08e81737000	CM16	N/A	0x1000	Allocated
0xffffe08e7f5e9000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff6d000	Gpbm	N/A	0x1000	Allocated
0xffff990ef6e58000	LeGe	N/A	0x1f10	Allocated
0xffff990ef2bf7000	Cont	N/A	0x1000	Allocated
0xffff990ef2273000	Plcl	N/A	0x1000	Allocated
0xffffe08e7f127000	CM25	N/A	0x1000	Allocated
0xffffe08e7f213000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb97000	CM25	N/A	0x1000	Allocated
0xffff990ef2b81000	Cont	N/A	0x1000	Allocated
0xffffe08e7f6d5000	CM25	N/A	0x1000	Allocated
0xffffe08e7df0b000	MmSt	N/A	0x1c60	Allocated
0xffffe08e7da49000	MmSt	N/A	0x4e20	Allocated
0xffffe08e7c741000	FVE0	N/A	0x10000	Allocated
0xffffb080143bc000	ConT	N/A	0x4000	Allocated
0xffffe08e817e8000	CM16	N/A	0x2000	Allocated
0xffffe08e7fb5c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f69a000	CM25	N/A	0x2000	Allocated
0xffffe08e83439000	DxgK	N/A	0x4000	Allocated
0xffffe08e7f1d8000	CM25	N/A	0x1000	Allocated
0xffffe08e871d8000	MmRe	N/A	0x1990	Allocated
0xffffe08e7fb21000	CM25	N/A	0x1000	Allocated
0xffffe08e88967000	MmRe	N/A	0x27e0	Allocated
0xffff990ef2cf0000	Cont	N/A	0x1000	Allocated
0xffffe08e7f4df000	CM25	N/A	0x1000	Allocated
0xffffe08e7c54b000	RvaL	N/A	0x1130	Allocated
0xffffe08e7f4a4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f966000	CM25	N/A	0x1000	Allocated
0xffffe08e81f3b000	CM16	N/A	0x2000	Allocated
0xffffe08e7c9d2000	Clfs	N/A	0x1000	Allocated
0xffffe08e7d818000	MmSt	N/A	0x7340	Allocated
0xffffe08e7f92b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f469000	CM25	N/A	0x1000	Allocated
0xffff990ef2cb5000	Cont	N/A	0x1000	Allocated
0xffffe08e7c5fc000	Pp	N/A	0x2000	Allocated
0xffffe08e7f093000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa17000	CM25	N/A	0x1000	Allocated
0xffffe08e81b2a000	MmRe	N/A	0x20d0	Allocated
0xffffb08014634000	ConT	N/A	0x4000	Allocated
0xffff990ef2c7a000	Cont	N/A	0x1000	Allocated
0xffff990ef27b8000	PPMp	N/A	0x18c0	Allocated
0xffffe08e7f9dc000	CM25	N/A	0x1000	Allocated
0xffff990ef4890000	Via1	N/A	0x1800	Allocated
0xffffe08e7f51a000	CM25	N/A	0x1000	Allocated
0xffff990ef2c04000	Cont	N/A	0x1000	Allocated
0xffffe08e87058000	MmRe	N/A	0x2200	Allocated
0xffff990ef2c3f000	Cont	N/A	0x1000	Allocated
0xffffe08e7fe63000	Gpbm	N/A	0x1900	Allocated
0xffffe08e7f9a1000	CM25	N/A	0x1000	Allocated
0xffffe08e7ca48000	RtFo	N/A	0x3b40	Allocated
0xffffe08e81719000	CM16	N/A	0x1000	Allocated
0xffff990ef2bc9000	Cont	N/A	0x1000	Allocated
0xffffe08e7f5cb000	CM25	N/A	0x1000	Allocated
0xffffe08e7f109000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff4f000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa8d000	CM25	N/A	0x1000	Allocated
0xffffb080145be000	ConT	N/A	0x4000	Allocated
0xffff990ef4393000	ClfB	N/A	0x21e0	Allocated
0xffff990ef2b8e000	Cont	N/A	0x1000	Allocated
0xffffe08e80d5a000	MmRe	N/A	0x1710	Allocated
0xffffe08e7d93f000	MmSt	N/A	0x6990	Allocated
0xffffe08e7ff14000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa52000	CM25	N/A	0x1000	Allocated
0xffffe08e837f1000	CM10	N/A	0x12e0	Allocated
0xffffe08e80898000	MmRe	N/A	0x2220	Allocated
0xffffe08e88898000	MmRe	N/A	0x43c0	Allocated
0xffffe08e7f590000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0ce000	CM25	N/A	0x4000	Allocated
0xffff990ef7c35000	smSt	N/A	0x4020	Allocated
0xffffe08e7f67c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1ba000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb3e000	CM25	N/A	0x1000	Allocated
0xffff990ef42e2000	MiSi	N/A	0x10000	Allocated
0xffffe08e80949000	MmRe	N/A	0x6e70	Allocated
0xffffe08e8178f000	CM16	N/A	0x1000	Allocated
0xffffe08e7fb03000	CM25	N/A	0x1000	Allocated
0xffffe08e833e0000	ClfI	N/A	0x11000	Allocated
0xffffe08e81754000	CM16	N/A	0x1000	Allocated
0xffffe08e7d9b5000	MmSt	N/A	0x1000	Allocated
0xffffe08e8844c000	MmRe	N/A	0x1b30	Allocated
0xffffe08e7ff8a000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f144000	CM25	N/A	0x2000	Allocated
0xffffe08e7fac8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f606000	CM25	N/A	0x1000	Allocated
0xffffe08e7f753000	CM25	N/A	0x1000	Allocated
0xffff990ef2f03000	Cont	N/A	0x1000	Allocated
0xffffe08e800d7000	UsIc	N/A	0x2000	Allocated
0xffffe08e880d7000	MmRe	N/A	0x1cb0	Allocated
0xffff990ef2f3e000	Cont	N/A	0x1000	Allocated
0xffffe08e7fbda000	CM25	N/A	0x1000	Allocated
0xffff990ef2ec8000	Cont	N/A	0x1000	Allocated
0xffff990ef2a06000	Devi	N/A	0x1a80	Allocated
0xffffe08e7f718000	CM25	N/A	0x1000	Allocated
0xffffe08e7f256000	CM25	N/A	0x1000	Allocated
0xffffe08e80061000	CM16	N/A	0x1000	Allocated
0xffff990ef2e8d000	Cont	N/A	0x1000	Allocated
0xffff990ef2509000	Cont	N/A	0x1000	Allocated
