Volatility 3 Framework 2.28.1

Allocation	Tag	PoolType	NumberOfBytes	Status
0xffff990ef294b000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f013000	ClfI	N/A	0x41000	Allocated
0xffffe08e83bf8000	DClt	N/A	0x1000	Allocated
0xffffe08e7f997000	CM25	N/A	0x3000	Allocated
0xffffe08e7f4d5000	CM25	N/A	0x1000	Allocated
0xffffb08014340000	ConT	N/A	0x4000	Allocated
0xffffe08e7f95c000	CM25	N/A	0x1000	Allocated
0xffff990eee6af000	KiBc	N/A	0x4a60	Allocated
0xffffe08e7f49a000	CM25	N/A	0x1000	Allocated
0xffffe08e81f31000	CM16	N/A	0x1000	Allocated
0xffffe08e7d34c000	MmSt	N/A	0x1800	Allocated
0xffffe08e7fde3000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f921000	CM25	N/A	0x1000	Allocated
0xffff990ef2dd2000	Cont	N/A	0x1000	Allocated
0xffffe08e81bbc000	Obtb	N/A	0x1000	Allocated
0xffffe08e816fa000	CM16	N/A	0x1000	Allocated
0xffff990ef4f0b000	ClfC	N/A	0x1620	Allocated
0xffffe08e7c653000	Clfs	N/A	0x1000	Allocated
0xffffe08e7f5ac000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0ea000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa6e000	CM25	N/A	0x1000	Allocated
0xffff990ef2df8000	Cont	N/A	0x1000	Allocated
0xffffe08e7dde2000	MmSt	N/A	0x2f70	Allocated
0xffff990ef2474000	Devi	N/A	0x1720	Allocated
0xffffe08e811fd000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fa33000	CM25	N/A	0x2000	Allocated
0xffffe08e7f571000	CM25	N/A	0x1000	Allocated
0xffff990eeefe3000	PciB	N/A	0x12f0	Allocated
0xffff990ef2d82000	Cont	N/A	0x1000	Allocated
0xffffe08e7fef5000	Gpbm	N/A	0x1000	Allocated
0xffffe08e87ef5000	WtdJ	N/A	0x1310	Allocated
0xffff990ef2dbd000	Cont	N/A	0x1000	Allocated
0xffffe08e81684000	CM16	N/A	0x1000	Allocated
0xffffe08e833fc000	CM32	N/A	0x1000	Allocated
0xffffe08e7f19b000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb1f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f65d000	CM25	N/A	0x1000	Allocated
0xffff990ef2d47000	Cont	N/A	0x1000	Allocated
0xffffe08e7de93000	MmSt	N/A	0x1200	Allocated
0xffffe08e7d9d1000	MmSt	N/A	0x1310	Allocated
0xffff990eee65f000	MmIn	N/A	0x1c00	Allocated
0xffffe08e81770000	CM16	N/A	0x1000	Allocated
0xffffe08e7fae4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f622000	CM25	N/A	0x1000	Allocated
0xffff990ef2d0c000	Cont	N/A	0x1000	Allocated
0xffffe08e854d4000	CM32	N/A	0x1000	Allocated
0xffffe08e81735000	CM16	N/A	0x1000	Allocated
0xffffe08e7ff6b000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f5e7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f125000	CM25	N/A	0x1000	Allocated
0xffffe08e8935f000	CM32	N/A	0x1000	Allocated
0xffffe08e850fe000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f6d3000	CM25	N/A	0x1000	Allocated
0xffffe08e876d3000	WtdJ	N/A	0x1330	Allocated
0xffffe08e7f211000	CM25	N/A	0x1000	Allocated
0xffffe08e88057000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fb95000	CM25	N/A	0x1000	Allocated
0xffffe08e7df09000	MmSt	N/A	0x1130	Allocated
0xffffe08e7da47000	MmSt	N/A	0x1930	Allocated
0xffffe08e817e6000	CM16	N/A	0x2000	Allocated
0xffff990ef2cd1000	Cont	N/A	0x1000	Allocated
0xffffe08e7fb5a000	CM25	N/A	0x1000	Allocated
0xffffe08e7c27d000	MiRr	N/A	0x13f0	Allocated
0xffffb08014650000	ConT	N/A	0x3000	Allocated
0xffffe08e7f698000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1d6000	CM25	N/A	0x1000	Allocated
0xffffe08e871d6000	MmRe	N/A	0x1830	Allocated
0xffffe08e7da0c000	MmSt	N/A	0x2af0	Allocated
0xffffe08e817ab000	CM16	N/A	0x1000	Allocated
0xffff990ef4460000	MmAc	N/A	0x1000	Allocated
0xffff990ef2c96000	Cont	N/A	0x1000	Allocated
0xffff990eeea35000	EtwB	N/A	0x10000	Allocated
0xffffe08e85af8000	DClt	N/A	0x4000	Allocated
0xffffe08e7daf8000	MSum	N/A	0x1000	Allocated
0xffffe08e8be6c000	WtdJ	N/A	0x1320	Allocated
0xffffe08e7fc0b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f749000	CM25	N/A	0x1000	Allocated
0xffff990ef2c5b000	Cont	N/A	0x1000	Allocated
0xffff990ef22d7000	DxgK	N/A	0x1000	Allocated
0xffffe08e834e8000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f287000	CM25	N/A	0x1000	Allocated
0xffff990ef8610000	smSt	N/A	0x4020	Allocated
0xffff990ef2be5000	Cont	N/A	0x1000	Allocated
0xffff990ef2c20000	Cont	N/A	0x1000	Allocated
0xffffe08e7f24c000	CM25	N/A	0x2000	Allocated
0xffffe08e7fbd0000	CM25	N/A	0x1000	Allocated
0xffffe08e7f70e000	CM25	N/A	0x1000	Allocated
0xffffe08e7da82000	MmSt	N/A	0x1000	Allocated
0xffffb080145da000	ConT	N/A	0x4000	Allocated
0xffffe08e7f85b000	CM25	N/A	0x2000	Allocated
0xffffe08e835fa000	Gpbm	N/A	0x1000	Allocated
0xffffe08e83138000	CM16	N/A	0x1000	Allocated
0xffffe08e80fea000	MiRr	N/A	0x2280	Allocated
0xffffe08e81e30000	CM16	N/A	0x1000	Allocated
0xffffe08e7db94000	MmSt	N/A	0x12e0	Allocated
0xffffe08e7d6d2000	MmSt	N/A	0xc850	Allocated
0xffffe08e81471000	CM16	N/A	0x1000	Allocated
0xffffe08e7f323000	CM25	N/A	0x1000	Allocated
0xffff990ef8077000	WPCT	N/A	0x1000	Allocated
0xffffe08e8ba46000	Gcac	N/A	0x9000	Allocated
0xffffe08e7f7e5000	CM25	N/A	0x1000	Allocated
0xffffe08e7d2fc000	MmSt	N/A	0x2000	Allocated
0xffffe08e83ff4000	RvaL	N/A	0x22f0	Allocated
0xffffe08e7f8d1000	CM25	N/A	0x2000	Allocated
0xffffe08e88255000	MmRe	N/A	0x3b10	Allocated
0xffff990ef84fe000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f40f000	CM25	N/A	0x2000	Allocated
0xffffe08e831ae000	CM16	N/A	0x1000	Allocated
0xffffe08e81ea6000	CM16	N/A	0x1000	Allocated
0xffffe08e7cdff000	CM16	N/A	0x1000	Allocated
0xffffe08e80b9e000	CM16	N/A	0x1000	Allocated
0xffffe08e7f3d4000	CM25	N/A	0x1000	Allocated
0xffffe08e83173000	CM16	N/A	0x1000	Allocated
0xffffe08e7f896000	CM25	N/A	0x1000	Allocated
0xffffe08e81e6b000	CM16	N/A	0x1000	Allocated
0xffff990ef2f5a000	Cont	N/A	0x1000	Allocated
0xffff990ef25d6000	Lfsr	N/A	0x11000	Allocated
0xffffe08e7c902000	ClfI	N/A	0x11000	Allocated
0xffffe08e8c902000	ClfI	N/A	0x41000	Allocated
0xffffe08e81025000	MiRr	N/A	0x11e0	Allocated
0xffffe08e7f4c0000	CM25	N/A	0x1000	Allocated
0xffff990ef2ee4000	Cont	N/A	0x1000	Allocated
0xffffe08e81f57000	RvaL	N/A	0x27e0	Allocated
0xffffe08e7f947000	CM25	N/A	0x1000	Allocated
0xffffe08e81f1c000	CM16	N/A	0x1000	Allocated
0xffffe08e7dcbb000	MmSt	N/A	0x5000	Allocated
0xffff990ef2ea9000	Cont	N/A	0x1000	Allocated
0xffffe08e7f90c000	CM25	N/A	0x1000	Allocated
0xffff990ef62ff000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f44a000	CM25	N/A	0x1000	Allocated
0xffffe08e88290000	RvaL	N/A	0x1b60	Allocated
0xffffe08e7fdce000	Obtb	N/A	0x1000	Allocated
0xffffe08e81ee1000	CM16	N/A	0x1000	Allocated
0xffffe08e7f9f8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f536000	CM25	N/A	0x1000	Allocated
0xffffe08e87536000	CM10	N/A	0x12e0	Allocated
0xffffe08e81b0b000	CIsc	N/A	0x10b0	Allocated
0xffffe08e8a48f000	MmSt	N/A	0x60e0	Allocated
0xffffe08e80803000	MmRe	N/A	0x12a0	Allocated
0xffffe08e89187000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f4fb000	CM25	N/A	0x1000	Allocated
0xffffe08e7f9bd000	CM25	N/A	0x1000	Allocated
0xffffe08e7dd31000	MmSt	N/A	0x1000	Allocated
0xffffe08e7d86f000	MmSt	N/A	0x3e60	Allocated
0xffffe08e7f982000	CM25	N/A	0x1000	Allocated
0xffff990ef2e33000	Cont	N/A	0x1000	Allocated
0xffff990eeebd2000	EtwB	N/A	0x10000	Allocated
0xffffe08e7d9bc000	MSum	N/A	0x1000	Allocated
0xffffe08e8175b000	CM16	N/A	0x1000	Allocated
0xffffe08e81c1d000	Ggb	N/A	0x2000	Allocated
0xffffe08e7ff91000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f14b000	CM25	N/A	0x1000	Allocated
0xffffe08e8bd30000	WtdJ	N/A	0x1330	Allocated
0xffff990ef78ba000	smSt	N/A	0x1dc0	Allocated
0xffffe08e7f60d000	CM25	N/A	0x1000	Allocated
0xffffe08e8760d000	MmRe	N/A	0x2c30	Allocated
0xffffe08e7de43000	MmSt	N/A	0x1710	Allocated
0xffff990ef2cd5000	Cont	N/A	0x1000	Allocated
0xffffe08e81720000	CM16	N/A	0x1000	Allocated
0xffffe08e7fa94000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5d2000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff56000	Gpbm	N/A	0x1000	Allocated
0xffffe08e83cf5000	Gpbm	N/A	0x1000	Allocated
0xffffe08e8bcf5000	WtdJ	N/A	0x1310	Allocated
0xffffe08e87110000	MmRe	N/A	0x1050	Allocated
0xffff990ef2c9a000	Cont	N/A	0x1000	Allocated
0xffffe08e88d61000	CIcr	N/A	0x3610	Allocated
0xffffe08e7de08000	MmSt	N/A	0x1a00	Allocated
0xffffe08e7d946000	MmSt	N/A	0x44a0	Allocated
0xffffe08e7f1fc000	CM25	N/A	0x1000	Allocated
0xffff990ef864f000	smRg	N/A	0x8000	Allocated
0xffffe08e7fb80000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6be000	CM25	N/A	0x1000	Allocated
0xffffe08e817d1000	CM16	N/A	0x1000	Allocated
0xffff990ef2c24000	Cont	N/A	0x1000	Allocated
0xffffe08e8cbec000	CM19	N/A	0x4a70	Allocated
0xffff990ef2c5f000	Cont	N/A	0x1000	Allocated
0xffffe08e7f683000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1c1000	CM25	N/A	0x1000	Allocated
0xffffe08e7c268000	MiRr	N/A	0x3430	Allocated
0xffffe08e7fb45000	CM25	N/A	0x1000	Allocated
0xffff990ef2be9000	Cont	N/A	0x1000	Allocated
0xffffe08e85073000	RvaL	N/A	0x14d0	Allocated
0xffffe08e81796000	CM16	N/A	0x1000	Allocated
0xffffe08e7fb0a000	CM25	N/A	0x1000	Allocated
0xffffb080145de000	ConT	N/A	0x4000	Allocated
0xffff990ef222a000	Devi	N/A	0x4a90	Allocated
0xffffe08e80efe000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f734000	CM25	N/A	0x1000	Allocated
0xffffe08e7f272000	CM25	N/A	0x1000	Allocated
0xffffe08e83e57000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fbf6000	CM25	N/A	0x1000	Allocated
0xffffe08e81d09000	MmRe	N/A	0x2b20	Allocated
0xffffe08e7fbbb000	CM25	N/A	0x2000	Allocated
0xffffe08e7f6f9000	CM25	N/A	0x1000	Allocated
0xffffe08e8853f000	MmRe	N/A	0x30b0	Allocated
0xffffe08e83498000	MmRe	N/A	0x1db0	Allocated
0xffffe08e7f237000	CM25	N/A	0x1000	Allocated
0xffff990ef4302000	EtwB	N/A	0x10000	Allocated
0xffff990ef47ff000	MmAc	N/A	0x1000	Allocated
0xffffe08e7d5ab000	MmSt	N/A	0x2760	Allocated
0xffffe08e81cce000	fpdw	N/A	0x3430	Allocated
0xffffe08e7da6d000	MmSt	N/A	0x1000	Allocated
0xffff990ef2b73000	Cont	N/A	0x1000	Allocated
0xffff990eee912000	EtwB	N/A	0x8000	Allocated
0xffffe08e7db59000	MmSt	N/A	0x1950	Allocated
0xffffe08e818f8000	Gpbm	N/A	0x1900	Allocated
0xffffe08e7f7aa000	CM25	N/A	0x1000	Allocated
0xffffe08e7c38f000	ArbA	N/A	0x1000	Allocated
0xffffe08e83ecd000	Gpbm	N/A	0x1000	Allocated
0xffffe08e872e8000	Gpbm	N/A	0x2650	Allocated
0xffffe08e7db1e000	MSum	N/A	0x1000	Allocated
0xffffe08e7fc31000	CM17	N/A	0x3000	Allocated
0xffff990ef2f84000	Cont	N/A	0x1000	Allocated
0xffff990ef2ac2000	Cont	N/A	0x1000	Allocated
0xffffe08e885b5000	MmRe	N/A	0x2810	Allocated
0xffffe08e7f76f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f2ad000	CM25	N/A	0x2000	Allocated
0xffffe08e7dae3000	MmSt	N/A	0x2dd0	Allocated
0xffffe08e83199000	CM16	N/A	0x1000	Allocated
0xffffe08e83fdf000	fprd	N/A	0x8000	Allocated
0xffff990ef2ee8000	Cont	N/A	0x1000	Allocated
0xffffe08e81e91000	CM16	N/A	0x1000	Allocated
0xffffe08e7f881000	CM25	N/A	0x1000	Allocated
0xffff990ef2ead000	Cont	N/A	0x1000	Allocated
0xffffe08e7f3bf000	CM25	N/A	0x1000	Allocated
0xffffe08e8315e000	CM16	N/A	0x1000	Allocated
0xffffe08e81e56000	CM16	N/A	0x1000	Allocated
0xffffe08e81010000	MiRr	N/A	0x1b80	Allocated
0xffffe08e7f384000	CM25	N/A	0x2000	Allocated
0xffffe08e83123000	CM16	N/A	0x1000	Allocated
0xffffe08e7f846000	CM25	N/A	0x1000	Allocated
0xffffe08e810fc000	Obtb	N/A	0x1000	Allocated
0xffff990ef674f000	ClfB	N/A	0x21e0	Allocated
0xffffe08e890fc000	Ntf0	N/A	0x4000	Allocated
0xffffe08e7c9d9000	CM32	N/A	0x1000	Allocated
0xffffe08e8581f000	Gpbm	N/A	0x1900	Allocated
0xffffe08e7fdf4000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f932000	CM25	N/A	0x1000	Allocated
0xffffe08e836d1000	PfLB	N/A	0x8000	Allocated
0xffffe08e7f470000	CM25	N/A	0x1000	Allocated
0xffffe08e890c1000	WtdJ	N/A	0x1320	Allocated
0xffffe08e81f07000	CM16	N/A	0x1000	Allocated
0xffffe08e7fdb9000	UsI8	N/A	0x1000	Allocated
0xffffe08e7ce60000	RvaL	N/A	0x5b90	Allocated
0xffffe08e80bff000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f8f7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f435000	CM25	N/A	0x1000	Allocated
0xffffe08e81ecc000	CM16	N/A	0x1000	Allocated
0xffffe08e7dc6b000	MmSt	N/A	0x1e00	Allocated
0xffffe08e80bc4000	MmRe	N/A	0x1350	Allocated
0xffff990ef2e37000	Cont	N/A	0x1000	Allocated
0xffff990ef2975000	SMBi	N/A	0x1000	Allocated
0xffff990ef40c9000	WPLg	N/A	0x1000	Allocated
0xffffe08e7d3d3000	MmSt	N/A	0x1320	Allocated
0xffff990ef2dc1000	Cont	N/A	0x1000	Allocated
0xffffe08e7d895000	MmSt	N/A	0x1290	Allocated
0xffff990ef2dfc000	Cont	N/A	0x1000	Allocated
0xffffe08e7ca4f000	RtFo	N/A	0x1bb0	Allocated
0xffffe08e7f9a8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4e6000	CM25	N/A	0x1000	Allocated
0xffffe08e7dd1c000	MmSt	N/A	0x1000	Allocated
0xffff990eeefe7000	PciB	N/A	0x12f0	Allocated
0xffff990ef2d86000	Cont	N/A	0x1000	Allocated
0xffffe08e7f4ab000	CM25	N/A	0x1000	Allocated
0xffffe08e7f96d000	CM25	N/A	0x1000	Allocated
0xffffe08e81f42000	Obtb	N/A	0x1000	Allocated
0xffffe08e7dce1000	MmSt	N/A	0x1000	Allocated
0xffffe08e7ff1b000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa59000	CM25	N/A	0x1000	Allocated
0xffff990ef2d4b000	Cont	N/A	0x1000	Allocated
0xffffe08e883dd000	MmRe	N/A	0x43a0	Allocated
0xffffe08e7f597000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0d5000	CM25	N/A	0x1000	Allocated
0xffffe08e870d5000	MmRe	N/A	0x25e0	Allocated
0xffffe08e7ddcd000	MmSt	N/A	0x8aa0	Allocated
0xffffe08e7c603000	MmRe	N/A	0x5640	Allocated
0xffffe08e811e8000	Obtb	N/A	0x1000	Allocated
0xffff990ef2d10000	Cont	N/A	0x1000	Allocated
0xffffe08e7f55c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f09a000	CM25	N/A	0x1000	Allocated
0xffffe08e7fee0000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa1e000	CM25	N/A	0x1000	Allocated
0xffffe08e81b31000	WtdJ	N/A	0x1320	Allocated
0xffffe08e7d8d0000	MmSt	N/A	0x2be0	Allocated
0xffffe08e8540e000	MmRe	N/A	0x1300	Allocated
0xffffe08e7f9e3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f521000	CM25	N/A	0x1000	Allocated
0xffffe08e7fea5000	Uskt	N/A	0x11e0	Allocated
0xffffe08e817bc000	CM16	N/A	0x2000	Allocated
0xffffe08e7d55b000	MmSt	N/A	0x5550	Allocated
0xffffe08e80976000	BGIK	N/A	0x21000	Allocated
0xffffe08e7f1ac000	CM25	N/A	0x1000	Allocated
0xffffe08e871ac000	MmRe	N/A	0x2280	Allocated
0xffffe08e7fb30000	CM25	N/A	0x1000	Allocated
0xffffe08e7f66e000	CM25	N/A	0x1000	Allocated
0xffff990ef2d36000	Cont	N/A	0x1000	Allocated
0xffff990ef2874000	EtwB	N/A	0x1000	Allocated
0xffffe08e81781000	CM16	N/A	0x1000	Allocated
0xffffe08e80479000	MmRe	N/A	0x1bf0	Allocated
0xffffe08e7f633000	CM25	N/A	0x1000	Allocated
0xffffe08e7c218000	MiRr	N/A	0x3600	Allocated
0xffffe08e7faf5000	CM25	N/A	0x1000	Allocated
0xffffe08e87af5000	Obtb	N/A	0x1000	Allocated
0xffffe08e7de69000	MmSt	N/A	0x1920	Allocated
0xffff990ef2cfb000	Cont	N/A	0x1000	Allocated
0xffffe08e7d9a7000	MmSt	N/A	0x1000	Allocated
0xffffe08e81746000	CM16	N/A	0x1000	Allocated
0xffffe08e7d4e5000	MmSt	N/A	0x5150	Allocated
0xffffe08e83980000	RvaL	N/A	0x1660	Allocated
0xffffe08e7f71f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f25d000	CM25	N/A	0x1000	Allocated
0xffffe08e8725d000	Gpbm	N/A	0x2650	Allocated
0xffff990ef2c85000	Cont	N/A	0x1000	Allocated
0xffff990ef2cc0000	Cont	N/A	0x1000	Allocated
0xffffe08e7c78b000	RvaL	N/A	0x1000	Allocated
0xffff990ef659d000	smSt	N/A	0x2000	Allocated
0xffffe08e7f6e4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f222000	CM25	N/A	0x1000	Allocated
0xffffe08e7fba6000	CM25	N/A	0x1000	Allocated
0xffffb08014604000	ConT	N/A	0x4000	Allocated
0xffff990ef2c4a000	Cont	N/A	0x1000	Allocated
0xffffe08e809b1000	CM10	N/A	0x12e0	Allocated
0xffffe08e7da58000	MmSt	N/A	0x32a0	Allocated
0xffffe08e7fb6b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6a9000	CM25	N/A	0x1000	Allocated
0xffffe08e884ef000	RvaL	N/A	0x1330	Allocated
0xffffe08e7c28e000	MiRr	N/A	0x1270	Allocated
0xffffe08e7f1e7000	CM25	N/A	0x1000	Allocated
0xffff990ef2c0f000	Cont	N/A	0x1000	Allocated
0xffffe08e7f2d3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f795000	CM25	N/A	0x1000	Allocated
0xffffe08e7f75a000	CM25	N/A	0x1000	Allocated
0xffffe08e8c33f000	Gpbm	N/A	0x1900	Allocated
0xffffb0801458e000	ConT	N/A	0x4000	Allocated
0xffff990ef4363000	MmAc	N/A	0x1000	Allocated
0xffffe08e81d2f000	RvaL	N/A	0x3650	Allocated
0xffffe08e7fbe1000	CM25	N/A	0x1000	Allocated
0xffff990ef2bd4000	Cont	N/A	0x1000	Allocated
0xffffe08e7dbba000	MmSt	N/A	0x2e90	Allocated
0xffffe08e7d6f8000	MmSt	N/A	0x1000	Allocated
0xffffe08e7c3f0000	SeSi	N/A	0x14d0	Allocated
0xffff990ef2b99000	Cont	N/A	0x1000	Allocated
0xffffe08e7db7f000	MmSt	N/A	0x90c0	Allocated
0xffff990eee8fd000	EtwB	N/A	0x1000	Allocated
0xffffe08e7f30e000	CM25	N/A	0x1000	Allocated
0xffffe08e7db44000	MmSt	N/A	0x1e30	Allocated
0xffffe08e7f45b000	CM25	N/A	0x1000	Allocated
0xffffe08e831fa000	CM16	N/A	0x1000	Allocated
0xffff990ef2f49000	Cont	N/A	0x1000	Allocated
0xffffe08e7f91d000	CM25	N/A	0x1000	Allocated
0xffffe08e81ef2000	CM16	N/A	0x1000	Allocated
0xffffe08e7f8e2000	CM25	N/A	0x1000	Allocated
0xffff990ef2f0e000	Cont	N/A	0x1000	Allocated
0xffffe08e7f420000	CM25	N/A	0x1000	Allocated
0xffffe08e831bf000	CM16	N/A	0x1000	Allocated
0xffffe08e81eb7000	CM16	N/A	0x1000	Allocated
0xffffe08e85c56000	MmRe	N/A	0x1170	Allocated
0xffffe08e7ce10000	RvaL	N/A	0x7f10	Allocated
0xffffe08e83184000	CM16	N/A	0x1000	Allocated
0xffffe08e7f8a7000	CM25	N/A	0x2000	Allocated
0xffffe08e7f3e5000	CM25	N/A	0x1000	Allocated
0xffffe08e7f993000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4d1000	CM25	N/A	0x1000	Allocated
0xffff990ef2ed3000	Cont	N/A	0x1000	Allocated
0xffff990eeec72000	EtwB	N/A	0x20000	Allocated
0xffffe08e802dc000	Clfs	N/A	0x1000	Allocated
0xffffe08e8c9ff000	Obtb	N/A	0x1000	Allocated
0xffffb08014390000	ConT	N/A	0x4000	Allocated
0xffffe08e7f958000	CM25	N/A	0x1000	Allocated
0xffffe08e7f496000	CM25	N/A	0x1000	Allocated
0xffffe08e7dccc000	MmSt	N/A	0x2000	Allocated
0xffffe08e815a9000	Gfda	N/A	0x2ed0	Allocated
0xffff990ef2e98000	Cont	N/A	0x1000	Allocated
0xffffe08e81f2d000	CM16	N/A	0x1000	Allocated
0xffffe08e7c502000	SeSi	N/A	0x46000	Allocated
0xffff990ef45ec000	ClfB	N/A	0x21e0	Allocated
0xffffe08e7f0c0000	CM25	N/A	0x1000	Allocated
0xffffe08e7ddb8000	MmSt	N/A	0x3200	Allocated
0xffff990ef2e22000	Cont	N/A	0x1000	Allocated
0xffffe08e81695000	CM16	N/A	0x1000	Allocated
0xffffe08e7fecb000	Gpbm	N/A	0x1000	Allocated
0xffff990ef2e5d000	Cont	N/A	0x1000	Allocated
0xffffe08e7fa09000	CM25	N/A	0x1000	Allocated
0xffffe08e7f547000	CM25	N/A	0x1000	Allocated
0xffffe08e7f085000	CM25	N/A	0x2000	Allocated
0xffff990ef40ef000	MmAc	N/A	0x1000	Allocated
0xffffe08e7d8bb000	MmSt	N/A	0x1840	Allocated
0xffff990ef2de7000	Cont	N/A	0x1000	Allocated
0xffffe08e7cf37000	ClfI	N/A	0x11000	Allocated
0xffffe08e7f50c000	CM25	N/A	0x1000	Allocated
0xffff990eee6ff000	ExSa	N/A	0x1000	Allocated
0xffffe08e8750c000	RvaL	N/A	0x2110	Allocated
0xffffe08e7f9ce000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff7c000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7faba000	CM25	N/A	0x1000	Allocated
0xffffe08e83859000	Obtb	N/A	0x1000	Allocated
0xffff990ef2dac000	Cont	N/A	0x1000	Allocated
0xffffe08e7f5f8000	CM25	N/A	0x1000	Allocated
0xffffe08e83397000	Ntf0	N/A	0x4000	Allocated
0xffffe08e7f136000	CM25	N/A	0x1000	Allocated
0xffffe08e87136000	Gpbm	N/A	0x1680	Allocated
0xffffe08e8170b000	CM16	N/A	0x2000	Allocated
0xffffe08e7de2e000	MmSt	N/A	0x2e70	Allocated
0xffffe08e7ff41000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f0fb000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa7f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5bd000	CM25	N/A	0x1000	Allocated
0xffffe08e816d0000	CM16	N/A	0x1000	Allocated
0xffff990ef4079000	FxLg	N/A	0x3000	Allocated
0xffffe08e7fa44000	CM25	N/A	0x1000	Allocated
0xffffe08e837e3000	CM26	N/A	0x3000	Allocated
0xffffe08e7f582000	CM25	N/A	0x1000	Allocated
0xffff990eeefd2000	WPLg	N/A	0x10b0	Allocated
0xffff990ef2d71000	Cont	N/A	0x1000	Allocated
0xffffe08e7ff06000	Gpbm	N/A	0x1000	Allocated
0xffffe08e80cdf000	Wnf	N/A	0x1010	Allocated
0xffffe08e7f9d7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f515000	CM25	N/A	0x1000	Allocated
0xffffe08e81aea000	CIsc	N/A	0x54e0	Allocated
0xffff990ef2a59000	FxLg	N/A	0x1000	Allocated
0xffffe08e7c581000	MmRe	N/A	0x4ce0	Allocated
0xffffe08e81628000	MmRe	N/A	0x1310	Allocated
0xffffe08e7f99c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4da000	CM25	N/A	0x1000	Allocated
0xffffe08e88320000	MmRe	N/A	0x10d0	Allocated
0xffff990ef2ea5000	Cont	N/A	0x1000	Allocated
0xffff990ef29e3000	FxLg	N/A	0x1000	Allocated
0xffff990ef2ee0000	Cont	N/A	0x1000	Allocated
0xffffe08e7ceca000	MmRe	N/A	0x1530	Allocated
0xffffe08e7f961000	CM25	N/A	0x3000	Allocated
0xffffe08e7d93a000	MmSt	N/A	0x4270	Allocated
0xffff990ef758d000	PfEL	N/A	0x6000	Allocated
0xffffe08e8593a000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f58b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0c9000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff0f000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa4d000	CM25	N/A	0x1000	Allocated
0xffff990ef2e2f000	Cont	N/A	0x1000	Allocated
0xffffe08e7cf7b000	ClfI	N/A	0x11000	Allocated
0xffffe08e858ff000	Obtb	N/A	0x1000	Allocated
0xffffe08e8169e000	CM16	N/A	0x1000	Allocated
0xffffe08e7fed4000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa12000	CM25	N/A	0x1000	Allocated
0xffffe08e80858000	fpct	N/A	0x1500	Allocated
0xffffe08e7f550000	CM25	N/A	0x1000	Allocated
0xffffe08e7f63c000	CM25	N/A	0x1000	Allocated
0xffffe08e7fafe000	CM25	N/A	0x1000	Allocated
