Volatility 3 Framework 2.28.1

Index	Address	Module	Symbol
488	0xf804a82fc0d0	ntoskrnl	NtOpenEventPair
488	0xf804a82fc0d0	ntoskrnl	NtSetHighEventPair
488	0xf804a82fc0d0	ntoskrnl	NtSetHighWaitLowEventPair
488	0xf804a82fc0d0	ntoskrnl	NtSetLowEventPair
488	0xf804a82fc0d0	ntoskrnl	NtSetLowWaitHighEventPair
488	0xf804a82fc0d0	ntoskrnl	NtVdmControl
488	0xf804a82fc0d0	ntoskrnl	NtWaitHighEventPair
488	0xf804a82fc0d0	ntoskrnl	NtWaitLowEventPair
488	0xf804a82fc0d0	ntoskrnl	PsNotifyWriteToExecutableMemory
488	0xf804a82fc0d0	ntoskrnl	SeAdjustObjectSecurity
488	0xf804a82fc0d0	ntoskrnl	xHalIommuMapDevice
488	0xf804a82fc0d0	ntoskrnl	xHalLoadMicrocode
488	0xf804a82fc0d0	ntoskrnl	xHalPostMicrocodeUpdate
488	0xf804a82fc0d0	ntoskrnl	xHalUnloadMicrocode
