Volatility 3 Framework 2.28.1

Offset	Name
0xc08ead898d80	\Program Files (x86)\Microsoft Office\root\Office16\lynchtmlconv.exe
0xc08ead899680	\Windows\System32\winevt\Logs\Microsoft-Windows-LanguagePackSetup%4Operational.evtx
0xc08ead89a580	\$MapAttributeValue
0xc08ead89fef0	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioProR_Grace-ul-oob.xrm-ms
0xc08ead8a0bd0	\Program Files (x86)\Microsoft Office\root\Licenses16\ProfessionalPipcR_Grace-ul-oob.xrm-ms
0xc08ead8a5080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\mfc140u.dll
0xc08ead8a5230	\Program Files (x86)\Microsoft Office\root\Licenses16\Outlook2019R_Retail-pl.xrm-ms
0xc08ead8c3ef0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\EQUATION\concrt140.dll
0xc08ead8cc220	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX64\Microsoft Office\Office16\api-ms-win-core-file-l1-2-0.dll
0xc08ead8ce580	\Windows\System32\AssignedAccessManager.dll
0xc08ead8da080	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{B075410D-533B-4770-B7F9-0D14D1EFBBF4}\gpt.ini
0xc08ead8e9aa0	\$MapAttributeValue
0xc08ead8ecef0	\ProgramData\USOShared\Logs\UpdateSessionOrchestration.049.etl
0xc08ead8eec00	\$MapAttributeValue
0xc08ead8ff580	\Windows\SysWOW64\netutils.dll
0xc08ead906d60	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis Services\AS OLEDB\140\Resources\1033\msolui.rll
0xc08ead906ef0	\Program Files (x86)\Microsoft Office\root\vreg\outlookmui.msi.16.en-us.vreg.dat
0xc08ead907e30	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.16299.245_none_16ec1d963212a637\wcp.dll
0xc08ead908ef0	\Program Files (x86)\Microsoft Office\root\Office16\api-ms-win-crt-filesystem-l1-1-0.dll
0xc08ead91fef0	\MsFteWds
0xc08ead92dc80	\Program Files (x86)\Microsoft Office\root\Licenses16\HomeStudentVNextR_Trial-ul-oob.xrm-ms
0xc08ead933080	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_ConsumerSub_Bypass30-ul-oob.xrm-ms
0xc08ead936ce0	\Windows\Fonts\segoeuisl.ttf
0xc08ead96fef0	\Windows\SysWOW64\mskeyprotect.dll
0xc08ead971ca0	\Program Files (x86)\Microsoft Office\root\Office16\mscss7wre_en.dub
0xc08ead972ce0	\ma_5bd9fa52-9d71-e8fd-20b0-306ab91d3db1_2392.0000000003113FE0_1257180584
0xc08ead977410	\Program Files (x86)\Microsoft Office\root\Office16\protocolhandler.exe
0xc08ead97c700	\$MapAttributeValue
0xc08ead98bc00	\$Directory
0xc08ead98d340	\Windows\SysWOW64\oleacc.dll
0xc08ead990580	\$MftMirr
0xc08ead9923e0	\$MapAttributeValue
0xc08ead9931f0	\$Directory
0xc08ead995890	\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe
0xc08ead9979f0	\$Directory
0xc08ead999320	\$Directory
0xc08ead9999d0	\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\CortanaApi.dll
0xc08ead99b1f0	\$MapAttributeValue
0xc08ead9a3640	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.16299.125_none_d02560fb5f387566\comctl32.dll
0xc08ead9a5060	\$MapAttributeValue
0xc08ead9a93f0	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvc.dll
0xc08ead9aa210	\Windows\System32\smartscreenps.dll
0xc08ead9ab5e0	\Program Files (x86)\Microsoft Office\root\Office16\1033\ORGCINTL.DLL
0xc08ead9ad080	\Windows\SysWOW64\ntdll.dll
0xc08ead9afef0	\Windows\SysWOW64\Wpc.dll
0xc08ead9b23f0	\Program Files (x86)\Microsoft Office\root\Office16\sdxs\FA000000067\app.json
0xc08ead9b2580	\Program Files (x86)\Microsoft Office\root\Office16\PSTPRX32.DLL
0xc08ead9b9930	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Filters\msvcp140.dll
0xc08ead9ba1f0	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_317897ab\Report.wer.tmp
0xc08ead9c1be0	\ProgramData\USOShared\Logs\UpdateSessionOrchestration.034.etl
0xc08ead9c24d0	\Windows\System32\en-US\msdtc.exe.mui
0xc08ead9c66c0	\Program Files (x86)\Microsoft Office\root\Licenses16\ProPlus2019MSDNR_Retail-pl.xrm-ms
0xc08ead9c69d0	\Windows\System32\DriverStore\FileRepository\netathr10x.inf_amd64_9ef98e989e52e32c\netathr10x.inf
0xc08ead9d0890	\Program Files (x86)\Microsoft Office\root\Licenses16\O365BusinessR_SubTrial-ul-oob.xrm-ms
0xc08ead9d83d0	\$MapAttributeValue
0xc08ead9da4b0	\Windows\System32\drivers\ksecdd.sys
0xc08ead9e01f0	\$MapAttributeValue
0xc08ead9e1ca0	\Windows\assembly\NativeImages_v4.0.30319_32\mscorlib\72386a8a932ad2fd737cf604277c4a85\mscorlib.ni.dll
0xc08ead9f12c0	\Windows\SysWOW64\msimtf.dll
0xc08ead9f14f0	\Windows\SysWOW64\DWrite.dll
0xc08ead9f5ad0	\Windows\System32\en-US\wer.dll.mui
0xc08eada006b0	\Windows\System32\sxssrv.dll
0xc08eada01260	\Program Files (x86)\Microsoft Office\root\Licenses16\PublisherR_Trial-pl.xrm-ms
0xc08eada02d40	\Windows\System32\dcomp.dll
0xc08eada074b0	\Windows\System32
0xc08eada14330	\Program Files (x86)\Microsoft Office\root\Licenses16\PowerPoint2019R_Trial-ul-oob.xrm-ms
0xc08eada211b0	\Windows\System32\wininitext.dll
0xc08eada59590	\Windows\System32\userenv.dll
0xc08eada61d80	\Windows\System32\twinui.dll
0xc08eada6d740	\Sessions\1\AppContainerNamedObjects
0xc08eada715c0	\Windows\System32\sspicli.dll
0xc08eada72df0	\Windows\System32\netjoin.dll
0xc08eada80a10	\$Directory
0xc08eada8aaf0	\Windows\System32\csrss.exe
0xc08eada8ac80	\Windows\System32
0xc08eada91080	\Windows\WinSxS\Temp\PendingRenames\ef8600aac4a9d70122000000dc4a3448.Cleanup.xml
0xc08eada93520	\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe
0xc08eadaafef0	\Windows\System32\cdd.dll
0xc08eadab5490	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{47a6a17a-a514-11e7-a94e-ec0d9a05c860}.TM
0xc08eadabe390	\Windows\System32\en-US\user32.dll.mui
0xc08eadac0ef0	\Windows\System32\en-US\user32.dll.mui
0xc08eadac5e50	\$MapAttributeValue
0xc08eadacfad0	\$Directory
0xc08eadad2bd0	\Windows\SysWOW64\ncryptsslp.dll
0xc08eadadb280	\Windows\System32\adhsvc.dll
0xc08eadae0060	\$MapAttributeValue
0xc08eadae5ef0	\$ConvertToNonresident
0xc08eadae8ac0	\Windows\System32\winlogon.exe
0xc08eadaeb750	\Windows\Temp\MpCmdRun.log
0xc08eadaeedb0	\Endpoint
0xc08eadafb9c0	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_202109081801559811292000345B0.xml
0xc08eadafe3d0	\InitShutdown
0xc08eadafeef0	\InitShutdown
0xc08eadb00810	\InitShutdown
0xc08eadb03d60	\Windows\System32\sxs.dll
0xc08eadb03ef0	\Windows\System32\en-US\user32.dll.mui
0xc08eadb0ae90	\Windows\System32\winsta.dll
0xc08eadb0c8a0	\Windows\System32
0xc08eadb19740	\Windows\System32
0xc08eadb1bef0	\$Directory
0xc08eadb1c890	\Windows\System32\msdtctm.dll
0xc08eadb1d180	\$Directory
0xc08eadb21660	\$Directory
0xc08eadb21c80	\$MapAttributeValue
0xc08eadb2fca0	\Windows\System32\services.exe
0xc08eadb30440	\$Directory
0xc08eadb318c0	\Windows\System32\BioCredProv.dll
0xc08eadb34c70	\Windows\System32\lsass.exe
0xc08eadb3e690	\Windows\System32\EventAggregation.dll
0xc08eadb48ad0	\Windows\System32
0xc08eadb4a080	\Windows\System32\lsasrv.dll
0xc08eadb4aef0	\Windows\System32\ncrypt.dll
0xc08eadb4b080	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioProDemoR_BypassTrial180-ul-oob.xrm-ms
0xc08eadb4eef0	\Windows\System32\samsrv.dll
0xc08eadb4fef0	\Windows\System32\config\SECURITY
0xc08eadb60080	\Windows\System32\ntasn1.dll
0xc08eadb60230	\Windows\System32\config\RegBack\SECURITY
0xc08eadb60770	\Windows\System32\config\SECURITY.LOG1
0xc08eadb62080	\CMApi
0xc08eadb63080	\Windows\System32\bcrypt.dll
0xc08eadb65ef0	\Windows\System32\devobj.dll
0xc08eadb66e60	\Windows\System32\cryptdll.dll
0xc08eadb67220	\Windows\System32\cryptbase.dll
0xc08eadb68c80	\Windows\System32\msprivs.dll
0xc08eadb6bef0	\Windows\System32\cryptsp.dll
0xc08eadb6c250	\Windows\System32\netprovfw.dll
0xc08eadb6d2a0	\Windows\System32\negoexts.dll
0xc08eadb75df0	\Windows\System32\kerberos.dll
0xc08eadb76080	\Windows\System32\en-US\winnlsres.dll.mui
0xc08eadb79080	\Windows\servicing\wrpintapi.dll
0xc08eadb7cef0	\Windows\System32\config\SECURITY.LOG2
0xc08eadb7e620	\Windows\System32\KerbClientShared.dll
0xc08eadb83080	\Windows\System32\gmsaclient.dll
0xc08eadb833b0	\Windows\System32\msv1_0.dll
0xc08eadb83ef0	\Windows\System32\dnsapi.dll
0xc08eadb844e0	\Windows\System32\TaskSchdPS.dll
0xc08eadb84670	\Windows\System32\ncryptprov.dll
0xc08eadb88ef0	\Windows\System32\NtlmShared.dll
0xc08eadb8c2a0	\Windows\System32\pku2u.dll
0xc08eadb8d210	\Windows\System32\TSpkg.dll
0xc08eadb8eef0	\Windows\System32\UIAnimation.dll
0xc08eadb927b0	\Windows\System32\mswsock.dll
0xc08eadb93080	\Windows\security\database\secedit.jfm
0xc08eadb94e60	\Windows\debug\PASSWD.LOG
0xc08eadb952f0	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx
0xc08eadb986e0	\Windows\System32\IPHLPAPI.DLL
0xc08eadb9a1a0	\Windows\System32\cloudAP.dll
0xc08eadb9b1f0	\Windows\System32\netutils.dll
0xc08eadb9b380	\Windows\System32\netlogon.dll
0xc08eadb9c570	\Windows\System32\cryptxml.dll
0xc08eadba2ef0	\CMNotify
0xc08eadba6ef0	\$Directory
0xc08eadba7620	\$Directory
0xc08eadbaeef0	\Windows\System32\vss_ps.dll
0xc08eadbaf5a0	\$MapAttributeValue
0xc08eadbb07b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx
0xc08eadbb43d0	\Windows\System32\webservices.dll
0xc08eadbb7230	\Program Files\Common Files\microsoft shared\ClickToRun\vcruntime140.dll
0xc08eadbb9940	\Windows\Globalization\Sorting\SortDefault.nls
0xc08eadbbb2b0	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_cc467d07\Report.wer.tmp
0xc08eadbbe7f0	\Windows\System32\dpapi.dll
0xc08eadbbf460	\$MapAttributeValue
0xc08eadbc0cb0	\Windows\System32\MicrosoftAccountCloudAP.dll
0xc08eadbc5260	\CMNotify
0xc08eadbd0500	\Windows\System32\wdigest.dll
0xc08eadbd0710	\ntsvcs
0xc08eadbd09f0	\Windows\System32\schannel.dll
0xc08eadbd26d0	\Windows\System32\C_28591.NLS
0xc08eadbdb6e0	\lsass
0xc08eadbe0ef0	\Program Files (x86)\Microsoft Office\root\vfs\SystemX86\MSCOMCTL.OCX
0xc08eadbe4ef0	\$Directory
0xc08eadbe5d00	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\Machine\Preferences\Services\Services.xml
0xc08eadbe5ef0	\ProgramData\McAfee\Agent\DB\ma.db
0xc08eadbeb360	\Windows\System32\efslsaext.dll
0xc08eadbed060	\Windows\System32\config\SAM.LOG1
0xc08eadbefa20	\Windows\WinSxS\Temp\PendingRenames\9fb0e8a9c4a9d7010d000000dc4a3448.Specialize.xml
0xc08eadbf2630	\Windows\System32\dpapisrv.dll
0xc08eadbf5480	\Windows\System32\rsaenh.dll
0xc08eadbf7ef0	\Windows\System32\sspisrv.dll
0xc08eadbf9b20	\Windows\System32\fwbase.dll
0xc08eadbfca50	\ntsvcs
0xc08eadbfcef0	\Windows\System32\config\RegBack\SAM
0xc08eadbff6c0	\ntsvcs
0xc08eadc37080	\SwDevice
0xc08eadc378d0	\ma_d5599bbe-4623-46a0-98a0-fa5e985813e2_F4800000002EFEB9
0xc08eadc38730	\Program Files (x86)\Microsoft Office\root\Office16\1033\PROTOCOLHANDLERINTL.DLL
0xc08eadc38cd0	\$Directory
0xc08eadc3cac0	\Windows\System32\drivers\dfsc.sys
0xc08eadc3e8d0	\Windows\System32\StorageUsage.dll
0xc08eadc446b0	\Windows\SysWOW64\msfeeds.dll
0xc08eadc44ef0	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat
0xc08eadc4a800	\Windows\System32\config\SOFTWARE
0xc08eadc4ce10	\Windows\System32\radardt.dll
0xc08eadc4f560	\Program Files\Common Files\microsoft shared\ClickToRun\Updates\16.0.14326.20238\OfficeClickToRun.exe
0xc08eadc4fef0	\Windows\servicing\CbsApi.dll
0xc08eadc50ef0	\$MapAttributeValue
0xc08eadc517a0	\$MapAttributeValue
0xc08eadc53ef0	\$MapAttributeValue
0xc08eadc54d60	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0xc08eadc54ef0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0xc08eadc5dac0	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioPro2019R_Retail-ul-phn.xrm-ms
0xc08eadc5fcc0	\$Directory
0xc08eadc62970	\$MapAttributeValue
0xc08eadc6aef0	\Windows\System32\DriverStore\FileRepository\netwlv64.inf_amd64_0b9818131664d91e\netwlv64.inf
0xc08eadc6f580	\Program Files (x86)\Microsoft Office\root\Office16\ocimport.dll
0xc08eadc7f250	\$Directory
0xc08eadc80d30	\$BitMap
0xc08eadc8a580	\Program Files (x86)\Microsoft Office\root\Office16\mset7tkjp.dll
0xc08eadc8bef0	\$MapAttributeValue
0xc08eadc8c080	\Windows\SysWOW64\oleaut32.dll
0xc08eadc8d610	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_6b618f28\Report.wer.tmp
0xc08eadc8f360	\Program Files (x86)\Microsoft Office\root\Licenses16\MondoR_Grace-ul-oob.xrm-ms
0xc08eadc8fd60	\Windows\System32\en-US\winnlsres.dll.mui
0xc08eadc92300	\$Directory
0xc08eadc95b70	\$Directory
0xc08eadc95d00	\$Directory
0xc08eadc98490	\Program Files (x86)\Microsoft Office\root\Licenses16\HomeBusiness2019R_OEM_Perp3-ul-phn.xrm-ms
0xc08eadc9ebf0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Filters\api-ms-win-crt-private-l1-1-0.dll
0xc08eadcaead0	\Windows\Fonts\micross.ttf
0xc08eadcaeef0	\Windows\SysWOW64\msftedit.dll
0xc08eadcb3c00	\$MapAttributeValue
0xc08eadcc24c0	\Windows\SysWOW64\dsound.dll
0xc08eadcc3c80	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtx
0xc08eadcc8ae0	\$MapAttributeValue
0xc08eadcc90b0	鄈귌삎￿鄈귌삎￿
0xc08eadcd3ef0	\Program Files (x86)\Microsoft Office\root\Office16\OLKFSTUB.DLL
0xc08eadcd7b50	\Program Files (x86)\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-0000-0000000FF1CE}\ohub32.exe
0xc08eadce90b0	鄈귎삎￿鄈귎삎￿
0xc08eadceeca0	\Program Files (x86)\Microsoft Office\root\Office16\SkypeSrv\SFBAPPSDK.DLL
0xc08eadcf1080	\Windows\System32\wininet.dll
0xc08eadcf8080	\$Directory
0xc08eadcfaef0	\$MapAttributeValue
0xc08eadcfc080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\ACETXT.DLL
0xc08eadcfc0b0	섈귏삎￿섈귏삎￿
0xc08eadd00080	\Windows\System32\appraiser.dll
0xc08eadd15210	\ProgramData\USOPrivate\UpdateStore\updatestore4df22196-a1f2-426c-aa27-062a9f86aba6.xml
0xc08eadd18d90	\Program Files (x86)\Microsoft Office\root\Client\api-ms-win-core-xstate-l2-1-0.dll
0xc08eadd1cb50	\Windows\System32\auditcse.dll
0xc08eadd1ec70	\Windows\SysWOW64\ntmarta.dll
0xc08eadd25120	\Windows\System32\DeviceCredential.dll
0xc08eadd28ef0	\Windows\System32\cryptnet.dll
0xc08eadd2a420	\$MapAttributeValue
0xc08eadd2d060	\$MapAttributeValue
0xc08eadd2da70	\$MapAttributeValue
0xc08eadd31c80	\Program Files (x86)\Microsoft Office\root\Office16\ODBC Drivers\Salesforce\lib\OpenSSL32.DllA\libssl-1_1.dll
0xc08eadd33ef0	\$MapAttributeValue
0xc08eadd35a30	\Windows\System32\UsoClient.exe
0xc08eadd4b080	\Program Files\McAfee\Agent\x86\ma_udp_client.dll
0xc08eadd509b0	\Program Files\McAfee\Agent\x86\McScript_InUse.exe
0xc08eadd558b0	\$MapAttributeValue
0xc08eadd56410	\$Directory
0xc08eadd56740	\Windows\System32\adtschema.dll
0xc08eadd58260	\$MapAttributeValue
0xc08eadd60b10	\Program Files (x86)\McAfee\VirusScan Enterprise\vsodscpl.dll
0xc08eadd6eef0	\Program Files (x86)\Microsoft Office\root\rsodWoW6432\outlookmui.msi.16.en-us.tree.dat
0xc08eadd7c060	\$MapAttributeValue
0xc08eadd7ccd0	\Windows\security\database\edb.log
0xc08eadd806b0	\$Directory
0xc08eadd82850	\Windows\System32\ShellCommonCommonProxyStub.dll
0xc08eadd82ef0	\Program Files (x86)\McAfee\VirusScan Enterprise\shutil.dll
0xc08eadd84ac0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\DataModel\tmcachemgr_xl.dll
0xc08eadd864c0	\Users\mhill\Favorites\desktop.ini
0xc08eadd87a30	\Windows\SysWOW64\vcruntime140.dll
0xc08eadd8c660	燐寫꾈￿⣈怽꾈￿燠
0xc08eadd8e760	\Program Files (x86)\Microsoft Office\root\Licenses16\SkypeServiceBypassR_PrepidBypass-ppd.xrm-ms
0xc08eadd8e8f0	\Program Files (x86)\Microsoft Office\root\Licenses16\SkypeforBusinessVL_MAK-ppd.xrm-ms
0xc08eadd8eac0	\Program Files (x86)\Microsoft Office\root\Licenses16\StandardMSDNR_Retail-ul-oob.xrm-ms
0xc08eadd8f330	\$Directory
0xc08eadd921d0	\$MapAttributeValue
0xc08eadd96360	\$MapAttributeValue
0xc08eadda16e0	\Program Files (x86)\McAfee\VirusScan Enterprise\graphics.dll
0xc08eadda1b60	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\PowerPivot Excel Add-in\Microsoft.AnalysisServices.Excel.BackEnd.dll
0xc08eadda2ef0	\$MapAttributeValue
0xc08eadda6550	\$Directory
0xc08eadda9180	\Windows\System32\tzres.dll
0xc08eaddabe50	\Windows\SysWOW64\MfeOtlkAddin.dll
0xc08eaddac3d0	\$Directory
0xc08eaddac640	\$MapAttributeValue
0xc08eaddb1310	\Windows\WinSxS\FileMaps\program_files_windows_defender_advanced_threat_protection_096829c909d5eb56.cdf-ms
0xc08eaddbfac0	\$MapAttributeValue
0xc08eaddc4a70	\Program Files (x86)\Microsoft Office\root\vfs\Windows\Installer\{90160000-001F-040C-0000-0000000FF1CE}\misc.exe
0xc08eaddc5ef0	\Windows\System32\shell32.dll
0xc08eaddc6ef0	\Windows\SysWOW64\propsys.dll
0xc08eaddc7580	\Program Files (x86)\Microsoft Office\root\Licenses16\ExcelVL_KMS_Client-ul.xrm-ms
0xc08eaddcfde0	\Program Files (x86)\Microsoft Office\root\vreg\lync.x-none.msi.16.x-none.vreg.dat
0xc08eaddd8080	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0xc08eaddd8230	\CMNotify
0xc08eaddd9ce0	\Program Files (x86)\Microsoft Office\root\Office16\MSIPC\th\msipc.dll.mui
0xc08eaddd9ef0	\Program Files (x86)\Microsoft Office\root\Licenses16\SkypeforBusiness2019VL_MAK_AE-pl.xrm-ms
0xc08eadddc310	\Windows\System32\FamilySafetyExt.dll
0xc08eadddc480	\$MapAttributeValue
0xc08eadde33b0	\Windows\SysWOW64\d2d1.dll
0xc08eadde4210	\Program Files (x86)\Microsoft Office\root\Office16\1033\SKYPEFB_BASIC.HXS
0xc08eadde4430	\Program Files (x86)\Microsoft Office\root\Office16\mscss7fr.dll
0xc08eaddf0500	\Windows\System32\webservices.dll
0xc08eaddf4df0	\Program Files (x86)\Microsoft Office\root\Licenses16\StandardR_Trial-pl.xrm-ms
0xc08eaddfaa30	\$MapAttributeValue
0xc08eaddfb4c0	\Program Files (x86)\Microsoft Office\root\Client\vccorlib140.dll
0xc08eaddfcd60	\Program Files (x86)\Microsoft Office\root\Client\ucrtbase.dll
0xc08eade24080	\Program Files (x86)\Common Files\McAfee\SystemCore\mfevtpa.dll
0xc08eade2eb40	\Program Files\McAfee\Agent\x86\ma_client.dll
0xc08eade4e580	\$Directory
0xc08eade50320	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{3AED11CF-0291-4915-AA85-E95C65F7EA88}\Machine\Microsoft\Windows NT\SecEdit\GptTmpl.inf
0xc08eade564c0	\Windows\System32\usocore.dll
0xc08eade58d60	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0xc08eade5c450	\Windows\System32\qmgr.dll
0xc08eade5c8c0	\Program Files (x86)\Microsoft Office\root\Licenses16\SkypeforBusinessVL_MAK-ul-phn.xrm-ms
0xc08eade5ca50	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\Microsoft.Mashup.Client.Excel.Themes.dll
0xc08eade61580	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\8A9510437CB4EEB09F4B3AC2BC980E19
0xc08eade622c0	\Program Files\McAfee\Agent\x86\ma_variant.dll
0xc08eade6a440	\$MapAttributeValue
0xc08eade72ef0	\Windows\System32\RuntimeBroker.exe
0xc08eade7ab00	\$MapAttributeValue
0xc08eade85080	\Program Files (x86)\Microsoft Office\root\rsodWoW6432\lyncmui.msi.16.en-us.tree.dat
0xc08eade94700	\Windows\System32\LogFiles\WMI\LwtNetLog.etl
0xc08eade96ef0	\$MapAttributeValue
0xc08eade9c080	\$Directory
0xc08eade9def0	\$MapAttributeValue
0xc08eadeafb40	\Program Files (x86)\Microsoft Office\root\Client\AppVLP.exe
0xc08eadeb43c0	\ProgramData\USOShared\Logs\NotificationUxBroker.047.etl
0xc08eadeb4a80	\$MapAttributeValue
0xc08eadebaae0	\Windows\System32\wbem\ntevt.dll
0xc08eadebea40	\Program Files (x86)\Microsoft Office\root\Licenses16\ProjectProVL_KMS_Client-ul.xrm-ms
0xc08eadebebd0	\Program Files (x86)\Microsoft Office\root\Office16\MSOSREC.EXE
0xc08eadebed80	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\mashupcompression.dll
0xc08eadec2080	\Windows\SysWOW64\msv1_0.dll
0xc08eadec5810	\$MapAttributeValue
0xc08eadec5b10	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.16299.125_none_88782a244abc4c60
0xc08eadecf080	\Windows\System32\en-US\wscapi.dll.mui
0xc08eaded05f0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\MSOXEV.DLL
0xc08eadeeb080	\$Directory
0xc08eadeeb620	\Program Files\Common Files\microsoft shared\ClickToRun\Updates\16.0.13628.20448\vcruntime140_1.dll
0xc08eadefee10	\$MapAttributeValue
0xc08eadf05080	\Program Files (x86)\Microsoft Office\root\Licenses16\Excel2019R_Retail-pl.xrm-ms
0xc08eadf05840	\$Directory
0xc08eadf10cc0	\Windows\Logs\WindowsUpdate\WindowsUpdate.20210915.200056.066.1.etl
0xc08eadf15ef0	\Program Files (x86)\McAfee\VirusScan Enterprise\x64\wmain.dll
0xc08eadf16560	\$Directory
0xc08eadf16b50	\Endpoint
0xc08eadf1d920	\$Directory
0xc08eadf57ef0	\ProgramData\McAfee\Agent\logs\McScript.log
0xc08eadf58a90	\Program Files (x86)\Microsoft Office\root\vfs\Windows\Installer\{90160000-000F-0000-0000-0000000FF1CE}\grv_icons.exe
0xc08eadf5aef0	\Program Files (x86)\Microsoft Office\root\Licenses16\VisioStdCO365R_Subscription-ul-oob.xrm-ms
0xc08eadf5c080	\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx
0xc08eadf5c0b0	섈귵삎￿섈귵삎￿
0xc08eadf60460	\ProgramData\Microsoft\Windows\Caches\{8E3D906C-D750-40BD-8F90-54B1961FAAED}.2.ver0x0000000000000003.db
0xc08eadf74b10	\$Secure:$SDS:$DATA
0xc08eadf77470	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_202108301711541799189000345A4.xml
0xc08eadf80ef0	\$Directory
0xc08eadf8b080	\Program Files (x86)\Microsoft Office\root\Office16\OUTLVBS.DLL
0xc08eadf90d00	\$Directory
0xc08eadf95ac0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\DataModel\Microsoft.Excel.Amo.dll
0xc08eadf971d0	\$MapAttributeValue
0xc08eadfa0580	\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.16299.245_none_16ec1d963212a637\dpx.dll
0xc08eadfb2080	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\EduWorks Data Streamer Add-In\Microsoft.DataStreamer.Views.dll
0xc08eadfbc460	\ProgramData\McAfee\Agent\AgentEvents\Upload\mc_20210826170208792698200033F40.xml
0xc08eadfc2b50	\Windows\System32\advapi32.dll
0xc08eadfc8080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\Smart Tag\FPERSON.DLL
0xc08eadfca400	\$MapAttributeValue
0xc08eadfcc150	\CMNotify
0xc08eadfd4aa0	\$MapAttributeValue
0xc08eadfd9630	\Program Files\McAfee\Agent\x86\cryptocme.dll
0xc08eadfdbb50	\Program Files (x86)\Microsoft Office\root\Licenses16\O365SmallBusPremDemoR_BypassTrial365-ul-oob.xrm-ms
0xc08eadfe0ef0	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\Microsoft.Mashup.EventSource.dll
0xc08eadfe9ef0	\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_svchost.exe_DoSv_72a9d71b8798482d9251a726b32e74b9f19b17_db587682_c23f8f65\Report.wer.tmp
0xc08eadfea580	\$MapAttributeValue
