Volatility 3 Framework 2.28.1

Task Name	Principal ID	Display Name	Enabled	Creation Time	Last Run Time	Last Successful Run Time	Trigger Type	Trigger Description	Action Type	Action	Action Arguments	Action Context	Working Directory	Key Name
UserTask	InteractiveUsers	-	True	2021-02-03 15:52:44.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 15:52:44.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-User Device Registration/Admin"><Select Path="Microsoft-Windows-User Device Registration/Admin">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=300]]</Select></Query></QueryList>, Queries: []	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	USER	InteractiveUsers	N/A	{5B3610B8-EB8F-483D-9D5D-EFB6075BE647}
SilentCleanup	Authenticated Users	-	-	2021-02-03 06:15:02.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 06:15:14.000000 UTC	-	-	Exe	%windir%\system32\cleanmgr.exe	/autoclean /d %systemdrive%	Authenticated Users	-	{5C020530-D866-421B-B15E-7EB9C7FA4D3B}
MNO Metadata Parser	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Event	Event trigger: Subscription: <QueryList>
            <Query Id='1'>
            <Select Path='Microsoft-Windows-DeviceSetupManager/Operational'>*[System/EventID=302] and *[EventData/Data[@Name='Prop_ServiceInfoNamespace']='http://schemas.microsoft.com/windows/2010/12/DeviceMetadata/MobileBroadBandInfo']</Select>
            </Query>
            </QueryList>, Queries: []	-	-	-	LocalSystem	-	{5F5BF124-A1B2-4BEB-8C6B-5AD2F2D1C3DB}
OneDrive Standalone Update Task-S-1-5-21-3445421715-2530590580-3149308974-500	Author	-	True	-	2018-05-14 04:00:17.000000 UTC	-	Time	-	-	-	-	Author	-	{611F0765-F665-48B7-AF01-4F50262A8FE7}
appuriverifierdaily	AllUsers	-	-	2021-02-03 00:07:48.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 00:07:50.000000 UTC	-	-	-	-	-	AllUsers	-	{61BAF05A-8050-481F-9368-9B62A53BC9C5}
AnalyzeSystem	LocalSystemAccount	-	-	2021-09-15 01:52:10.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 01:53:21.000000 UTC	-	-	ComHandler	{927ea2af-1c54-43d5-825e-74ce028eee}	-	LocalSystemAccount	N/A	{62378FC3-69C0-4B92-B72B-7652D823ABDE}
Schedule Scan	LocalSystem	-	True	2021-09-16 00:48:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 00:48:17.000000 UTC	Time	-	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{650751B8-0586-401C-95FF-65523D62D989}
Schedule Scan	LocalSystem	-	True	2021-09-16 00:48:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 00:48:17.000000 UTC	WindowsNotificationFacility	WNF state 750cbca3290b9641	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{650751B8-0586-401C-95FF-65523D62D989}
Schedule Scan	LocalSystem	-	True	2021-09-16 00:48:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 00:48:17.000000 UTC	WindowsNotificationFacility	WNF state 7524bca33e06830d	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{650751B8-0586-401C-95FF-65523D62D989}
Schedule Scan	LocalSystem	-	True	2021-09-16 00:48:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 00:48:17.000000 UTC	WindowsNotificationFacility	WNF state 7550bca322028f02	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{650751B8-0586-401C-95FF-65523D62D989}
Schedule Scan	LocalSystem	-	True	2021-09-16 00:48:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 00:48:17.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[EventID=8202]]</Select></Query></QueryList>, Queries: []	Exe	%systemroot%\system32\usoclient.exe	StartScan	LocalSystem	-	{650751B8-0586-401C-95FF-65523D62D989}
Calibration Loader	Group	-	True	2020-09-20 23:52:43.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:53:02.000000 UTC	Logon	Logon trigger	ComHandler	{b210d694-c8df-490d-9576-9e20cdbc20bd}	-	Group	N/A	{66156864-BE3D-4705-B360-7A9055061F16}
Calibration Loader	Group	-	True	2020-09-20 23:52:43.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:53:02.000000 UTC	Session	ConsoleConnect	ComHandler	{b210d694-c8df-490d-9576-9e20cdbc20bd}	-	Group	N/A	{66156864-BE3D-4705-B360-7A9055061F16}
WiFiTask	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7578bca33a078008	-	-	-	Users	-	{67889EEC-D7B4-43D3-B82C-D0DBA3522591}
EduPrintProv	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca3280a9341	-	-	-	Users	-	{6831246E-D3E2-469C-9079-23FA53AC7712}
CleanupTemporaryState	LocalSystem	-	-	2021-09-12 23:52:04.000000 UTC	2018-05-03 18:22:01.000000 UTC	2021-09-12 23:52:16.000000 UTC	-	-	Exe	%windir%\system32\rundll32.exe	Windows.Storage.ApplicationData.dll,CleanupTemporaryState	LocalSystem	-	{6AF2B5AF-12F7-4A18-8717-7EE7080D2E29}
WIM-Hash-Validation	LocalSystem	-	-	2018-05-08 20:02:34.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-08 20:02:36.000000 UTC	-	-	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashValidation	LocalSystem	N/A	{6AF76128-8D3D-4190-88A8-78A1FDB651A8}
MapsToastTask	Users	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	ComHandler	{9885aef2-bd9f-41e0-b15e-b3141395e803}	$(Arg0);$(Arg1);$(Arg2);$(Arg3);$(Arg4);$(Arg5);$(Arg6);$(Arg7)	Users	N/A	{6C347398-3BF5-4CFF-A5E4-2151CC42B359}
RegisterDeviceProtectionStateChanged	System	-	True	2021-09-15 22:25:40.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 22:25:41.000000 UTC	WindowsNotificationFacility	WNF state 7540bea33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -ProtectionStateChanged -FreeNetworkOnly -NoLocation	System	N/A	{6E5F8BCA-89EE-4A07-81A9-4BC979E04A40}
BackgroundUploadTask	Users	-	-	2021-02-03 00:07:45.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 00:08:03.000000 UTC	-	-	ComHandler	{59b9640b-3f70-4d1c-b159-f26eeb8a4c87}	-	Users	N/A	{6EE17B2A-BD42-482C-8D89-88F3F3D06E9A}
Sysprep Generalize Drivers	LocalSystem	-	-	2018-05-04 22:14:34.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-04 22:15:18.000000 UTC	-	-	Exe	%SystemRoot%\System32\drvinst.exe	6	LocalSystem	-	{6F0BC9E8-7975-4BBA-BA11-1B177AA4EBB4}
Interactive	Users	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	ComHandler	{855fec53-d2e4-4999-9e87-3414e9cf0ff4}	$(Arg0)	Users	N/A	{71B5B3B5-F3E4-4EDE-ACCD-2668A19D5CE7}
Automatic-Device-Join	LocalSystem	-	True	2021-09-16 02:56:06.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 02:56:07.000000 UTC	Logon	Logon trigger	-	-	-	LocalSystem	-	{724A82BA-0CD9-4932-A8F8-AE155346DC7A}
Automatic-Device-Join	LocalSystem	-	True	2021-09-16 02:56:06.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 02:56:07.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="Microsoft-Windows-User Device Registration/Admin"><Select Path="Microsoft-Windows-User Device Registration/Admin">*[System[Provider[@Name='Microsoft-Windows-User Device Registration'] and EventID=4096]]</Select></Query></QueryList>, Queries: []	-	-	-	LocalSystem	-	{724A82BA-0CD9-4932-A8F8-AE155346DC7A}
ResolutionHost	Users	-	-	2020-09-21 00:18:15.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 21:51:02.000000 UTC	-	-	ComHandler	{900be39d-6be8-461a-bc4d-b0fa71f5ecb1}	-	Users	N/A	{72505299-C884-45D7-8FD6-026C2FFBE32D}
LocateCommandUserSession	User	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7520bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-UserSessionCommand	User	N/A	{72823FDD-BD1E-49B3-B82A-E44C027AE934}
GoogleUpdateTaskMachineCore	Author	-	True	2021-09-15 20:53:16.000000 UTC	2018-05-04 18:51:24.000000 UTC	2021-09-15 21:01:38.000000 UTC	Logon	Logon trigger	Exe	C:\Program Files (x86)\Google\Update\GoogleUpdate.exe	/c	Author	-	{733180FB-AB84-4E60-99B9-720EB59BB2EC}
GoogleUpdateTaskMachineCore	Author	-	True	2021-09-15 20:53:16.000000 UTC	2018-05-04 18:51:24.000000 UTC	2021-09-15 21:01:38.000000 UTC	Time	-	Exe	C:\Program Files (x86)\Google\Update\GoogleUpdate.exe	/c	Author	-	{733180FB-AB84-4E60-99B9-720EB59BB2EC}
TempSignedLicenseExchange	AllUsers	-	-	2021-02-03 00:07:46.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 00:07:50.000000 UTC	-	-	ComHandler	{77646a68-ad14-4d53-897d-7be4dde5f929}	-	AllUsers	N/A	{798E0AF4-3ED7-4D41-B06F-5261474509DE}
Office ClickToRun Service Monitor	Author	-	True	2021-09-15 13:42:16.000000 UTC	2021-02-21 13:27:24.000000 UTC	2021-09-15 13:42:17.000000 UTC	Time	-	Exe	C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe	/WatchService	Author	-	{79E73F50-9C99-498D-836E-6BDAAFA135C4}
CacheTask	AnyUser	-	True	2020-09-20 23:52:43.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:51:03.000000 UTC	Logon	Logon trigger	ComHandler	{358b920-ac7-461f-98f4-58e32cd89148}	-	AnyUser	N/A	{7CBDBFDC-601B-4E16-8FF7-A5B2D18AB963}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
-	Author	-	True	-	2021-02-21 13:27:26.000000 UTC	-	Time	-	-	-	-	-	-	{80F46E36-5BF1-4CB3-B592-01426BC526B5}
UninstallDeviceTask	LocalSystem	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	Exe	BthUdTask.exe	$(Arg0)	LocalSystem	-	{823907E4-225B-4EF7-AF4B-8BD3F3493491}
UPnPHostConfig	LocalSystem	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	Exe	sc.exe	config upnphost start= auto	LocalSystem	-	{82B5AAEF-39CD-42E6-839C-D4724378C033}
RegisterUserDevice	User	-	True	2020-09-26 00:22:19.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-26 00:23:18.000000 UTC	Logon	Logon trigger	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterUserDevice -NewAccount	User	N/A	{82F4D23B-6094-4A71-881F-1E15A6319E3E}
RegisterUserDevice	User	-	True	2020-09-26 00:22:19.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-26 00:23:18.000000 UTC	WindowsNotificationFacility	WNF state 7540bca33e0b8441	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterUserDevice -NewAccount	User	N/A	{82F4D23B-6094-4A71-881F-1E15A6319E3E}
Scheduled	Users	-	-	2021-02-01 10:15:01.000000 UTC	2018-04-29 18:22:01.000000 UTC	2021-02-01 10:15:05.000000 UTC	-	-	ComHandler	{c1f85ef8-bcc2-4606-bb39-70c523715eb3}	-	Users	N/A	{87E3E665-30F8-4B90-95CA-CDFDAF7E5FEB}
Cellular	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca33a19870f	Exe	%windir%\system32\ProvTool.exe	/turn 7 /source CellStateChangeTask	LocalSystem	-	{8A03F39A-BE2F-46DC-ABBA-81503AF1CDD5}
ExploitGuard MDM policy Refresh	LocalSystem	-	True	2020-02-17 08:00:38.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-02-17 08:00:40.000000 UTC	WindowsNotificationFacility	WNF state 7508bea328009213	ComHandler	{711001cd-cc1d-4470-9b7e-1ef73849c79e}	ExploitGuardPolicy	LocalSystem	N/A	{8C5D0486-F6FB-491D-BDE8-EA17DFD04457}
ExploitGuard MDM policy Refresh	LocalSystem	-	True	2020-02-17 08:00:38.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-02-17 08:00:40.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{711001cd-cc1d-4470-9b7e-1ef73849c79e}	ExploitGuardPolicy	LocalSystem	N/A	{8C5D0486-F6FB-491D-BDE8-EA17DFD04457}
SvcRestartTaskLogon	InteractiveUser	-	True	2020-09-20 23:52:43.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:53:13.000000 UTC	Logon	Logon trigger	ComHandler	{b1aebb5d-ead9-4476-b375-9c3ed9f32afc}	logon	InteractiveUser	N/A	{8E41C770-D98C-4204-A13A-0BA7C577AD02}
NetworkStateChangeTask	Users	-	True	2019-12-03 01:13:02.000000 UTC	2018-05-04 18:22:01.000000 UTC	2019-12-03 01:13:03.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33e0b8441	ComHandler	{a4173a49-f373-4475-9a0f-2d615204dc20}	-	Users	N/A	{8E7BC73C-7600-496B-9EA7-DF5B30C4B9F1}
NetworkStateChangeTask	Users	-	True	2019-12-03 01:13:02.000000 UTC	2018-05-04 18:22:01.000000 UTC	2019-12-03 01:13:03.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33e0b8441	ComHandler	{a4173a49-f373-4475-9a0f-2d615204dc20}	-	Users	N/A	{8E7BC73C-7600-496B-9EA7-DF5B30C4B9F1}
BfeOnServiceStartTypeChange	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*/System/Provider[@Name='Service Control Manager'] and */System/EventID='7040' and */EventData/Data[@Name='param4']='BFE'</Select></Query></QueryList>, Queries: []	Exe	%windir%\system32\rundll32.exe	bfe.dll,BfeOnServiceStartTypeChange	LocalSystem	-	{9202D2AF-F1E6-4D6B-AA7E-FC0654E3635A}
EDP App Launch Task	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 3508bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	AppLaunch	Users	N/A	{931BE2FA-8F50-4C1A-BFD8-150C55D25502}
ProactiveScan	LocalSystem	-	-	2021-09-15 01:53:22.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 01:53:22.000000 UTC	-	-	ComHandler	{cf4270f5-2e43-4468-83b3-a8c45bb33ea1}	-	LocalSystem	N/A	{9382EF2C-1C04-478F-9AD2-8D98DCA93085}
RemoteAssistanceTask	Creator	-	True	2020-02-17 08:00:54.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-02-17 08:00:54.000000 UTC	Event	Event trigger: Subscription: <QueryList><Query Id="0" Path="System"><Select Path="System">*[System[Provider[@Name='Microsoft-Windows-GroupPolicy'] and EventID=1502]]</Select></Query></QueryList>, Queries: []	Exe	%windir%\system32\RAServer.exe	/offerraupdate	Creator	%windir%	{95812E91-F632-41D2-BA27-1B515BFBF299}
RemoteAssistanceTask	Creator	-	True	2020-02-17 08:00:54.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-02-17 08:00:54.000000 UTC	Logon	Logon trigger	Exe	%windir%\system32\RAServer.exe	/offerraupdate	Creator	%windir%	{95812E91-F632-41D2-BA27-1B515BFBF299}
IntegrityCheck	System	-	True	2021-09-15 15:32:27.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:32:27.000000 UTC	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-IntegrityCheck	System	N/A	{9A149913-6192-4221-841A-2D904528AAC3}
Diagnostics	System	-	-	2021-09-15 01:53:22.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 01:53:23.000000 UTC	-	-	Exe	%windir%\system32\disksnapshot.exe	-z	System	-	{9C7D670F-D8AA-4310-B11E-79D3738AB035}
RegIdleBackup	LocalSystem	-	-	2021-09-06 23:51:42.000000 UTC	2018-05-03 18:22:01.000000 UTC	2021-09-06 23:51:42.000000 UTC	-	-	ComHandler	{ca767aa8-9157-4604-b64b-40747123d5f2}	-	LocalSystem	N/A	{9D5DB7FB-8385-4592-B395-B99FADACACA3}
KeyPreGenTask	LocalSystem	-	True	2021-02-03 21:50:36.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:50:40.000000 UTC	WindowsNotificationFacility	WNF state 7508bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{9EDF61A5-AC02-4911-A5F2-857CF14AFFAD}
KeyPreGenTask	LocalSystem	-	True	2021-02-03 21:50:36.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:50:40.000000 UTC	WindowsNotificationFacility	WNF state 7520bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{9EDF61A5-AC02-4911-A5F2-857CF14AFFAD}
KeyPreGenTask	LocalSystem	-	True	2021-02-03 21:50:36.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:50:40.000000 UTC	WindowsNotificationFacility	WNF state 75c0bca33e06830d	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{9EDF61A5-AC02-4911-A5F2-857CF14AFFAD}
KeyPreGenTask	LocalSystem	-	False	2021-02-03 21:50:36.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:50:40.000000 UTC	Logon	Logon trigger	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{9EDF61A5-AC02-4911-A5F2-857CF14AFFAD}
KeyPreGenTask	LocalSystem	-	False	2021-02-03 21:50:36.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:50:40.000000 UTC	Session	ConsoleConnect	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	NGCKeyPregen	LocalSystem	N/A	{9EDF61A5-AC02-4911-A5F2-857CF14AFFAD}
Storage Tiers Management Initialization	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32b1d940d	ComHandler	{5c9ab547-345d-4175-9af6-65133463a100}	-	LocalSystem	N/A	{A108828C-AC12-4613-8D0C-9DF73E983E77}
USO_Broker_Display	Author	-	True	2021-09-16 00:48:41.000000 UTC	2018-05-04 18:27:00.000000 UTC	2021-09-16 00:48:42.000000 UTC	WindowsNotificationFacility	WNF state 7510bca3381d8941	Exe	%systemroot%\system32\MusNotification.exe	Display	Author	-	{A4B1B9A3-CE8A-47A6-BF54-33730F9A61FA}
EDP Inaccessible Credentials Task	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7560bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	MissingCredentials	Users	N/A	{A5C1489F-D79F-43B2-B433-EAAFE0E7ADA5}
Device Install Group Policy	LocalSystem	-	True	2020-02-17 08:00:38.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-02-17 08:00:40.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{60400283-b242-4fa8-8c25-caf695b88209}	-	LocalSystem	N/A	{A70D812D-3245-46FF-8651-2472A6A6875B}
RunUpdateNotificationMgr	Author	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Time	-	-	-	-	Author	-	{A7C57A41-D764-4AAB-BBDE-BB8DAA2BE5DD}
RunUpdateNotificationMgr	Author	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Logon	Logon trigger	-	-	-	Author	-	{A7C57A41-D764-4AAB-BBDE-BB8DAA2BE5DD}
Sqm-Tasks	LocalSystem	-	-	2021-08-26 19:53:18.000000 UTC	2018-04-10 18:22:01.000000 UTC	2021-08-26 19:53:19.000000 UTC	-	-	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	PiSqmTasks	LocalSystem	N/A	{A7FDF706-59A4-4F5F-8274-DAB060A8F56E}
DsSvcCleanup	LocalSystem	-	-	2021-09-15 03:52:11.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 03:52:12.000000 UTC	-	-	-	-	-	LocalSystem	-	{A8E38795-E6D5-44C1-83B8-D3D0811ACE2E}
RegisterDeviceAccountChange	System	-	True	2020-09-26 00:22:19.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-09-26 00:22:19.000000 UTC	WindowsNotificationFacility	WNF state 7540bca33e0b8441	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -AccountChange	System	N/A	{AB90E5E3-399D-47FF-B197-A0A789D8C521}
RegisterDeviceAccountChange	System	-	True	2020-09-26 00:22:19.000000 UTC	2018-05-04 18:22:01.000000 UTC	2020-09-26 00:22:19.000000 UTC	WindowsNotificationFacility	WNF state 7560bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -AccountChange	System	N/A	{AB90E5E3-399D-47FF-B197-A0A789D8C521}
StorageCardEncryption Task	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7548bca32b188341	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	SDCardEncryptionPolicy	Users	N/A	{ABAAFA95-4331-4259-B7CF-AD53C5E8B786}
Automatic App Update	-	-	-	-	-	-	-	-	-	-	-	-	-	{ABC2A8CE-766D-49C9-9126-FDEA4B45FB34}
VerifyWinRE	LocalAdmin	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	ComHandler	{89d1d0c2-a3cf-490c-abe3-b86cde34b047}	VerifyWinRE	LocalAdmin	N/A	{B1044451-BB1F-408B-ACEA-4C3403A7E5A9}
Account Cleanup	Author	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	Exe	%windir%\System32\rundll32.exe	%windir%\System32\Windows.SharedPC.AccountManager.dll,StartMaintenance	Author	-	{B2B85895-09A2-4BC3-BBF9-9B74780BFE62}
SvcRestartTask	NetworkService	-	True	2021-09-15 15:03:01.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:03:02.000000 UTC	Time	-	ComHandler	{b1aebb5d-ead9-4476-b375-9c3ed9f32afc}	timer	NetworkService	N/A	{B2DBA6F1-683B-44EC-855D-620ECFE5185B}
RegisterDevicePeriodic6	System	-	True	-	2016-11-21 01:57:04.000000 UTC	-	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -Periodic	System	N/A	{B320E058-C6FA-413F-876B-0C9B4428AE66}
Microsoft Compatibility Appraiser	LocalSystem	-	True	2021-09-15 07:20:44.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 07:22:44.000000 UTC	Time	-	-	-	-	LocalSystem	-	{B38EADAA-FBBE-4A90-BAE4-3F6BCC5C5BC7}
Microsoft Compatibility Appraiser	LocalSystem	-	True	2021-09-15 07:20:44.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 07:22:44.000000 UTC	WindowsNotificationFacility	WNF state 750cbca3290b9641	-	-	-	LocalSystem	-	{B38EADAA-FBBE-4A90-BAE4-3F6BCC5C5BC7}
Logon Synchronization	Users	-	True	-	2018-05-04 18:22:00.000000 UTC	-	Logon	Logon trigger	ComHandler	{fa3f3dd9-4c1a-456b-a8fa-c76ef3ed83b8}	Logon	Users	N/A	{B4A1C3B7-D040-441C-82D0-53300C1A0962}
SystemSoundsService	Group	-	True	2020-09-20 23:52:43.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 21:51:03.000000 UTC	Logon	Logon trigger	ComHandler	{2dea658f-54c1-4227-af9b-260ab5fc3543}	-	Group	N/A	{B4B73970-0DD1-45A9-87C1-F7A21F9A05CC}
WiFiTask	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca323028741	Exe	%SystemRoot%\System32\WiFiTask.exe	nla	Users	-	{BC40FCF6-98AA-466D-98D4-D4D532C3007D}
WsSwapAssessmentTask	LocalSystem	-	-	2021-08-26 19:53:22.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-08-26 19:53:22.000000 UTC	-	-	Exe	%windir%\system32\rundll32.exe	sysmain.dll,PfSvWsSwapAssessmentTask	LocalSystem	-	{C05CF805-420D-41C7-9E13-86ED6E546B7E}
Work Folders Logon Synchronization	InteractiveUsers	-	True	2020-09-20 23:59:07.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:59:21.000000 UTC	Logon	Logon trigger	ComHandler	{97d47d56-3777-49fb-8e8f-90d7e30e1a1e}	Logon	InteractiveUsers	N/A	{C6A91CB5-D958-4029-9301-1943231137AF}
RegisterDevicePeriodic1	System	-	True	2017-12-14 21:02:43.000000 UTC	2016-11-21 01:57:04.000000 UTC	-	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -Periodic -FreeNetworkOnly	System	N/A	{C6B2579B-4962-4D12-883D-BBD420573A6C}
SynchronizeTime	LocalService	-	-	2021-09-15 03:52:11.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 03:52:13.000000 UTC	-	-	Exe	%windir%\system32\sc.exe	start w32time task_started	LocalService	-	{C8252966-561E-44F5-8E10-113984BF4843}
MusUx_UpdateInterval	Author	-	True	2019-05-08 15:20:16.000000 UTC	2018-08-07 13:40:02.000000 UTC	2019-05-08 15:20:17.000000 UTC	Time	-	Exe	%systemroot%\system32\MusNotification.exe	Display	Author	-	{C8963E33-8632-46BC-A895-F0EB50F1028C}
LPRemove	LocalSystem	-	-	2021-09-14 07:52:08.000000 UTC	2018-05-02 18:22:01.000000 UTC	2021-09-14 07:52:08.000000 UTC	-	-	-	-	-	LocalSystem	-	{C89FB80E-7881-4C3F-9506-00342D8BC3F1}
