Volatility 3 Framework 2.28.1

PID	Process	Block	Variable	Value
2656	vmtoolsd.exe	0x2731ca0	ProgramW6432	C:\Program Files
2656	vmtoolsd.exe	0x2731ca0	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2656	vmtoolsd.exe	0x2731ca0	PUBLIC	C:\Users\Public
2656	vmtoolsd.exe	0x2731ca0	SystemDrive	C:
2656	vmtoolsd.exe	0x2731ca0	SystemRoot	C:\WINDOWS
2656	vmtoolsd.exe	0x2731ca0	TEMP	C:\WINDOWS\TEMP
2656	vmtoolsd.exe	0x2731ca0	TMP	C:\WINDOWS\TEMP
2656	vmtoolsd.exe	0x2731ca0	USERDOMAIN	shieldbase
2656	vmtoolsd.exe	0x2731ca0	USERNAME	BASE-WKSTN-01$
2656	vmtoolsd.exe	0x2731ca0	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
2656	vmtoolsd.exe	0x2731ca0	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2656	vmtoolsd.exe	0x2731ca0	windir	C:\WINDOWS
2952	mfevtps.exe	0x34c1ca0	ALLUSERSPROFILE	C:\ProgramData
2952	mfevtps.exe	0x34c1ca0	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
2952	mfevtps.exe	0x34c1ca0	CommonProgramFiles	C:\Program Files\Common Files
2952	mfevtps.exe	0x34c1ca0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2952	mfevtps.exe	0x34c1ca0	CommonProgramW6432	C:\Program Files\Common Files
2952	mfevtps.exe	0x34c1ca0	COMPUTERNAME	BASE-WKSTN-01
2952	mfevtps.exe	0x34c1ca0	ComSpec	C:\WINDOWS\system32\cmd.exe
2952	mfevtps.exe	0x34c1ca0	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2952	mfevtps.exe	0x34c1ca0	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
2952	mfevtps.exe	0x34c1ca0	NUMBER_OF_PROCESSORS	2
2952	mfevtps.exe	0x34c1ca0	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
2952	mfevtps.exe	0x34c1ca0	OS	Windows_NT
2952	mfevtps.exe	0x34c1ca0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2952	mfevtps.exe	0x34c1ca0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2952	mfevtps.exe	0x34c1ca0	PROCESSOR_ARCHITECTURE	AMD64
2952	mfevtps.exe	0x34c1ca0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
2952	mfevtps.exe	0x34c1ca0	PROCESSOR_LEVEL	6
2952	mfevtps.exe	0x34c1ca0	PROCESSOR_REVISION	5504
2952	mfevtps.exe	0x34c1ca0	ProgramData	C:\ProgramData
2952	mfevtps.exe	0x34c1ca0	ProgramFiles	C:\Program Files
2952	mfevtps.exe	0x34c1ca0	ProgramFiles(x86)	C:\Program Files (x86)
2952	mfevtps.exe	0x34c1ca0	ProgramW6432	C:\Program Files
2952	mfevtps.exe	0x34c1ca0	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2952	mfevtps.exe	0x34c1ca0	PUBLIC	C:\Users\Public
2952	mfevtps.exe	0x34c1ca0	SystemDrive	C:
2952	mfevtps.exe	0x34c1ca0	SystemRoot	C:\WINDOWS
2952	mfevtps.exe	0x34c1ca0	TEMP	C:\WINDOWS\TEMP
2952	mfevtps.exe	0x34c1ca0	TMP	C:\WINDOWS\TEMP
2952	mfevtps.exe	0x34c1ca0	USERDOMAIN	shieldbase
2952	mfevtps.exe	0x34c1ca0	USERNAME	BASE-WKSTN-01$
2952	mfevtps.exe	0x34c1ca0	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
2952	mfevtps.exe	0x34c1ca0	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2952	mfevtps.exe	0x34c1ca0	windir	C:\WINDOWS
2068	mfeann.exe	0x2961da0	AllUsersAppData	C:\Users\*\AppData\Roaming
2068	mfeann.exe	0x2961da0	AllUsersLocalAppData	C:\Users\*\AppData\Local
2068	mfeann.exe	0x2961da0	ALLUSERSPROFILE	C:\ProgramData
2068	mfeann.exe	0x2961da0	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
2068	mfeann.exe	0x2961da0	CommonProgramFiles	C:\Program Files\Common Files
2068	mfeann.exe	0x2961da0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2068	mfeann.exe	0x2961da0	CommonProgramW6432	C:\Program Files\Common Files
2068	mfeann.exe	0x2961da0	COMPUTERNAME	BASE-WKSTN-01
2068	mfeann.exe	0x2961da0	ComSpec	C:\WINDOWS\system32\cmd.exe
2068	mfeann.exe	0x2961da0	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2068	mfeann.exe	0x2961da0	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
2068	mfeann.exe	0x2961da0	NUMBER_OF_PROCESSORS	2
2068	mfeann.exe	0x2961da0	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
2068	mfeann.exe	0x2961da0	OS	Windows_NT
2068	mfeann.exe	0x2961da0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2068	mfeann.exe	0x2961da0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2068	mfeann.exe	0x2961da0	PROCESSOR_ARCHITECTURE	AMD64
2068	mfeann.exe	0x2961da0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
2068	mfeann.exe	0x2961da0	PROCESSOR_LEVEL	6
2068	mfeann.exe	0x2961da0	PROCESSOR_REVISION	5504
2068	mfeann.exe	0x2961da0	ProgramData	C:\ProgramData
2068	mfeann.exe	0x2961da0	ProgramFiles	C:\Program Files
2068	mfeann.exe	0x2961da0	ProgramFiles(x86)	C:\Program Files (x86)
2068	mfeann.exe	0x2961da0	ProgramW6432	C:\Program Files
2068	mfeann.exe	0x2961da0	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2068	mfeann.exe	0x2961da0	PUBLIC	C:\Users\Public
2068	mfeann.exe	0x2961da0	SystemDrive	C:
2068	mfeann.exe	0x2961da0	SystemRoot	C:\WINDOWS
2068	mfeann.exe	0x2961da0	TEMP	C:\WINDOWS\TEMP
2068	mfeann.exe	0x2961da0	TMP	C:\WINDOWS\TEMP
2068	mfeann.exe	0x2961da0	USERDOMAIN	shieldbase
2068	mfeann.exe	0x2961da0	USERNAME	BASE-WKSTN-01$
2068	mfeann.exe	0x2961da0	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
2068	mfeann.exe	0x2961da0	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2068	mfeann.exe	0x2961da0	windir	C:\WINDOWS
2636	conhost.exe	0x1ecc3201d50	AllUsersAppData	C:\Users\*\AppData\Roaming
2636	conhost.exe	0x1ecc3201d50	AllUsersLocalAppData	C:\Users\*\AppData\Local
2636	conhost.exe	0x1ecc3201d50	ALLUSERSPROFILE	C:\ProgramData
2636	conhost.exe	0x1ecc3201d50	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
2636	conhost.exe	0x1ecc3201d50	CommonProgramFiles	C:\Program Files\Common Files
2636	conhost.exe	0x1ecc3201d50	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2636	conhost.exe	0x1ecc3201d50	CommonProgramW6432	C:\Program Files\Common Files
2636	conhost.exe	0x1ecc3201d50	COMPUTERNAME	BASE-WKSTN-01
2636	conhost.exe	0x1ecc3201d50	ComSpec	C:\WINDOWS\system32\cmd.exe
2636	conhost.exe	0x1ecc3201d50	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2636	conhost.exe	0x1ecc3201d50	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
2636	conhost.exe	0x1ecc3201d50	NUMBER_OF_PROCESSORS	2
2636	conhost.exe	0x1ecc3201d50	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
2636	conhost.exe	0x1ecc3201d50	OS	Windows_NT
2636	conhost.exe	0x1ecc3201d50	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2636	conhost.exe	0x1ecc3201d50	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2636	conhost.exe	0x1ecc3201d50	PROCESSOR_ARCHITECTURE	AMD64
2636	conhost.exe	0x1ecc3201d50	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
2636	conhost.exe	0x1ecc3201d50	PROCESSOR_LEVEL	6
2636	conhost.exe	0x1ecc3201d50	PROCESSOR_REVISION	5504
2636	conhost.exe	0x1ecc3201d50	ProgramData	C:\ProgramData
2636	conhost.exe	0x1ecc3201d50	ProgramFiles	C:\Program Files
2636	conhost.exe	0x1ecc3201d50	ProgramFiles(x86)	C:\Program Files (x86)
2636	conhost.exe	0x1ecc3201d50	ProgramW6432	C:\Program Files
2636	conhost.exe	0x1ecc3201d50	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2636	conhost.exe	0x1ecc3201d50	PUBLIC	C:\Users\Public
2636	conhost.exe	0x1ecc3201d50	SystemDrive	C:
2636	conhost.exe	0x1ecc3201d50	SystemRoot	C:\WINDOWS
2636	conhost.exe	0x1ecc3201d50	TEMP	C:\WINDOWS\TEMP
2636	conhost.exe	0x1ecc3201d50	TMP	C:\WINDOWS\TEMP
2636	conhost.exe	0x1ecc3201d50	USERDOMAIN	shieldbase
2636	conhost.exe	0x1ecc3201d50	USERNAME	BASE-WKSTN-01$
2636	conhost.exe	0x1ecc3201d50	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
2636	conhost.exe	0x1ecc3201d50	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2636	conhost.exe	0x1ecc3201d50	windir	C:\WINDOWS
3184	unsecapp.exe	0x1d6f6951c90	ALLUSERSPROFILE	C:\ProgramData
3184	unsecapp.exe	0x1d6f6951c90	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
3184	unsecapp.exe	0x1d6f6951c90	CommonProgramFiles	C:\Program Files\Common Files
3184	unsecapp.exe	0x1d6f6951c90	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3184	unsecapp.exe	0x1d6f6951c90	CommonProgramW6432	C:\Program Files\Common Files
3184	unsecapp.exe	0x1d6f6951c90	COMPUTERNAME	BASE-WKSTN-01
3184	unsecapp.exe	0x1d6f6951c90	ComSpec	C:\WINDOWS\system32\cmd.exe
3184	unsecapp.exe	0x1d6f6951c90	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3184	unsecapp.exe	0x1d6f6951c90	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
3184	unsecapp.exe	0x1d6f6951c90	NUMBER_OF_PROCESSORS	2
3184	unsecapp.exe	0x1d6f6951c90	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
3184	unsecapp.exe	0x1d6f6951c90	OS	Windows_NT
3184	unsecapp.exe	0x1d6f6951c90	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
3184	unsecapp.exe	0x1d6f6951c90	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3184	unsecapp.exe	0x1d6f6951c90	PROCESSOR_ARCHITECTURE	AMD64
3184	unsecapp.exe	0x1d6f6951c90	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
3184	unsecapp.exe	0x1d6f6951c90	PROCESSOR_LEVEL	6
3184	unsecapp.exe	0x1d6f6951c90	PROCESSOR_REVISION	5504
3184	unsecapp.exe	0x1d6f6951c90	ProgramData	C:\ProgramData
3184	unsecapp.exe	0x1d6f6951c90	ProgramFiles	C:\Program Files
3184	unsecapp.exe	0x1d6f6951c90	ProgramFiles(x86)	C:\Program Files (x86)
3184	unsecapp.exe	0x1d6f6951c90	ProgramW6432	C:\Program Files
3184	unsecapp.exe	0x1d6f6951c90	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
3184	unsecapp.exe	0x1d6f6951c90	PUBLIC	C:\Users\Public
3184	unsecapp.exe	0x1d6f6951c90	SystemDrive	C:
3184	unsecapp.exe	0x1d6f6951c90	SystemRoot	C:\WINDOWS
3184	unsecapp.exe	0x1d6f6951c90	TEMP	C:\WINDOWS\TEMP
3184	unsecapp.exe	0x1d6f6951c90	TMP	C:\WINDOWS\TEMP
3184	unsecapp.exe	0x1d6f6951c90	USERDOMAIN	shieldbase
3184	unsecapp.exe	0x1d6f6951c90	USERNAME	BASE-WKSTN-01$
3184	unsecapp.exe	0x1d6f6951c90	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
3184	unsecapp.exe	0x1d6f6951c90	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3184	unsecapp.exe	0x1d6f6951c90	windir	C:\WINDOWS
3456	WmiPrvSE.exe	0x276c90d1c90	ALLUSERSPROFILE	C:\ProgramData
3456	WmiPrvSE.exe	0x276c90d1c90	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
3456	WmiPrvSE.exe	0x276c90d1c90	CommonProgramFiles	C:\Program Files\Common Files
3456	WmiPrvSE.exe	0x276c90d1c90	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3456	WmiPrvSE.exe	0x276c90d1c90	CommonProgramW6432	C:\Program Files\Common Files
3456	WmiPrvSE.exe	0x276c90d1c90	COMPUTERNAME	BASE-WKSTN-01
3456	WmiPrvSE.exe	0x276c90d1c90	ComSpec	C:\WINDOWS\system32\cmd.exe
3456	WmiPrvSE.exe	0x276c90d1c90	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3456	WmiPrvSE.exe	0x276c90d1c90	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
3456	WmiPrvSE.exe	0x276c90d1c90	NUMBER_OF_PROCESSORS	2
3456	WmiPrvSE.exe	0x276c90d1c90	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
3456	WmiPrvSE.exe	0x276c90d1c90	OS	Windows_NT
3456	WmiPrvSE.exe	0x276c90d1c90	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
3456	WmiPrvSE.exe	0x276c90d1c90	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3456	WmiPrvSE.exe	0x276c90d1c90	PROCESSOR_ARCHITECTURE	AMD64
3456	WmiPrvSE.exe	0x276c90d1c90	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
3456	WmiPrvSE.exe	0x276c90d1c90	PROCESSOR_LEVEL	6
3456	WmiPrvSE.exe	0x276c90d1c90	PROCESSOR_REVISION	5504
3456	WmiPrvSE.exe	0x276c90d1c90	ProgramData	C:\ProgramData
3456	WmiPrvSE.exe	0x276c90d1c90	ProgramFiles	C:\Program Files
3456	WmiPrvSE.exe	0x276c90d1c90	ProgramFiles(x86)	C:\Program Files (x86)
3456	WmiPrvSE.exe	0x276c90d1c90	ProgramW6432	C:\Program Files
3456	WmiPrvSE.exe	0x276c90d1c90	PSModulePath	%ProgramFiles%\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
3456	WmiPrvSE.exe	0x276c90d1c90	PUBLIC	C:\Users\Public
3456	WmiPrvSE.exe	0x276c90d1c90	SystemDrive	C:
3456	WmiPrvSE.exe	0x276c90d1c90	SystemRoot	C:\WINDOWS
3456	WmiPrvSE.exe	0x276c90d1c90	TEMP	C:\WINDOWS\TEMP
3456	WmiPrvSE.exe	0x276c90d1c90	TMP	C:\WINDOWS\TEMP
3456	WmiPrvSE.exe	0x276c90d1c90	USERDOMAIN	shieldbase
3456	WmiPrvSE.exe	0x276c90d1c90	USERNAME	BASE-WKSTN-01$
3456	WmiPrvSE.exe	0x276c90d1c90	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
3456	WmiPrvSE.exe	0x276c90d1c90	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3456	WmiPrvSE.exe	0x276c90d1c90	windir	C:\WINDOWS
3764	mfevtps.exe	0x32d1d50	AllUsersAppData	C:\Users\*\AppData\Roaming
3764	mfevtps.exe	0x32d1d50	AllUsersLocalAppData	C:\Users\*\AppData\Local
3764	mfevtps.exe	0x32d1d50	ALLUSERSPROFILE	C:\ProgramData
3764	mfevtps.exe	0x32d1d50	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
3764	mfevtps.exe	0x32d1d50	CommonProgramFiles	C:\Program Files\Common Files
3764	mfevtps.exe	0x32d1d50	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3764	mfevtps.exe	0x32d1d50	CommonProgramW6432	C:\Program Files\Common Files
3764	mfevtps.exe	0x32d1d50	COMPUTERNAME	BASE-WKSTN-01
3764	mfevtps.exe	0x32d1d50	ComSpec	C:\WINDOWS\system32\cmd.exe
3764	mfevtps.exe	0x32d1d50	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3764	mfevtps.exe	0x32d1d50	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
3764	mfevtps.exe	0x32d1d50	NUMBER_OF_PROCESSORS	2
3764	mfevtps.exe	0x32d1d50	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
3764	mfevtps.exe	0x32d1d50	OS	Windows_NT
3764	mfevtps.exe	0x32d1d50	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
3764	mfevtps.exe	0x32d1d50	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3764	mfevtps.exe	0x32d1d50	PROCESSOR_ARCHITECTURE	AMD64
3764	mfevtps.exe	0x32d1d50	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
3764	mfevtps.exe	0x32d1d50	PROCESSOR_LEVEL	6
3764	mfevtps.exe	0x32d1d50	PROCESSOR_REVISION	5504
3764	mfevtps.exe	0x32d1d50	ProgramData	C:\ProgramData
3764	mfevtps.exe	0x32d1d50	ProgramFiles	C:\Program Files
3764	mfevtps.exe	0x32d1d50	ProgramFiles(x86)	C:\Program Files (x86)
3764	mfevtps.exe	0x32d1d50	ProgramW6432	C:\Program Files
3764	mfevtps.exe	0x32d1d50	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
3764	mfevtps.exe	0x32d1d50	PUBLIC	C:\Users\Public
3764	mfevtps.exe	0x32d1d50	SystemDrive	C:
3764	mfevtps.exe	0x32d1d50	SystemRoot	C:\WINDOWS
3764	mfevtps.exe	0x32d1d50	TEMP	C:\WINDOWS\TEMP
3764	mfevtps.exe	0x32d1d50	TMP	C:\WINDOWS\TEMP
3764	mfevtps.exe	0x32d1d50	USERDOMAIN	shieldbase
3764	mfevtps.exe	0x32d1d50	USERNAME	BASE-WKSTN-01$
3764	mfevtps.exe	0x32d1d50	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
3764	mfevtps.exe	0x32d1d50	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3764	mfevtps.exe	0x32d1d50	windir	C:\WINDOWS
3224	mfefire.exe	0x2921d50	AllUsersAppData	C:\Users\*\AppData\Roaming
3224	mfefire.exe	0x2921d50	AllUsersLocalAppData	C:\Users\*\AppData\Local
3224	mfefire.exe	0x2921d50	ALLUSERSPROFILE	C:\ProgramData
3224	mfefire.exe	0x2921d50	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
3224	mfefire.exe	0x2921d50	CommonProgramFiles	C:\Program Files\Common Files
3224	mfefire.exe	0x2921d50	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
3224	mfefire.exe	0x2921d50	CommonProgramW6432	C:\Program Files\Common Files
3224	mfefire.exe	0x2921d50	COMPUTERNAME	BASE-WKSTN-01
3224	mfefire.exe	0x2921d50	ComSpec	C:\WINDOWS\system32\cmd.exe
3224	mfefire.exe	0x2921d50	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3224	mfefire.exe	0x2921d50	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
3224	mfefire.exe	0x2921d50	NUMBER_OF_PROCESSORS	2
3224	mfefire.exe	0x2921d50	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
3224	mfefire.exe	0x2921d50	OS	Windows_NT
3224	mfefire.exe	0x2921d50	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
3224	mfefire.exe	0x2921d50	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
3224	mfefire.exe	0x2921d50	PROCESSOR_ARCHITECTURE	AMD64
3224	mfefire.exe	0x2921d50	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
3224	mfefire.exe	0x2921d50	PROCESSOR_LEVEL	6
3224	mfefire.exe	0x2921d50	PROCESSOR_REVISION	5504
3224	mfefire.exe	0x2921d50	ProgramData	C:\ProgramData
3224	mfefire.exe	0x2921d50	ProgramFiles	C:\Program Files
3224	mfefire.exe	0x2921d50	ProgramFiles(x86)	C:\Program Files (x86)
3224	mfefire.exe	0x2921d50	ProgramW6432	C:\Program Files
3224	mfefire.exe	0x2921d50	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
3224	mfefire.exe	0x2921d50	PUBLIC	C:\Users\Public
3224	mfefire.exe	0x2921d50	SystemDrive	C:
3224	mfefire.exe	0x2921d50	SystemRoot	C:\WINDOWS
3224	mfefire.exe	0x2921d50	TEMP	C:\WINDOWS\TEMP
3224	mfefire.exe	0x2921d50	TMP	C:\WINDOWS\TEMP
3224	mfefire.exe	0x2921d50	USERDOMAIN	shieldbase
3224	mfefire.exe	0x2921d50	USERNAME	BASE-WKSTN-01$
3224	mfefire.exe	0x2921d50	USERPROFILE	C:\WINDOWS\system32\config\systemprofile
3224	mfefire.exe	0x2921d50	VSEDEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
3224	mfefire.exe	0x2921d50	windir	C:\WINDOWS
2964	mfehcs.exe	0x2a91d50	AllUsersAppData	C:\Users\*\AppData\Roaming
2964	mfehcs.exe	0x2a91d50	AllUsersLocalAppData	C:\Users\*\AppData\Local
2964	mfehcs.exe	0x2a91d50	ALLUSERSPROFILE	C:\ProgramData
2964	mfehcs.exe	0x2a91d50	APPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Roaming
2964	mfehcs.exe	0x2a91d50	CommonProgramFiles	C:\Program Files\Common Files
2964	mfehcs.exe	0x2a91d50	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2964	mfehcs.exe	0x2a91d50	CommonProgramW6432	C:\Program Files\Common Files
2964	mfehcs.exe	0x2a91d50	COMPUTERNAME	BASE-WKSTN-01
2964	mfehcs.exe	0x2a91d50	ComSpec	C:\WINDOWS\system32\cmd.exe
2964	mfehcs.exe	0x2a91d50	DEFLOGDIR	C:\ProgramData\McAfee\DesktopProtection
2964	mfehcs.exe	0x2a91d50	LOCALAPPDATA	C:\WINDOWS\system32\config\systemprofile\AppData\Local
2964	mfehcs.exe	0x2a91d50	NUMBER_OF_PROCESSORS	2
2964	mfehcs.exe	0x2a91d50	OneDrive	C:\WINDOWS\system32\config\systemprofile\OneDrive
2964	mfehcs.exe	0x2a91d50	OS	Windows_NT
2964	mfehcs.exe	0x2a91d50	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2964	mfehcs.exe	0x2a91d50	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2964	mfehcs.exe	0x2a91d50	PROCESSOR_ARCHITECTURE	AMD64
2964	mfehcs.exe	0x2a91d50	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 85 Stepping 4, GenuineIntel
2964	mfehcs.exe	0x2a91d50	PROCESSOR_LEVEL	6
2964	mfehcs.exe	0x2a91d50	PROCESSOR_REVISION	5504
2964	mfehcs.exe	0x2a91d50	ProgramData	C:\ProgramData
2964	mfehcs.exe	0x2a91d50	ProgramFiles	C:\Program Files
2964	mfehcs.exe	0x2a91d50	ProgramFiles(x86)	C:\Program Files (x86)
2964	mfehcs.exe	0x2a91d50	ProgramW6432	C:\Program Files
2964	mfehcs.exe	0x2a91d50	PSModulePath	C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules
2964	mfehcs.exe	0x2a91d50	PUBLIC	C:\Users\Public
2964	mfehcs.exe	0x2a91d50	SystemDrive	C:
