Volatility 3 Framework 2.28.1

Offset	Type	DriverName	DeviceName	DriverNameOfAttDevice	DeviceType
*** 0xee000007ed10	ATT	rdyboost	-	\Driver\volume	FILE_DEVICE_DISK
**** 0xee000007ed10	ATT	rdyboost	-	\Driver\volsnap	FILE_DEVICE_DISK
0xee0000081510	DRV	Mup	N/A	N/A	N/A
* 0xee0000081510	DEV	Mup	Mup	N/A	FILE_DEVICE_NETWORK_FILE_SYSTEM
** 0xee0000081510	ATT	Mup	-	\FileSystem\FltMgr	FILE_DEVICE_NETWORK_FILE_SYSTEM
0xee00000dae60	DRV	pcw	N/A	N/A	N/A
* 0xee00000dae60	DEV	pcw	PcwDrv	N/A	FILE_DEVICE_UNKNOWN
0xee00000db5f0	DRV	ACPI_HAL	N/A	N/A	N/A
* 0xee00000db5f0	DEV	ACPI_HAL	0000000f	N/A	FILE_DEVICE_BUS_EXTENDER
** 0xee00000db5f0	ATT	ACPI_HAL	-	\Driver\ACPI	FILE_DEVICE_ACPI
0xee00000de1d0	DRV	bowser	N/A	N/A	N/A
* 0xee00000de1d0	DEV	bowser	LanmanDatagramReceiver	N/A	FILE_DEVICE_NETWORK_BROWSER
0xee00000e74a0	DRV	WMIxWDM	N/A	N/A	N/A
* 0xee00000e74a0	DEV	WMIxWDM	WMIDataDevice	N/A	FILE_DEVICE_UNKNOWN
0xee00000e8b20	DRV	Wdf01000	N/A	N/A	N/A
* 0xee00000e8b20	DEV	Wdf01000	KMDF0	N/A	FILE_DEVICE_UNKNOWN
0xee00000ebcc0	DRV	acpiex	N/A	N/A	N/A
* 0xee00000ebcc0	DEV	acpiex	RESOURCE_HUB	N/A	FILE_DEVICE_UNKNOWN
0xee000015ae60	DRV	SoftwareDevice	N/A	N/A	N/A
* 0xee000015ae60	DEV	SoftwareDevice	00000086	N/A	FILE_DEVICE_UNKNOWN
0xee0000167060	DRV	vdrvroot	N/A	N/A	N/A
* 0xee0000167060	DEV	vdrvroot	-	N/A	FILE_DEVICE_BUS_EXTENDER
0xee00001f3e60	DRV	DeviceApi	N/A	N/A	N/A
* 0xee00001f3e60	DEV	DeviceApi	DeviceApi	N/A	FILE_DEVICE_UNKNOWN
