Volatility 3 Framework 2.28.1

PID	Process	SID	Name
190516	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
190516	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
190516	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
190516	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
190516	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
190516	svchost.exe	S-1-5-5-0-4274166482	Logon Session
190516	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
192748	svchost.exe	S-1-5-20	NT Authority
192748	svchost.exe	S-1-16-16384	System Mandatory Level
192748	svchost.exe	S-1-1-0	Everyone
192748	svchost.exe	S-1-5-32-545	Users
192748	svchost.exe	S-1-5-6	Service
192748	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
192748	svchost.exe	S-1-5-11	Authenticated Users
192748	svchost.exe	S-1-5-15	This Organization
192748	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
192748	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
192748	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
192748	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
192748	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
192748	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
192748	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
192748	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
192748	svchost.exe	S-1-5-5-1-10328439	Logon Session
192748	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
194064	svchost.exe	S-1-5-20	NT Authority
194064	svchost.exe	S-1-16-16384	System Mandatory Level
194064	svchost.exe	S-1-1-0	Everyone
194064	svchost.exe	S-1-5-32-545	Users
194064	svchost.exe	S-1-5-6	Service
194064	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
194064	svchost.exe	S-1-5-11	Authenticated Users
194064	svchost.exe	S-1-5-15	This Organization
194064	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
194064	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
194064	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
194064	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
194064	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
194064	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
194064	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
194064	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
194064	svchost.exe	S-1-5-5-1-34682120	Logon Session
194064	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
194228	svchost.exe	S-1-5-20	NT Authority
194228	svchost.exe	S-1-16-16384	System Mandatory Level
194228	svchost.exe	S-1-1-0	Everyone
194228	svchost.exe	S-1-5-32-545	Users
194228	svchost.exe	S-1-5-6	Service
194228	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
194228	svchost.exe	S-1-5-11	Authenticated Users
194228	svchost.exe	S-1-5-15	This Organization
194228	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
194228	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
194228	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
194228	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
194228	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
194228	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
194228	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
194228	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
194228	svchost.exe	S-1-5-5-1-73580045	Logon Session
194228	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
196856	svchost.exe	S-1-5-20	NT Authority
196856	svchost.exe	S-1-16-16384	System Mandatory Level
196856	svchost.exe	S-1-1-0	Everyone
196856	svchost.exe	S-1-5-32-545	Users
196856	svchost.exe	S-1-5-6	Service
196856	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
196856	svchost.exe	S-1-5-11	Authenticated Users
196856	svchost.exe	S-1-5-15	This Organization
196856	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
196856	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
196856	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
196856	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
196856	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
196856	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
196856	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
196856	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
196856	svchost.exe	S-1-5-5-1-104424664	Logon Session
196856	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
199244	svchost.exe	S-1-5-20	NT Authority
199244	svchost.exe	S-1-16-16384	System Mandatory Level
199244	svchost.exe	S-1-1-0	Everyone
199244	svchost.exe	S-1-5-32-545	Users
199244	svchost.exe	S-1-5-6	Service
199244	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
199244	svchost.exe	S-1-5-11	Authenticated Users
199244	svchost.exe	S-1-5-15	This Organization
199244	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
199244	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
199244	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
199244	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
199244	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
199244	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
199244	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
199244	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
199244	svchost.exe	S-1-5-5-1-146116079	Logon Session
199244	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
201008	svchost.exe	S-1-5-20	NT Authority
201008	svchost.exe	S-1-16-16384	System Mandatory Level
201008	svchost.exe	S-1-1-0	Everyone
201008	svchost.exe	S-1-5-32-545	Users
201008	svchost.exe	S-1-5-6	Service
201008	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
201008	svchost.exe	S-1-5-11	Authenticated Users
201008	svchost.exe	S-1-5-15	This Organization
201008	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
201008	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
201008	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
201008	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
201008	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
201008	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
201008	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
201008	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
201008	svchost.exe	S-1-5-5-1-190742845	Logon Session
201008	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
202316	svchost.exe	S-1-5-20	NT Authority
202316	svchost.exe	S-1-16-16384	System Mandatory Level
202316	svchost.exe	S-1-1-0	Everyone
202316	svchost.exe	S-1-5-32-545	Users
202316	svchost.exe	S-1-5-6	Service
202316	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
202316	svchost.exe	S-1-5-11	Authenticated Users
202316	svchost.exe	S-1-5-15	This Organization
202316	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
202316	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
202316	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
202316	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
202316	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
202316	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
202316	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
202316	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
202316	svchost.exe	S-1-5-5-1-215885312	Logon Session
202316	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
202504	svchost.exe	S-1-5-20	NT Authority
202504	svchost.exe	S-1-16-16384	System Mandatory Level
202504	svchost.exe	S-1-1-0	Everyone
202504	svchost.exe	S-1-5-32-545	Users
202504	svchost.exe	S-1-5-6	Service
202504	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
202504	svchost.exe	S-1-5-11	Authenticated Users
202504	svchost.exe	S-1-5-15	This Organization
202504	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
202504	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
202504	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
202504	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
202504	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
202504	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
202504	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
202504	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
202504	svchost.exe	S-1-5-5-1-257715739	Logon Session
202504	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
205376	svchost.exe	S-1-5-20	NT Authority
205376	svchost.exe	S-1-16-16384	System Mandatory Level
205376	svchost.exe	S-1-1-0	Everyone
205376	svchost.exe	S-1-5-32-545	Users
205376	svchost.exe	S-1-5-6	Service
205376	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
205376	svchost.exe	S-1-5-11	Authenticated Users
205376	svchost.exe	S-1-5-15	This Organization
205376	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
205376	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
205376	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
205376	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
205376	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
205376	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
205376	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
205376	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
205376	svchost.exe	S-1-5-5-1-288865418	Logon Session
205376	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
207848	svchost.exe	S-1-5-20	NT Authority
207848	svchost.exe	S-1-16-16384	System Mandatory Level
207848	svchost.exe	S-1-1-0	Everyone
207848	svchost.exe	S-1-5-32-545	Users
207848	svchost.exe	S-1-5-6	Service
207848	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
207848	svchost.exe	S-1-5-11	Authenticated Users
207848	svchost.exe	S-1-5-15	This Organization
207848	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
207848	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
207848	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
207848	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
207848	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
207848	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
207848	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
207848	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
207848	svchost.exe	S-1-5-5-1-329953319	Logon Session
207848	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
208576	svchost.exe	S-1-5-20	NT Authority
208576	svchost.exe	S-1-16-16384	System Mandatory Level
208576	svchost.exe	S-1-1-0	Everyone
208576	svchost.exe	S-1-5-32-545	Users
208576	svchost.exe	S-1-5-6	Service
208576	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
208576	svchost.exe	S-1-5-11	Authenticated Users
208576	svchost.exe	S-1-5-15	This Organization
208576	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
208576	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
208576	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
208576	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
208576	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
208576	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
208576	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
208576	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
208576	svchost.exe	S-1-5-5-1-360692296	Logon Session
208576	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
210388	svchost.exe	S-1-5-20	NT Authority
210388	svchost.exe	S-1-16-16384	System Mandatory Level
210388	svchost.exe	S-1-1-0	Everyone
210388	svchost.exe	S-1-5-32-545	Users
210388	svchost.exe	S-1-5-6	Service
210388	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
210388	svchost.exe	S-1-5-11	Authenticated Users
210388	svchost.exe	S-1-5-15	This Organization
210388	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
210388	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
210388	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
210388	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
210388	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
210388	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
210388	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
210388	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
210388	svchost.exe	S-1-5-5-1-407762603	Logon Session
210388	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
212680	svchost.exe	S-1-5-20	NT Authority
212680	svchost.exe	S-1-16-16384	System Mandatory Level
212680	svchost.exe	S-1-1-0	Everyone
212680	svchost.exe	S-1-5-32-545	Users
212680	svchost.exe	S-1-5-6	Service
212680	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
212680	svchost.exe	S-1-5-11	Authenticated Users
212680	svchost.exe	S-1-5-15	This Organization
212680	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
212680	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
212680	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
212680	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
212680	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
212680	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
212680	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
212680	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
212680	svchost.exe	S-1-5-5-1-454244548	Logon Session
212680	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
215028	svchost.exe	S-1-5-20	NT Authority
215028	svchost.exe	S-1-16-16384	System Mandatory Level
215028	svchost.exe	S-1-1-0	Everyone
215028	svchost.exe	S-1-5-32-545	Users
215028	svchost.exe	S-1-5-6	Service
215028	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
215028	svchost.exe	S-1-5-11	Authenticated Users
215028	svchost.exe	S-1-5-15	This Organization
215028	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
215028	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
215028	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
215028	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
215028	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
215028	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
215028	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
215028	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
215028	svchost.exe	S-1-5-5-1-490418484	Logon Session
215028	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
214400	svchost.exe	S-1-5-20	NT Authority
214400	svchost.exe	S-1-16-16384	System Mandatory Level
214400	svchost.exe	S-1-1-0	Everyone
214400	svchost.exe	S-1-5-32-545	Users
214400	svchost.exe	S-1-5-6	Service
214400	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
214400	svchost.exe	S-1-5-11	Authenticated Users
214400	svchost.exe	S-1-5-15	This Organization
214400	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
214400	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
214400	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
214400	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
214400	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
214400	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
214400	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
214400	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
214400	svchost.exe	S-1-5-5-1-513989860	Logon Session
214400	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
210004	svchost.exe	S-1-5-20	NT Authority
210004	svchost.exe	S-1-16-16384	System Mandatory Level
210004	svchost.exe	S-1-1-0	Everyone
210004	svchost.exe	S-1-5-32-545	Users
210004	svchost.exe	S-1-5-6	Service
210004	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
210004	svchost.exe	S-1-5-11	Authenticated Users
210004	svchost.exe	S-1-5-15	This Organization
210004	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
210004	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
210004	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
210004	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
210004	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
210004	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
210004	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
210004	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
210004	svchost.exe	S-1-5-5-1-548238782	Logon Session
210004	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
214792	svchost.exe	S-1-5-20	NT Authority
214792	svchost.exe	S-1-16-16384	System Mandatory Level
214792	svchost.exe	S-1-1-0	Everyone
214792	svchost.exe	S-1-5-32-545	Users
214792	svchost.exe	S-1-5-6	Service
214792	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
214792	svchost.exe	S-1-5-11	Authenticated Users
214792	svchost.exe	S-1-5-15	This Organization
214792	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
214792	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
214792	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
214792	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
214792	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
214792	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
214792	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
214792	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
214792	svchost.exe	S-1-5-5-1-594472046	Logon Session
214792	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
214556	svchost.exe	S-1-5-20	NT Authority
214556	svchost.exe	S-1-16-16384	System Mandatory Level
214556	svchost.exe	S-1-1-0	Everyone
214556	svchost.exe	S-1-5-32-545	Users
214556	svchost.exe	S-1-5-6	Service
214556	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
214556	svchost.exe	S-1-5-11	Authenticated Users
214556	svchost.exe	S-1-5-15	This Organization
214556	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
214556	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
214556	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
214556	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
214556	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
214556	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
214556	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
214556	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
214556	svchost.exe	S-1-5-5-1-640882928	Logon Session
214556	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
214536	svchost.exe	S-1-5-20	NT Authority
214536	svchost.exe	S-1-16-16384	System Mandatory Level
214536	svchost.exe	S-1-1-0	Everyone
214536	svchost.exe	S-1-5-32-545	Users
214536	svchost.exe	S-1-5-6	Service
214536	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
214536	svchost.exe	S-1-5-11	Authenticated Users
214536	svchost.exe	S-1-5-15	This Organization
214536	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
214536	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
214536	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
214536	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
214536	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
214536	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
214536	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
214536	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
214536	svchost.exe	S-1-5-5-1-677578930	Logon Session
214536	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
210028	svchost.exe	S-1-5-20	NT Authority
210028	svchost.exe	S-1-16-16384	System Mandatory Level
210028	svchost.exe	S-1-1-0	Everyone
210028	svchost.exe	S-1-5-32-545	Users
210028	svchost.exe	S-1-5-6	Service
210028	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
210028	svchost.exe	S-1-5-11	Authenticated Users
210028	svchost.exe	S-1-5-15	This Organization
210028	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
210028	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
210028	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
210028	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
210028	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
210028	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
210028	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
210028	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
210028	svchost.exe	S-1-5-5-1-710602687	Logon Session
210028	svchost.exe	S-1-2-0	Local (Users with the ability to log in locally)
214892	svchost.exe	S-1-5-20	NT Authority
214892	svchost.exe	S-1-16-16384	System Mandatory Level
214892	svchost.exe	S-1-1-0	Everyone
214892	svchost.exe	S-1-5-32-545	Users
214892	svchost.exe	S-1-5-6	Service
214892	svchost.exe	S-1-2-1	Console Logon (Users who are logged onto the physical console)
214892	svchost.exe	S-1-5-11	Authenticated Users
214892	svchost.exe	S-1-5-15	This Organization
214892	svchost.exe	S-1-5-80-242729624-280608522-2219052887-3187409060-2225943459	CryptSvc
214892	svchost.exe	S-1-5-80-859482183-879914841-863379149-1145462774-2388618682	Dnscache
214892	svchost.exe	S-1-5-80-3055155277-3816794035-3994065555-2874236192-2193176987	-
214892	svchost.exe	S-1-5-80-719998295-2833700043-1566817583-4093942769-1414026312	LanmanWorkstation
214892	svchost.exe	S-1-5-80-3141615172-2057878085-1754447212-2405740020-3916490453	NlaSvc
214892	svchost.exe	S-1-5-80-4230913304-2206818457-801678004-120036174-1892434133	TapiSrv
214892	svchost.exe	S-1-5-80-4059739203-877974739-1245631912-527174227-2996563517	Wecsvc
214892	svchost.exe	S-1-5-80-569256582-2953403351-2909559716-1301513147-412116970	WinRM
