Volatility 3 Framework 2.28.1

Cache	FileObject	FileName	Result
ImageSectionObject	0xc08eae67c210	esscli.dll	file.0xc08eae67c210.0xc08eae6667c0.ImageSectionObject.esscli.dll.img
ImageSectionObject	0xc08eaf699080	vsstrace.dll	file.0xc08eaf699080.0xc08eaf6ac010.ImageSectionObject.vsstrace.dll.img
ImageSectionObject	0xc08eaf65ad80	vssapi.dll	file.0xc08eaf65ad80.0xc08eaf6b0010.ImageSectionObject.vssapi.dll.img
ImageSectionObject	0xc08eafed68a0	Windows.Networking.Sockets.PushEnabledApplication.dll	file.0xc08eafed68a0.0xc08eaff83970.ImageSectionObject.Windows.Networking.Sockets.PushEnabledApplication.dll.img
ImageSectionObject	0xc08eaf875540	AppXDeploymentClient.dll	file.0xc08eaf875540.0xc08eb05c0010.ImageSectionObject.AppXDeploymentClient.dll.img
ImageSectionObject	0xc08eb05b38a0	tokenbinding.dll	file.0xc08eb05b38a0.0xc08ead987db0.ImageSectionObject.tokenbinding.dll.img
ImageSectionObject	0xc08eae72ec80	dusmapi.dll	file.0xc08eae72ec80.0xc08eb0749de0.ImageSectionObject.dusmapi.dll.img
ImageSectionObject	0xc08eaf76a630	themeservice.dll	file.0xc08eaf76a630.0xc08eaf770010.ImageSectionObject.themeservice.dll.img
DataSectionObject	0xc08eae77b080	Clipc.dll	Error dumping file
ImageSectionObject	0xc08eae77b080	Clipc.dll	file.0xc08eae77b080.0xc08ead67edb0.ImageSectionObject.Clipc.dll.img
ImageSectionObject	0xc08eaf749a00	Sens.dll	file.0xc08eaf749a00.0xc08eaf75a440.ImageSectionObject.Sens.dll.img
DataSectionObject	0xc08eae885540	clusapi.dll	file.0xc08eae885540.0xc08eacb20ef0.DataSectionObject.clusapi.dll.dat
ImageSectionObject	0xc08eae885540	clusapi.dll	file.0xc08eae885540.0xc08eae887c30.ImageSectionObject.clusapi.dll.img
ImageSectionObject	0xc08eadadb280	adhsvc.dll	file.0xc08eadadb280.0xc08eae8a35e0.ImageSectionObject.adhsvc.dll.img
ImageSectionObject	0xc08eaf60e580	browser.dll	file.0xc08eaf60e580.0xc08eae8ff700.ImageSectionObject.browser.dll.img
ImageSectionObject	0xc08eaf630e50	wdscore.dll	file.0xc08eaf630e50.0xc08eae8b2660.ImageSectionObject.wdscore.dll.img
ImageSectionObject	0xc08ead2fc3f0	wbemprox.dll	file.0xc08ead2fc3f0.0xc08eaf66ec20.ImageSectionObject.wbemprox.dll.img
ImageSectionObject	0xc08eae88ae40	webio.dll	file.0xc08eae88ae40.0xc08eae8bb1e0.ImageSectionObject.webio.dll.img
ImageSectionObject	0xc08eae89bef0	NetSetupApi.dll	file.0xc08eae89bef0.0xc08eae8c2de0.ImageSectionObject.NetSetupApi.dll.img
ImageSectionObject	0xc08eae8a9a20	httpprxm.dll	file.0xc08eae8a9a20.0xc08eadadb8d0.ImageSectionObject.httpprxm.dll.img
ImageSectionObject	0xc08eae8b0210	iphlpsvc.dll	file.0xc08eae8b0210.0xc08eae8aa150.ImageSectionObject.iphlpsvc.dll.img
ImageSectionObject	0xc08eae875e10	sscore.dll	file.0xc08eae875e10.0xc08eae8789e0.ImageSectionObject.sscore.dll.img
ImageSectionObject	0xc08eab6e6a20	wmidcom.dll	file.0xc08eab6e6a20.0xc08eae88d5f0.ImageSectionObject.wmidcom.dll.img
ImageSectionObject	0xc08eae88d3f0	resutils.dll	file.0xc08eae88d3f0.0xc08eae88d900.ImageSectionObject.resutils.dll.img
DataSectionObject	0xc08eae883a50	mi.dll	file.0xc08eae883a50.0xc08eae947a00.DataSectionObject.mi.dll.dat
ImageSectionObject	0xc08eae883a50	mi.dll	file.0xc08eae883a50.0xc08eae87f3e0.ImageSectionObject.mi.dll.img
ImageSectionObject	0xc08eae86c2a0	miutils.dll	file.0xc08eae86c2a0.0xc08eae9ce010.ImageSectionObject.miutils.dll.img
ImageSectionObject	0xc08eae8832e0	sscoreext.dll	file.0xc08eae8832e0.0xc08eae882db0.ImageSectionObject.sscoreext.dll.img
ImageSectionObject	0xc08eae82f860	WMIsvc.dll	file.0xc08eae82f860.0xc08eae831830.ImageSectionObject.WMIsvc.dll.img
ImageSectionObject	0xc08eaf61ddf0	SessEnv.dll	file.0xc08eaf61ddf0.0xc08eae862670.ImageSectionObject.SessEnv.dll.img
ImageSectionObject	0xc08eae868300	srvsvc.dll	file.0xc08eae868300.0xc08eae85a920.ImageSectionObject.srvsvc.dll.img
DataSectionObject	0xc08eae839ef0	wbemcomn.dll	file.0xc08eae839ef0.0xc08eb3058ef0.DataSectionObject.wbemcomn.dll.dat
ImageSectionObject	0xc08eae839ef0	wbemcomn.dll	file.0xc08eae839ef0.0xc08eae8406c0.ImageSectionObject.wbemcomn.dll.img
ImageSectionObject	0xc08eae82fc70	IKEEXT.DLL	file.0xc08eae82fc70.0xc08eae84d2d0.ImageSectionObject.IKEEXT.DLL.img
ImageSectionObject	0xc08eaf380b70	CSystemEventsBrokerClient.dll	file.0xc08eaf380b70.0xc08eaf37c010.ImageSectionObject.CSystemEventsBrokerClient.dll.img
ImageSectionObject	0xc08eaa856250	TimeBrokerClient.dll	file.0xc08eaa856250.0xc08eaf5a4010.ImageSectionObject.TimeBrokerClient.dll.img
ImageSectionObject	0xc08eaf5cb080	wlanapi.dll	file.0xc08eaf5cb080.0xc08eaa922a90.ImageSectionObject.wlanapi.dll.img
ImageSectionObject	0xc08eada72df0	netjoin.dll	file.0xc08eada72df0.0xc08eaa8d5810.ImageSectionObject.netjoin.dll.img
ImageSectionObject	0xc08eaa93ae90	dhcpcsvc.dll	file.0xc08eaa93ae90.0xc08eaa90ab80.ImageSectionObject.dhcpcsvc.dll.img
ImageSectionObject	0xc08eaa928c50	WPTaskScheduler.dll	file.0xc08eaa928c50.0xc08eaa93e980.ImageSectionObject.WPTaskScheduler.dll.img
ImageSectionObject	0xc08eaa90b600	dhcpcsvc6.dll	file.0xc08eaa90b600.0xc08eaa909010.ImageSectionObject.dhcpcsvc6.dll.img
ImageSectionObject	0xc08eaf51bef0	usermgr.dll	file.0xc08eaf51bef0.0xc08eaf513010.ImageSectionObject.usermgr.dll.img
ImageSectionObject	0xc08eaf3cb2b0	winnsi.dll	file.0xc08eaf3cb2b0.0xc08eaf3a1d40.ImageSectionObject.winnsi.dll.img
ImageSectionObject	0xc08eaf390080	winhttp.dll	file.0xc08eaf390080.0xc08eaf3a6010.ImageSectionObject.winhttp.dll.img
ImageSectionObject	0xc08eaf3cb580	profsvcext.dll	file.0xc08eaf3cb580.0xc08eaf399d10.ImageSectionObject.profsvcext.dll.img
ImageSectionObject	0xc08eaf36acf0	profsvc.dll	file.0xc08eaf36acf0.0xc08eaf38eb40.ImageSectionObject.profsvc.dll.img
DataSectionObject	0xc08eaf32d6a0	netprofm.dll	Error dumping file
ImageSectionObject	0xc08eaf32d6a0	netprofm.dll	file.0xc08eaf32d6a0.0xc08eaf318160.ImageSectionObject.netprofm.dll.img
ImageSectionObject	0xc08eaf34f690	wmiclnt.dll	file.0xc08eaf34f690.0xc08eaf34e250.ImageSectionObject.wmiclnt.dll.img
ImageSectionObject	0xc08eaf367a60	taskcomp.dll	file.0xc08eaf367a60.0xc08eaf369db0.ImageSectionObject.taskcomp.dll.img
ImageSectionObject	0xc08eae50a8e0	msauserext.dll	file.0xc08eae50a8e0.0xc08eb0560010.ImageSectionObject.msauserext.dll.img
ImageSectionObject	0xc08eaf350550	httpprxc.dll	file.0xc08eaf350550.0xc08eaf34ede0.ImageSectionObject.httpprxc.dll.img
ImageSectionObject	0xc08eaf331080	schedsvc.dll	file.0xc08eaf331080.0xc08eaf337db0.ImageSectionObject.schedsvc.dll.img
ImageSectionObject	0xc08eaf32caf0	ubpm.dll	file.0xc08eaf32caf0.0xc08eaf346db0.ImageSectionObject.ubpm.dll.img
ImageSectionObject	0xc08eaf2ca9f0	nlaapi.dll	file.0xc08eaf2ca9f0.0xc08eaf2f3db0.ImageSectionObject.nlaapi.dll.img
ImageSectionObject	0xc08eb0ca37b0	keepaliveprovider.dll	file.0xc08eb0ca37b0.0xc08ead666a20.ImageSectionObject.keepaliveprovider.dll.img
DataSectionObject	0xc08eaf2ca2c0	gpsvc.dll	file.0xc08eaf2ca2c0.0xc08eb2d61ef0.DataSectionObject.gpsvc.dll.dat
ImageSectionObject	0xc08eaf2ca2c0	gpsvc.dll	file.0xc08eaf2ca2c0.0xc08eaf2c1010.ImageSectionObject.gpsvc.dll.img
ImageSectionObject	0xc08eac9bcef0	coml2.dll	file.0xc08eac9bcef0.0xc08eac9bd6f0.ImageSectionObject.coml2.dll.img
DataSectionObject	0xc08eaf331550	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eaf371ef0	termsrv.dll.mui	Error dumping file
ImageSectionObject	0xc08eaf39a080	pdh.dll	file.0xc08eaf39a080.0xc08eaf3a4190.ImageSectionObject.pdh.dll.img
ImageSectionObject	0xc08eaf3ad700	tlscsp.dll	Error dumping file
ImageSectionObject	0xc08eaf3dce20	umb.dll	Error dumping file
DataSectionObject	0xc08eaf3ded70	atl.dll	file.0xc08eaf3ded70.0xc08eacd63010.DataSectionObject.atl.dll.dat
ImageSectionObject	0xc08eaf3ded70	atl.dll	file.0xc08eaf3ded70.0xc08eaf3e5ae0.ImageSectionObject.atl.dll.img
ImageSectionObject	0xc08eaf3cbd60	rdpserverbase.dll	file.0xc08eaf3cbd60.0xc08eaf38f650.ImageSectionObject.rdpserverbase.dll.img
ImageSectionObject	0xc08eaf3a6a30	httpapi.dll	file.0xc08eaf3a6a30.0xc08eae957420.ImageSectionObject.httpapi.dll.img
ImageSectionObject	0xc08eaf394850	rfxvmt.dll	file.0xc08eaf394850.0xc08eaf3a8770.ImageSectionObject.rfxvmt.dll.img
ImageSectionObject	0xc08eaf3a8080	rdpbase.dll	file.0xc08eaf3a8080.0xc08eaf3a83a0.ImageSectionObject.rdpbase.dll.img
ImageSectionObject	0xc08eaf38e590	rdpcorets.dll	file.0xc08eaf38e590.0xc08eaf390940.ImageSectionObject.rdpcorets.dll.img
ImageSectionObject	0xc08eaf3aa080	Websocket.dll	Error dumping file
ImageSectionObject	0xc08eaf345080	regapi.dll	file.0xc08eaf345080.0xc08eaf359560.ImageSectionObject.regapi.dll.img
ImageSectionObject	0xc08eaf2d5a70	termsrv.dll	file.0xc08eaf2d5a70.0xc08eaf3075e0.ImageSectionObject.termsrv.dll.img
DataSectionObject	0xc08eae81a080	netprofmsvc.dll.mui	Error dumping file
DataSectionObject	0xc08eae81cc80	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eaf642080	es.dll	file.0xc08eaf642080.0xc08eaf7df5a0.DataSectionObject.es.dll.dat
ImageSectionObject	0xc08eaf642080	es.dll	file.0xc08eaf642080.0xc08eaf6b0b40.ImageSectionObject.es.dll.img
SharedCacheMap	0xc08eaf642080	es.dll	file.0xc08eaf642080.0xc08eae6531b0.SharedCacheMap.es.dll.vacb
DataSectionObject	0xc08eae61d310	stdole2.tlb	file.0xc08eae61d310.0xc08eae67aef0.DataSectionObject.stdole2.tlb.dat
SharedCacheMap	0xc08eae61d310	stdole2.tlb	file.0xc08eae61d310.0xc08eae64ede0.SharedCacheMap.stdole2.tlb.vacb
DataSectionObject	0xc08eae701630	ole32.dll.mui	Error dumping file
DataSectionObject	0xc08eb0119890	ole32.dll.mui	Error dumping file
ImageSectionObject	0xc08eaf3088e0	netprofmsvc.dll	file.0xc08eaf3088e0.0xc08eaf5e4be0.ImageSectionObject.netprofmsvc.dll.img
ImageSectionObject	0xc08eaf77a640	FntCache.dll	file.0xc08eaf77a640.0xc08eaf780db0.ImageSectionObject.FntCache.dll.img
ImageSectionObject	0xc08eafc20640	perftrack.dll	file.0xc08eafc20640.0xc08eafc3a1e0.ImageSectionObject.perftrack.dll.img
DataSectionObject	0xc08eb01b2ae0	msIso.dll	file.0xc08eb01b2ae0.0xc08ebdd36010.DataSectionObject.msIso.dll.dat
ImageSectionObject	0xc08eb01b2ae0	msIso.dll	file.0xc08eb01b2ae0.0xc08eb09c7980.ImageSectionObject.msIso.dll.img
ImageSectionObject	0xc08eafa5f7d0	sstpsvc.dll	file.0xc08eafa5f7d0.0xc08ead548010.ImageSectionObject.sstpsvc.dll.img
ImageSectionObject	0xc08eaf8198c0	wdi.dll	file.0xc08eaf8198c0.0xc08eaf801010.ImageSectionObject.wdi.dll.img
DataSectionObject	0xc08eaf9ef9f0	version.dll	Error dumping file
ImageSectionObject	0xc08eaf9ef9f0	version.dll	file.0xc08eaf9ef9f0.0xc08eaf9c0de0.ImageSectionObject.version.dll.img
ImageSectionObject	0xc08eacdc8b50	fthsvc.dll	file.0xc08eacdc8b50.0xc08eadb42af0.ImageSectionObject.fthsvc.dll.img
ImageSectionObject	0xc08eb0945da0	ShareHost.dll	file.0xc08eb0945da0.0xc08eb061f900.ImageSectionObject.ShareHost.dll.img
DataSectionObject	0xc08eaf6b0490	es.dll	file.0xc08eaf6b0490.0xc08eaf7df5a0.DataSectionObject.es.dll.dat
ImageSectionObject	0xc08eaf6b0490	es.dll	file.0xc08eaf6b0490.0xc08eaf6b0b40.ImageSectionObject.es.dll.img
SharedCacheMap	0xc08eaf6b0490	es.dll	file.0xc08eaf6b0490.0xc08eae6531b0.SharedCacheMap.es.dll.vacb
ImageSectionObject	0xc08eaf798cc0	FontProvider.dll	file.0xc08eaf798cc0.0xc08eaf6b9010.ImageSectionObject.FontProvider.dll.img
ImageSectionObject	0xc08ead655940	sbservicetrigger.dll	file.0xc08ead655940.0xc08eaa946680.ImageSectionObject.sbservicetrigger.dll.img
ImageSectionObject	0xc08eac403320	cdpsvc.dll	file.0xc08eac403320.0xc08eac405920.ImageSectionObject.cdpsvc.dll.img
ImageSectionObject	0xc08eaf32f300	BitsProxy.dll	file.0xc08eaf32f300.0xc08eb0695880.ImageSectionObject.BitsProxy.dll.img
ImageSectionObject	0xc08eae6f5300	WpPortingLibrary.dll	file.0xc08eae6f5300.0xc08eac89ede0.ImageSectionObject.WpPortingLibrary.dll.img
ImageSectionObject	0xc08eaf34ce10	Windows.Devices.Radios.dll	file.0xc08eaf34ce10.0xc08eaf34d260.ImageSectionObject.Windows.Devices.Radios.dll.img
ImageSectionObject	0xc08eaf303e50	nsisvc.dll	file.0xc08eaf303e50.0xc08eaf304690.ImageSectionObject.nsisvc.dll.img
DataSectionObject	0xc08eaf329590	w32time.dll.mui	Error dumping file
ImageSectionObject	0xc08eaf318510	w32time.dll	file.0xc08eaf318510.0xc08eaf31f740.ImageSectionObject.w32time.dll.img
ImageSectionObject	0xc08eb0862430	vmictimeprovider.dll	file.0xc08eb0862430.0xc08eb08ee2d0.ImageSectionObject.vmictimeprovider.dll.img
DataSectionObject	0xc08eaf379830	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eaf3f9b80	newdev.dll.mui	Error dumping file
DataSectionObject	0xc08eaf522b70	umrdp.dll.mui	Error dumping file
DataSectionObject	0xc08eae9f48c0	AudioEndpointBuilder.dll.mui	Error dumping file
DataSectionObject	0xc08eafaac920	$ObjId	Error dumping file
SharedCacheMap	0xc08eafaac920	$ObjId	file.0xc08eafaac920.0xc08eae6a6490.SharedCacheMap.$ObjId.vacb
DataSectionObject	0xc08eafaaa660	tracking.log	Error dumping file
SharedCacheMap	0xc08eafaaa660	tracking.log	file.0xc08eafaaa660.0xc08eafadfde0.SharedCacheMap.tracking.log.vacb
DataSectionObject	0xc08eaf10ad90	winnlsres.dll.mui	Error dumping file
DataSectionObject	0xc08eac3a5570	ESENT.dll.mui	Error dumping file
ImageSectionObject	0xc08eaf2f8c70	ncbservice.dll	file.0xc08eaf2f8c70.0xc08eaf318840.ImageSectionObject.ncbservice.dll.img
ImageSectionObject	0xc08eaf518e50	winspool.drv	file.0xc08eaf518e50.0xc08eaf5196e0.ImageSectionObject.winspool.drv.img
ImageSectionObject	0xc08eaf6e6320	PortableDeviceConnectApi.dll	file.0xc08eaf6e6320.0xc08eaf6ffdb0.ImageSectionObject.PortableDeviceConnectApi.dll.img
ImageSectionObject	0xc08eb02ad6f0	fltLib.dll	file.0xc08eb02ad6f0.0xc08eb02d3de0.ImageSectionObject.fltLib.dll.img
ImageSectionObject	0xc08eae6f67c0	pcasvc.dll	file.0xc08eae6f67c0.0xc08eae728150.ImageSectionObject.pcasvc.dll.img
ImageSectionObject	0xc08eafa7e9a0	trkwks.dll	file.0xc08eafa7e9a0.0xc08eafa80a90.ImageSectionObject.trkwks.dll.img
ImageSectionObject	0xc08eb006a890	bcd.dll	file.0xc08eb006a890.0xc08eb0076c70.ImageSectionObject.bcd.dll.img
ImageSectionObject	0xc08eaf77ae20	AudioEndpointBuilder.dll	file.0xc08eaf77ae20.0xc08eaf77dcd0.ImageSectionObject.AudioEndpointBuilder.dll.img
ImageSectionObject	0xc08eaf75a080	sysmain.dll	file.0xc08eaf75a080.0xc08eaf76b010.ImageSectionObject.sysmain.dll.img
DataSectionObject	0xc08eaf77d780	MMDevAPI.dll	file.0xc08eaf77d780.0xc08eb4aaac80.DataSectionObject.MMDevAPI.dll.dat
ImageSectionObject	0xc08eaf77d780	MMDevAPI.dll	file.0xc08eaf77d780.0xc08eaf780400.ImageSectionObject.MMDevAPI.dll.img
ImageSectionObject	0xc08eac408220	dssvc.dll	file.0xc08eac408220.0xc08eac421210.ImageSectionObject.dssvc.dll.img
ImageSectionObject	0xc08eaf6f8ef0	PortableDeviceApi.dll	file.0xc08eaf6f8ef0.0xc08eae813010.ImageSectionObject.PortableDeviceApi.dll.img
ImageSectionObject	0xc08eb0792a60	StorSvc.dll	file.0xc08eb0792a60.0xc08eb07966b0.ImageSectionObject.StorSvc.dll.img
DataSectionObject	0xc08eadc3e8d0	StorageUsage.dll	file.0xc08eadc3e8d0.0xc08eaded4c80.DataSectionObject.StorageUsage.dll.dat
ImageSectionObject	0xc08eadc3e8d0	StorageUsage.dll	file.0xc08eadc3e8d0.0xc08eb1ff90f0.ImageSectionObject.StorageUsage.dll.img
ImageSectionObject	0xc08eaf51a810	newdev.dll	file.0xc08eaf51a810.0xc08eaf3fd010.ImageSectionObject.newdev.dll.img
ImageSectionObject	0xc08eaf5103d0	umrdp.dll	file.0xc08eaf5103d0.0xc08eaf514db0.ImageSectionObject.umrdp.dll.img
DataSectionObject	0xc08eaf335980	taskschd.dll	Error dumping file
ImageSectionObject	0xc08eaf335980	taskschd.dll	file.0xc08eaf335980.0xc08eaf33f010.ImageSectionObject.taskschd.dll.img
ImageSectionObject	0xc08eaf2ff920	SystemEventsBrokerClient.dll	file.0xc08eaf2ff920.0xc08eaf3250d0.ImageSectionObject.SystemEventsBrokerClient.dll.img
DataSectionObject	0xc08eaf123bf0	System.evtx	file.0xc08eaf123bf0.0xc08eaf544010.DataSectionObject.System.evtx.dat
SharedCacheMap	0xc08eaf123bf0	System.evtx	file.0xc08eaf123bf0.0xc08eaf555230.SharedCacheMap.System.evtx.vacb
DataSectionObject	0xc08eaf5556d0	Application.evtx	Error dumping file
SharedCacheMap	0xc08eaf5556d0	Application.evtx	file.0xc08eaf5556d0.0xc08eaf54fbb0.SharedCacheMap.Application.evtx.vacb
DataSectionObject	0xc08eaf553ef0	Microsoft-Windows-Sysmon%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf553ef0	Microsoft-Windows-Sysmon%4Operational.evtx	file.0xc08eaf553ef0.0xc08eaf551370.SharedCacheMap.Microsoft-Windows-Sysmon%4Operational.evtx.vacb
DataSectionObject	0xc08eaf56d5c0	Internet Explorer.evtx	file.0xc08eaf56d5c0.0xc08eaf53bd40.DataSectionObject.Internet Explorer.evtx.dat
SharedCacheMap	0xc08eaf56d5c0	Internet Explorer.evtx	file.0xc08eaf56d5c0.0xc08eaf5774e0.SharedCacheMap.Internet Explorer.evtx.vacb
DataSectionObject	0xc08eaf56ac70	Security.evtx	Error dumping file
SharedCacheMap	0xc08eaf56ac70	Security.evtx	file.0xc08eaf56ac70.0xc08eaf55dc10.SharedCacheMap.Security.evtx.vacb
DataSectionObject	0xc08eaf57c6a0	Microsoft-Windows-LiveId%4Operational.evtx	file.0xc08eaf57c6a0.0xc08eaf57eef0.DataSectionObject.Microsoft-Windows-LiveId%4Operational.evtx.dat
SharedCacheMap	0xc08eaf57c6a0	Microsoft-Windows-LiveId%4Operational.evtx	file.0xc08eaf57c6a0.0xc08eaf57e010.SharedCacheMap.Microsoft-Windows-LiveId%4Operational.evtx.vacb
DataSectionObject	0xc08eaf551ef0	Windows PowerShell.evtx	Error dumping file
SharedCacheMap	0xc08eaf551ef0	Windows PowerShell.evtx	file.0xc08eaf551ef0.0xc08eaf557de0.SharedCacheMap.Windows PowerShell.evtx.vacb
DataSectionObject	0xc08eaf557660	OSession.evtx	file.0xc08eaf557660.0xc08eaf55a4f0.DataSectionObject.OSession.evtx.dat
SharedCacheMap	0xc08eaf557660	OSession.evtx	file.0xc08eaf557660.0xc08eaf55a610.SharedCacheMap.OSession.evtx.vacb
DataSectionObject	0xc08eaf55adb0	ODiag.evtx	file.0xc08eaf55adb0.0xc08eaf55b370.DataSectionObject.ODiag.evtx.dat
SharedCacheMap	0xc08eaf55adb0	ODiag.evtx	file.0xc08eaf55adb0.0xc08eaf55b490.SharedCacheMap.ODiag.evtx.vacb
DataSectionObject	0xc08ebad86580	Microsoft-Windows-VPN%4Operational.evtx	file.0xc08ebad86580.0xc08eb3a1e980.DataSectionObject.Microsoft-Windows-VPN%4Operational.evtx.dat
SharedCacheMap	0xc08ebad86580	Microsoft-Windows-VPN%4Operational.evtx	file.0xc08ebad86580.0xc08ead137220.SharedCacheMap.Microsoft-Windows-VPN%4Operational.evtx.vacb
DataSectionObject	0xc08eaf5574d0	Microsoft-Windows-Dhcp-Client%4Admin.evtx	Error dumping file
SharedCacheMap	0xc08eaf5574d0	Microsoft-Windows-Dhcp-Client%4Admin.evtx	file.0xc08eaf5574d0.0xc08eaf5659f0.SharedCacheMap.Microsoft-Windows-Dhcp-Client%4Admin.evtx.vacb
DataSectionObject	0xc08eaf5656f0	OAlerts.evtx	file.0xc08eaf5656f0.0xc08eaf53b9c0.DataSectionObject.OAlerts.evtx.dat
SharedCacheMap	0xc08eaf5656f0	OAlerts.evtx	file.0xc08eaf5656f0.0xc08eaf5674c0.SharedCacheMap.OAlerts.evtx.vacb
DataSectionObject	0xc08eaf567970	Key Management Service.evtx	file.0xc08eaf567970.0xc08eaf569190.DataSectionObject.Key Management Service.evtx.dat
SharedCacheMap	0xc08eaf567970	Key Management Service.evtx	file.0xc08eaf567970.0xc08eaf5692b0.SharedCacheMap.Key Management Service.evtx.vacb
DataSectionObject	0xc08eb08c7080	Microsoft-Windows-Kernel-EventTracing%4Admin.evtx	file.0xc08eb08c7080.0xc08eacfeaa90.DataSectionObject.Microsoft-Windows-Kernel-EventTracing%4Admin.evtx.dat
SharedCacheMap	0xc08eb08c7080	Microsoft-Windows-Kernel-EventTracing%4Admin.evtx	file.0xc08eb08c7080.0xc08eb0065470.SharedCacheMap.Microsoft-Windows-Kernel-EventTracing%4Admin.evtx.vacb
DataSectionObject	0xc08eaf57a920	Microsoft-Windows-StateRepository%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf57a920	Microsoft-Windows-StateRepository%4Operational.evtx	file.0xc08eaf57a920.0xc08eaf573a00.SharedCacheMap.Microsoft-Windows-StateRepository%4Operational.evtx.vacb
DataSectionObject	0xc08eaf5767d0	HardwareEvents.evtx	file.0xc08eaf5767d0.0xc08eaf579010.DataSectionObject.HardwareEvents.evtx.dat
SharedCacheMap	0xc08eaf5767d0	HardwareEvents.evtx	file.0xc08eaf5767d0.0xc08eaf578150.SharedCacheMap.HardwareEvents.evtx.vacb
DataSectionObject	0xc08eadb952f0	Microsoft-Windows-StateRepository%4Restricted.evtx	Error dumping file
SharedCacheMap	0xc08eadb952f0	Microsoft-Windows-StateRepository%4Restricted.evtx	file.0xc08eadb952f0.0xc08eaf5754c0.SharedCacheMap.Microsoft-Windows-StateRepository%4Restricted.evtx.vacb
DataSectionObject	0xc08eaf597ef0	Microsoft-Windows-AppModel-Runtime%4Admin.evtx	Error dumping file
SharedCacheMap	0xc08eaf597ef0	Microsoft-Windows-AppModel-Runtime%4Admin.evtx	file.0xc08eaf597ef0.0xc08eaf592de0.SharedCacheMap.Microsoft-Windows-AppModel-Runtime%4Admin.evtx.vacb
DataSectionObject	0xc08eaf572dd0	Microsoft-Windows-AAD%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf572dd0	Microsoft-Windows-AAD%4Operational.evtx	file.0xc08eaf572dd0.0xc08eaf586c70.SharedCacheMap.Microsoft-Windows-AAD%4Operational.evtx.vacb
DataSectionObject	0xc08eaf597a40	Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf597a40	Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	file.0xc08eaf597a40.0xc08eaf114720.SharedCacheMap.Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx.vacb
DataSectionObject	0xc08eaf595bd0	Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf595bd0	Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	file.0xc08eaf595bd0.0xc08eaf5a3cf0.SharedCacheMap.Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx.vacb
DataSectionObject	0xc08eaa8e7ef0	Microsoft-Windows-Ntfs%4Operational.evtx	file.0xc08eaa8e7ef0.0xc08eaa852b70.DataSectionObject.Microsoft-Windows-Ntfs%4Operational.evtx.dat
SharedCacheMap	0xc08eaa8e7ef0	Microsoft-Windows-Ntfs%4Operational.evtx	file.0xc08eaa8e7ef0.0xc08eaa8e1ac0.SharedCacheMap.Microsoft-Windows-Ntfs%4Operational.evtx.vacb
DataSectionObject	0xc08eaf5a42e0	Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaf5a42e0	Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	file.0xc08eaf5a42e0.0xc08eaa914490.SharedCacheMap.Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx.vacb
DataSectionObject	0xc08eaa913df0	Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx	Error dumping file
SharedCacheMap	0xc08eaa913df0	Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx	file.0xc08eaa913df0.0xc08eaa85c4e0.SharedCacheMap.Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx.vacb
DataSectionObject	0xc08eaa85a870	Microsoft-Windows-Partition%4Diagnostic.evtx	Error dumping file
SharedCacheMap	0xc08eaa85a870	Microsoft-Windows-Partition%4Diagnostic.evtx	file.0xc08eaa85a870.0xc08eaa8e12d0.SharedCacheMap.Microsoft-Windows-Partition%4Diagnostic.evtx.vacb
DataSectionObject	0xc08eaa84d900	Microsoft-Windows-Ntfs%4WHC.evtx	Error dumping file
SharedCacheMap	0xc08eaa84d900	Microsoft-Windows-Ntfs%4WHC.evtx	file.0xc08eaa84d900.0xc08eaa84e7e0.SharedCacheMap.Microsoft-Windows-Ntfs%4WHC.evtx.vacb
DataSectionObject	0xc08eaa8d9d30	Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eaa8d9d30	Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx	file.0xc08eaa8d9d30.0xc08eaa914de0.SharedCacheMap.Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx.vacb
DataSectionObject	0xc08eaa90c3f0	Microsoft-Windows-Winlogon%4Operational.evtx	Error dumping file
