Volatility 3 Framework 2.28.1

Cache	FileObject	FileName	Result
SharedCacheMap	0xc08eae441ac0	Microsoft-Windows-ReadyBoost%4Operational.evtx	file.0xc08eae441ac0.0xc08eac9a55e0.SharedCacheMap.Microsoft-Windows-ReadyBoost%4Operational.evtx.vacb
DataSectionObject	0xc08eb331da70	Microsoft-Windows-Crypto-DPAPI%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eb331da70	Microsoft-Windows-Crypto-DPAPI%4Operational.evtx	file.0xc08eb331da70.0xc08eb31d7de0.SharedCacheMap.Microsoft-Windows-Crypto-DPAPI%4Operational.evtx.vacb
DataSectionObject	0xc08eac94f720	Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	Error dumping file
SharedCacheMap	0xc08eac94f720	Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	file.0xc08eac94f720.0xc08eac39b850.SharedCacheMap.Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx.vacb
DataSectionObject	0xc08eb07c2920	Microsoft-Windows-Biometrics%4Operational.evtx	file.0xc08eb07c2920.0xc08eac57e580.DataSectionObject.Microsoft-Windows-Biometrics%4Operational.evtx.dat
SharedCacheMap	0xc08eb07c2920	Microsoft-Windows-Biometrics%4Operational.evtx	file.0xc08eb07c2920.0xc08eae777de0.SharedCacheMap.Microsoft-Windows-Biometrics%4Operational.evtx.vacb
DataSectionObject	0xc08eafa6a2c0	Microsoft-Windows-IKE%4Operational.evtx	file.0xc08eafa6a2c0.0xc08eafad1d20.DataSectionObject.Microsoft-Windows-IKE%4Operational.evtx.dat
SharedCacheMap	0xc08eafa6a2c0	Microsoft-Windows-IKE%4Operational.evtx	file.0xc08eafa6a2c0.0xc08eb06f7a40.SharedCacheMap.Microsoft-Windows-IKE%4Operational.evtx.vacb
DataSectionObject	0xc08eb072d6d0	Microsoft-Windows-Kernel-PnP%4Configuration.evtx	file.0xc08eb072d6d0.0xc08eb03ccef0.DataSectionObject.Microsoft-Windows-Kernel-PnP%4Configuration.evtx.dat
SharedCacheMap	0xc08eb072d6d0	Microsoft-Windows-Kernel-PnP%4Configuration.evtx	file.0xc08eb072d6d0.0xc08eae9d43c0.SharedCacheMap.Microsoft-Windows-Kernel-PnP%4Configuration.evtx.vacb
DataSectionObject	0xc08eb0157080	Microsoft-Windows-PowerShell%4Operational.evtx	Error dumping file
SharedCacheMap	0xc08eb0157080	Microsoft-Windows-PowerShell%4Operational.evtx	file.0xc08eb0157080.0xc08eb08019b0.SharedCacheMap.Microsoft-Windows-PowerShell%4Operational.evtx.vacb
DataSectionObject	0xc08eae197b10	Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx	file.0xc08eae197b10.0xc08eacf1c1d0.DataSectionObject.Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx.dat
SharedCacheMap	0xc08eae197b10	Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx	file.0xc08eae197b10.0xc08eb0ede490.SharedCacheMap.Microsoft-Windows-WindowsSystemAssessmentTool%4Operational.evtx.vacb
DataSectionObject	0xc08eb09ccac0	wevtsvc.dll.mui	Error dumping file
DataSectionObject	0xc08eb083eef0	wscsvc.dll.mui	Error dumping file
DataSectionObject	0xc08eafbe4320	kernel32.dll.mui	Error dumping file
ImageSectionObject	0xc08eaf521af0	dhcpcore6.dll	file.0xc08eaf521af0.0xc08eaf517a50.ImageSectionObject.dhcpcore6.dll.img
ImageSectionObject	0xc08eae8f19f0	jsproxy.dll	file.0xc08eae8f19f0.0xc08eae8f2d70.ImageSectionObject.jsproxy.dll.img
ImageSectionObject	0xc08eafa3f080	dbghelp.dll	file.0xc08eafa3f080.0xc08eafa44010.ImageSectionObject.dbghelp.dll.img
ImageSectionObject	0xc08eafeee080	NgcCtnr.dll	file.0xc08eafeee080.0xc08eafefa010.ImageSectionObject.NgcCtnr.dll.img
ImageSectionObject	0xc08eaf686ec0	wscsvc.dll	file.0xc08eaf686ec0.0xc08eb063c010.ImageSectionObject.wscsvc.dll.img
ImageSectionObject	0xc08eae8d1990	jscript.dll	file.0xc08eae8d1990.0xc08eae8b2a60.ImageSectionObject.jscript.dll.img
ImageSectionObject	0xc08eae8c46a0	pnrpnsp.dll	file.0xc08eae8c46a0.0xc08eae8cda90.ImageSectionObject.pnrpnsp.dll.img
ImageSectionObject	0xc08eae8c4830	NapiNSP.dll	file.0xc08eae8c4830.0xc08eae8c5a40.ImageSectionObject.NapiNSP.dll.img
ImageSectionObject	0xc08eae89a9f0	winrnr.dll	file.0xc08eae89a9f0.0xc08eae8ba630.ImageSectionObject.winrnr.dll.img
ImageSectionObject	0xc08eaf606d60	nrpsrv.dll	file.0xc08eaf606d60.0xc08eadadc210.ImageSectionObject.nrpsrv.dll.img
ImageSectionObject	0xc08eaf619ef0	lmhsvc.dll	file.0xc08eaf619ef0.0xc08eaf60b340.ImageSectionObject.lmhsvc.dll.img
ImageSectionObject	0xc08eaf3c7d30	dhcpcore.dll	file.0xc08eaf3c7d30.0xc08eaf3c1c70.ImageSectionObject.dhcpcore.dll.img
ImageSectionObject	0xc08eaf3f3080	wevtsvc.dll	file.0xc08eaf3f3080.0xc08eaf502010.ImageSectionObject.wevtsvc.dll.img
ImageSectionObject	0xc08eaf2f6b30	TimeBrokerServer.dll	file.0xc08eaf2f6b30.0xc08eaf3138e0.ImageSectionObject.TimeBrokerServer.dll.img
ImageSectionObject	0xc08eae8f2080	amsi.dll	file.0xc08eae8f2080.0xc08eae8ddc70.ImageSectionObject.amsi.dll.img
DataSectionObject	0xc08eae7ca260	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eaf6e9c90	FirewallAPI.dll	Error dumping file
ImageSectionObject	0xc08eaf6e9c90	FirewallAPI.dll	file.0xc08eaf6e9c90.0xc08eae9416f0.ImageSectionObject.FirewallAPI.dll.img
ImageSectionObject	0xc08eae67c080	wship6.dll	file.0xc08eae67c080.0xc08eae66fde0.ImageSectionObject.wship6.dll.img
ImageSectionObject	0xc08eaab17b50	wpnsruprov.dll	file.0xc08eaab17b50.0xc08eb02016a0.ImageSectionObject.wpnsruprov.dll.img
ImageSectionObject	0xc08eb0a45280	ncuprov.dll	file.0xc08eb0a45280.0xc08eae761640.ImageSectionObject.ncuprov.dll.img
ImageSectionObject	0xc08eae776670	energyprov.dll	file.0xc08eae776670.0xc08eb0664010.ImageSectionObject.energyprov.dll.img
DataSectionObject	0xc08eae75d950	srumapi.dll	file.0xc08eae75d950.0xc08eadd9aef0.DataSectionObject.srumapi.dll.dat
ImageSectionObject	0xc08eae75d950	srumapi.dll	file.0xc08eae75d950.0xc08eb0702db0.ImageSectionObject.srumapi.dll.img
ImageSectionObject	0xc08eb01fd180	appsruprov.dll	file.0xc08eb01fd180.0xc08eafc51820.ImageSectionObject.appsruprov.dll.img
ImageSectionObject	0xc08eafbc3320	diagperf.dll	file.0xc08eafbc3320.0xc08eafbaa010.ImageSectionObject.diagperf.dll.img
ImageSectionObject	0xc08eb0126540	nduprov.dll	file.0xc08eb0126540.0xc08eb0167de0.ImageSectionObject.nduprov.dll.img
ImageSectionObject	0xc08eb00b2ef0	eeprov.dll	file.0xc08eb00b2ef0.0xc08eb0144710.ImageSectionObject.eeprov.dll.img
ImageSectionObject	0xc08eafbad4d0	srumsvc.dll	file.0xc08eafbad4d0.0xc08eafbce980.ImageSectionObject.srumsvc.dll.img
ImageSectionObject	0xc08eae7b4950	dps.dll	file.0xc08eae7b4950.0xc08eae7cb8d0.ImageSectionObject.dps.dll.img
ImageSectionObject	0xc08eae62b7c0	wfapigp.dll	file.0xc08eae62b7c0.0xc08eae69fc40.ImageSectionObject.wfapigp.dll.img
ImageSectionObject	0xc08eaf16a840	wshqos.dll	file.0xc08eaf16a840.0xc08eaf171ac0.ImageSectionObject.wshqos.dll.img
ImageSectionObject	0xc08eae8cd540	WSHTCPIP.DLL	file.0xc08eae8cd540.0xc08eae89cb90.ImageSectionObject.WSHTCPIP.DLL.img
ImageSectionObject	0xc08eae67abd0	adhapi.dll	file.0xc08eae67abd0.0xc08eae653be0.ImageSectionObject.adhapi.dll.img
ImageSectionObject	0xc08eac6d0600	energy.dll	file.0xc08eac6d0600.0xc08ead9ea750.ImageSectionObject.energy.dll.img
ImageSectionObject	0xc08eae813370	MPSSVC.dll	file.0xc08eae813370.0xc08eaf7156b0.ImageSectionObject.MPSSVC.dll.img
ImageSectionObject	0xc08eaa955d60	BFE.DLL	file.0xc08eaa955d60.0xc08eaa94f5d0.ImageSectionObject.BFE.DLL.img
ImageSectionObject	0xc08eadc4ce10	radardt.dll	file.0xc08eadc4ce10.0xc08eab890980.ImageSectionObject.radardt.dll.img
DataSectionObject	0xc08eaf5a1ef0	certprop.dll.mui	Error dumping file
DataSectionObject	0xc08eb020aef0	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eac6e25b0	winnlsres.dll.mui	Error dumping file
DataSectionObject	0xc08eae51e330	winhttp.dll.mui	Error dumping file
DataSectionObject	0xc08eafad47b0	kernel32.dll.mui	Error dumping file
DataSectionObject	0xc08eb0577b40	msxml6r.dll	Error dumping file
DataSectionObject	0xc08eb0a4ed60	winhttp.dll.mui	Error dumping file
ImageSectionObject	0xc08eb0083d80	rasppp.dll	Error dumping file
DataSectionObject	0xc08eb0926080	msxml6.dll	file.0xc08eb0926080.0xc08ebdc87010.DataSectionObject.msxml6.dll.dat
ImageSectionObject	0xc08eb0926080	msxml6.dll	file.0xc08eb0926080.0xc08eadb33010.ImageSectionObject.msxml6.dll.img
DataSectionObject	0xc08eae68e920	updatepolicy.dll	file.0xc08eae68e920.0xc08eae72aca0.DataSectionObject.updatepolicy.dll.dat
ImageSectionObject	0xc08eae68e920	updatepolicy.dll	file.0xc08eae68e920.0xc08eac9f5190.ImageSectionObject.updatepolicy.dll.img
ImageSectionObject	0xc08eb008f580	vpnike.dll	file.0xc08eb008f580.0xc08eb0075db0.ImageSectionObject.vpnike.dll.img
ImageSectionObject	0xc08eb008ae50	dmcmnutils.dll	file.0xc08eb008ae50.0xc08eb008faa0.ImageSectionObject.dmcmnutils.dll.img
ImageSectionObject	0xc08eb008e720	dmprocessxmlfiltered.dll	Error dumping file
ImageSectionObject	0xc08eb00a77d0	dmenrollengine.dll	file.0xc08eb00a77d0.0xc08eb008cd10.ImageSectionObject.dmenrollengine.dll.img
ImageSectionObject	0xc08eb0077ac0	rascustom.dll	Error dumping file
ImageSectionObject	0xc08eb0070a40	eappcfg.dll	Error dumping file
DataSectionObject	0xc08eac734510	Windows.Web.dll	file.0xc08eac734510.0xc08eb284cc70.DataSectionObject.Windows.Web.dll.dat
ImageSectionObject	0xc08eac734510	Windows.Web.dll	file.0xc08eac734510.0xc08eb05bf010.ImageSectionObject.Windows.Web.dll.img
ImageSectionObject	0xc08eb010a600	raschap.dll	Error dumping file
ImageSectionObject	0xc08eb006cef0	FlightSettings.dll	file.0xc08eb006cef0.0xc08eb006ddb0.ImageSectionObject.FlightSettings.dll.img
ImageSectionObject	0xc08eaff67210	rastapi.dll	Error dumping file
ImageSectionObject	0xc08eaf5df4e0	wmsgapi.dll	file.0xc08eaf5df4e0.0xc08eaf5b6010.ImageSectionObject.wmsgapi.dll.img
DataSectionObject	0xc08eac6f8700	usoapi.dll	file.0xc08eac6f8700.0xc08eab25f010.DataSectionObject.usoapi.dll.dat
ImageSectionObject	0xc08eac6f8700	usoapi.dll	file.0xc08eac6f8700.0xc08ead0c4850.ImageSectionObject.usoapi.dll.img
ImageSectionObject	0xc08eac601ef0	WaaSAssessment.dll	file.0xc08eac601ef0.0xc08eac619950.ImageSectionObject.WaaSAssessment.dll.img
ImageSectionObject	0xc08ead6c9080	OneCoreCommonProxyStub.dll	file.0xc08ead6c9080.0xc08eac668c40.ImageSectionObject.OneCoreCommonProxyStub.dll.img
ImageSectionObject	0xc08eb01c8500	updatehandlers.dll	file.0xc08eb01c8500.0xc08eae8e6db0.ImageSectionObject.updatehandlers.dll.img
DataSectionObject	0xc08eae59c2e0	wuapi.dll	Error dumping file
ImageSectionObject	0xc08eae59c2e0	wuapi.dll	file.0xc08eae59c2e0.0xc08eb059e010.ImageSectionObject.wuapi.dll.img
ImageSectionObject	0xc08eb000e370	wups.dll	file.0xc08eb000e370.0xc08eb064c9e0.ImageSectionObject.wups.dll.img
DataSectionObject	0xc08eb07fc5f0	usocore.dll	file.0xc08eb07fc5f0.0xc08eb3822a80.DataSectionObject.usocore.dll.dat
ImageSectionObject	0xc08eb07fc5f0	usocore.dll	file.0xc08eb07fc5f0.0xc08eb07fcdb0.ImageSectionObject.usocore.dll.img
ImageSectionObject	0xc08eaf5cfef0	certprop.dll	file.0xc08eaf5cfef0.0xc08eaf5dfa90.ImageSectionObject.certprop.dll.img
DataSectionObject	0xc08eacb4a9a0	dmiso8601utils.dll	file.0xc08eacb4a9a0.0xc08ead046ce0.DataSectionObject.dmiso8601utils.dll.dat
ImageSectionObject	0xc08eacb4a9a0	dmiso8601utils.dll	file.0xc08eacb4a9a0.0xc08eab8b23c0.ImageSectionObject.dmiso8601utils.dll.img
DataSectionObject	0xc08eaf648920	R00000000000d.clb	Error dumping file
ImageSectionObject	0xc08eaf5ee150	IPSECSVC.DLL	file.0xc08eaf5ee150.0xc08eae8628d0.ImageSectionObject.IPSECSVC.DLL.img
ImageSectionObject	0xc08eae85fc20	FwRemoteSvr.dll	file.0xc08eae85fc20.0xc08eae8693f0.ImageSectionObject.FwRemoteSvr.dll.img
ImageSectionObject	0xc08eaf741db0	msvcp90.dll	file.0xc08eaf741db0.0xc08eaf767010.ImageSectionObject.msvcp90.dll.img
ImageSectionObject	0xc08eaf749080	msvcr90.dll	file.0xc08eaf749080.0xc08eaf6db750.ImageSectionObject.msvcr90.dll.img
ImageSectionObject	0xc08eaf72e960	vmacthlp.exe	file.0xc08eaf72e960.0xc08eaf7514b0.ImageSectionObject.vmacthlp.exe.img
DataSectionObject	0xc08eaf716660	shfolder.dll	Error dumping file
ImageSectionObject	0xc08eaf716660	shfolder.dll	file.0xc08eaf716660.0xc08eaf750a50.ImageSectionObject.shfolder.dll.img
DataSectionObject	0xc08eae60bef0	R00000000000d.clb	Error dumping file
ImageSectionObject	0xc08eaf764750	audiosrv.dll	file.0xc08eaf764750.0xc08eaf7d44b0.ImageSectionObject.audiosrv.dll.img
ImageSectionObject	0xc08eaf7dc080	AudioSrvPolicyManager.dll	file.0xc08eaf7dc080.0xc08eae602010.ImageSectionObject.AudioSrvPolicyManager.dll.img
ImageSectionObject	0xc08eae610580	coreaudiopolicymanagerext.dll	file.0xc08eae610580.0xc08eae619de0.ImageSectionObject.coreaudiopolicymanagerext.dll.img
ImageSectionObject	0xc08eae6fc6f0	cmintegrator.dll	file.0xc08eae6fc6f0.0xc08eae73bdb0.ImageSectionObject.cmintegrator.dll.img
ImageSectionObject	0xc08eae721620	wcmcsp.dll	file.0xc08eae721620.0xc08eae726de0.ImageSectionObject.wcmcsp.dll.img
ImageSectionObject	0xc08eae64d080	wcmsvc.dll	file.0xc08eae64d080.0xc08eae64e5b0.ImageSectionObject.wcmsvc.dll.img
ImageSectionObject	0xc08eae659c70	dusmsvc.dll	file.0xc08eae659c70.0xc08eae67c5a0.ImageSectionObject.dusmsvc.dll.img
DataSectionObject	0xc08eb06a5080	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08ead895ac0	94766af2.BUD	Error dumping file
ImageSectionObject	0xc08eac5d5480	AppMon.dll	file.0xc08eac5d5480.0xc08eb0c48850.ImageSectionObject.AppMon.dll.img
ImageSectionObject	0xc08eb0c48ef0	tcpmon.dll	file.0xc08eb0c48ef0.0xc08eb0cc4010.ImageSectionObject.tcpmon.dll.img
ImageSectionObject	0xc08eb0cc55f0	WSDApi.dll	file.0xc08eb0cc55f0.0xc08eb06a69d0.ImageSectionObject.WSDApi.dll.img
ImageSectionObject	0xc08eaf75e840	spoolsv.exe	file.0xc08eaf75e840.0xc08eaf730340.ImageSectionObject.spoolsv.exe.img
ImageSectionObject	0xc08eb0c57ef0	win32spl.dll	file.0xc08eb0c57ef0.0xc08eb0ccd980.ImageSectionObject.win32spl.dll.img
ImageSectionObject	0xc08eb0c57d60	inetpp.dll	file.0xc08eb0c57d60.0xc08eb0cd1db0.ImageSectionObject.inetpp.dll.img
ImageSectionObject	0xc08eb0cc74f0	usbmon.dll	file.0xc08eb0cc74f0.0xc08eb068bb40.ImageSectionObject.usbmon.dll.img
ImageSectionObject	0xc08eb0cc9d50	WSDMon.dll	file.0xc08eb0cc9d50.0xc08eb065eaa0.ImageSectionObject.WSDMon.dll.img
ImageSectionObject	0xc08eb0cc2890	localspl.dll	file.0xc08eb0cc2890.0xc08eb0403980.ImageSectionObject.localspl.dll.img
ImageSectionObject	0xc08eb068aa50	winprint.dll	file.0xc08eb068aa50.0xc08eb0c485f0.ImageSectionObject.winprint.dll.img
ImageSectionObject	0xc08eb0c48d60	wsnmp32.dll	Error dumping file
ImageSectionObject	0xc08eb0cc62f0	FXSMON.dll	file.0xc08eb0cc62f0.0xc08eb0725910.ImageSectionObject.FXSMON.dll.img
ImageSectionObject	0xc08eb07214d0	snmpapi.dll	file.0xc08eb07214d0.0xc08eb070bb00.ImageSectionObject.snmpapi.dll.img
DataSectionObject	0xc08eadbb43d0	webservices.dll	Error dumping file
ImageSectionObject	0xc08eadbb43d0	webservices.dll	file.0xc08eadbb43d0.0xc08eadbb9010.ImageSectionObject.webservices.dll.img
ImageSectionObject	0xc08eb0c3f490	wshirda.dll	Error dumping file
ImageSectionObject	0xc08eb0c284a0	IPPMon.dll	file.0xc08eb0c284a0.0xc08eb0cc5b40.ImageSectionObject.IPPMon.dll.img
ImageSectionObject	0xc08eafa994e0	sfc_os.dll	file.0xc08eafa994e0.0xc08eb03bda00.ImageSectionObject.sfc_os.dll.img
ImageSectionObject	0xc08eafb2e8c0	spoolss.dll	file.0xc08eafb2e8c0.0xc08eac197850.ImageSectionObject.spoolss.dll.img
ImageSectionObject	0xc08eb06fd080	PrintIsolationProxy.dll	file.0xc08eb06fd080.0xc08eac197010.ImageSectionObject.PrintIsolationProxy.dll.img
ImageSectionObject	0xc08eae791c00	PrintConfig.dll	file.0xc08eae791c00.0xc08eadcac280.ImageSectionObject.PrintConfig.dll.img
ImageSectionObject	0xc08eacb0eef0	bidispl.dll	file.0xc08eacb0eef0.0xc08eae766620.ImageSectionObject.bidispl.dll.img
ImageSectionObject	0xc08eac538ef0	prntvpt.dll	file.0xc08eac538ef0.0xc08eb06e2660.ImageSectionObject.prntvpt.dll.img
ImageSectionObject	0xc08eb069bdf0	spfileq.dll	file.0xc08eb069bdf0.0xc08eb072f3a0.ImageSectionObject.spfileq.dll.img
DataSectionObject	0xc08eb0015ef0	R00000000000d.clb	Error dumping file
DataSectionObject	0xc08eac3de9f0	winnlsres.dll.mui	Error dumping file
DataSectionObject	0xc08eb002add0	Events_Normal.rbs	Error dumping file
DataSectionObject	0xc08eb006d610	Events_Normal.rbs	Error dumping file
ImageSectionObject	0xc08eafb40a40	diagtrack.dll	file.0xc08eafb40a40.0xc08eafb94700.ImageSectionObject.diagtrack.dll.img
ImageSectionObject	0xc08eaf8fd790	wpnapps.dll	file.0xc08eaf8fd790.0xc08eaff14010.ImageSectionObject.wpnapps.dll.img
ImageSectionObject	0xc08ead5a5890	aepic.dll	file.0xc08ead5a5890.0xc08eac6299b0.ImageSectionObject.aepic.dll.img
ImageSectionObject	0xc08eafd66c40	windowsperformancerecordercontrol.dll	file.0xc08eafd66c40.0xc08eafdb4010.ImageSectionObject.windowsperformancerecordercontrol.dll.img
ImageSectionObject	0xc08eaf82b080	netapi32.dll	file.0xc08eaf82b080.0xc08eaf82c010.ImageSectionObject.netapi32.dll.img
DataSectionObject	0xc08eafa3e080	dbgcore.dll	file.0xc08eafa3e080.0xc08eacde2b30.DataSectionObject.dbgcore.dll.dat
ImageSectionObject	0xc08eafa3e080	dbgcore.dll	file.0xc08eafa3e080.0xc08eafa445e0.ImageSectionObject.dbgcore.dll.img
DataSectionObject	0xc08eae82b9f0	dsreg.dll	Error dumping file
ImageSectionObject	0xc08eae82b9f0	dsreg.dll	file.0xc08eae82b9f0.0xc08eae838db0.ImageSectionObject.dsreg.dll.img
DataSectionObject	0xc08eacae6450	wow64.dll	file.0xc08eacae6450.0xc08ead051b80.DataSectionObject.wow64.dll.dat
ImageSectionObject	0xc08eacae6450	wow64.dll	file.0xc08eacae6450.0xc08eac9d4010.ImageSectionObject.wow64.dll.img
ImageSectionObject	0xc08eae794ae0	armsvc.exe	file.0xc08eae794ae0.0xc08eae794c50.ImageSectionObject.armsvc.exe.img
DataSectionObject	0xc08eac992080	wow64win.dll	file.0xc08eac992080.0xc08eae42a1e0.DataSectionObject.wow64win.dll.dat
ImageSectionObject	0xc08eac992080	wow64win.dll	file.0xc08eac992080.0xc08eac9c6010.ImageSectionObject.wow64win.dll.img
DataSectionObject	0xc08eac9d3ef0	wow64cpu.dll	file.0xc08eac9d3ef0.0xc08eaf92c010.DataSectionObject.wow64cpu.dll.dat
ImageSectionObject	0xc08eac9d3ef0	wow64cpu.dll	file.0xc08eac9d3ef0.0xc08eac9c1010.ImageSectionObject.wow64cpu.dll.img
DataSectionObject	0xc08ead42c530	user32.dll	file.0xc08ead42c530.0xc08eae1b7580.DataSectionObject.user32.dll.dat
ImageSectionObject	0xc08ead42c530	user32.dll	file.0xc08ead42c530.0xc08ead429010.ImageSectionObject.user32.dll.img
DataSectionObject	0xc08ead43d640	kernel32.dll	file.0xc08ead43d640.0xc08eae1d5210.DataSectionObject.kernel32.dll.dat
ImageSectionObject	0xc08ead43d640	kernel32.dll	file.0xc08ead43d640.0xc08ead42e010.ImageSectionObject.kernel32.dll.img
DataSectionObject	0xc08ead451e80	advapi32.dll	file.0xc08ead451e80.0xc08eb00734a0.DataSectionObject.advapi32.dll.dat
ImageSectionObject	0xc08ead451e80	advapi32.dll	file.0xc08ead451e80.0xc08ead4527f0.ImageSectionObject.advapi32.dll.img
DataSectionObject	0xc08ead449080	sspicli.dll	file.0xc08ead449080.0xc08eb2749c70.DataSectionObject.sspicli.dll.dat
ImageSectionObject	0xc08ead449080	sspicli.dll	file.0xc08ead449080.0xc08ead44e440.ImageSectionObject.sspicli.dll.img
DataSectionObject	0xc08ead44eca0	cryptbase.dll	file.0xc08ead44eca0.0xc08eac47eac0.DataSectionObject.cryptbase.dll.dat
ImageSectionObject	0xc08ead44eca0	cryptbase.dll	file.0xc08ead44eca0.0xc08ead461010.ImageSectionObject.cryptbase.dll.img
DataSectionObject	0xc08ead453e50	cfgmgr32.dll	file.0xc08ead453e50.0xc08eadf0b3f0.DataSectionObject.cfgmgr32.dll.dat
ImageSectionObject	0xc08ead453e50	cfgmgr32.dll	file.0xc08ead453e50.0xc08ead4559d0.ImageSectionObject.cfgmgr32.dll.img
DataSectionObject	0xc08ead4479b0	msvcp_win.dll	file.0xc08ead4479b0.0xc08eb37d1ac0.DataSectionObject.msvcp_win.dll.dat
ImageSectionObject	0xc08ead4479b0	msvcp_win.dll	file.0xc08ead4479b0.0xc08ead44f7e0.ImageSectionObject.msvcp_win.dll.img
DataSectionObject	0xc08ead43bdb0	sechost.dll	file.0xc08ead43bdb0.0xc08eb3098580.DataSectionObject.sechost.dll.dat
ImageSectionObject	0xc08ead43bdb0	sechost.dll	file.0xc08ead43bdb0.0xc08ead440630.ImageSectionObject.sechost.dll.img
DataSectionObject	0xc08ead4421e0	kernel.appcore.dll	file.0xc08ead4421e0.0xc08ebafc2010.DataSectionObject.kernel.appcore.dll.dat
ImageSectionObject	0xc08ead4421e0	kernel.appcore.dll	file.0xc08ead4421e0.0xc08ead42dde0.ImageSectionObject.kernel.appcore.dll.img
DataSectionObject	0xc08ead43dea0	combase.dll	file.0xc08ead43dea0.0xc08eb000f770.DataSectionObject.combase.dll.dat
ImageSectionObject	0xc08ead43dea0	combase.dll	file.0xc08ead43dea0.0xc08ead43a9c0.ImageSectionObject.combase.dll.img
DataSectionObject	0xc08ead43e080	ucrtbase.dll	file.0xc08ead43e080.0xc08eb360c580.DataSectionObject.ucrtbase.dll.dat
ImageSectionObject	0xc08ead43e080	ucrtbase.dll	file.0xc08ead43e080.0xc08ead43fcb0.ImageSectionObject.ucrtbase.dll.img
DataSectionObject	0xc08ead441db0	powrprof.dll	file.0xc08ead441db0.0xc08eacd42230.DataSectionObject.powrprof.dll.dat
ImageSectionObject	0xc08ead441db0	powrprof.dll	file.0xc08ead441db0.0xc08ead437960.ImageSectionObject.powrprof.dll.img
DataSectionObject	0xc08ead42f7b0	oleaut32.dll	file.0xc08ead42f7b0.0xc08ebc14f330.DataSectionObject.oleaut32.dll.dat
ImageSectionObject	0xc08ead42f7b0	oleaut32.dll	file.0xc08ead42f7b0.0xc08ead41a3c0.ImageSectionObject.oleaut32.dll.img
DataSectionObject	0xc08ead431500	profapi.dll	file.0xc08ead431500.0xc08ead9e59a0.DataSectionObject.profapi.dll.dat
ImageSectionObject	0xc08ead431500	profapi.dll	file.0xc08ead431500.0xc08ead423710.ImageSectionObject.profapi.dll.img
DataSectionObject	0xc08ead430390	msvcrt.dll	file.0xc08ead430390.0xc08ebaef5d30.DataSectionObject.msvcrt.dll.dat
ImageSectionObject	0xc08ead430390	msvcrt.dll	file.0xc08ead430390.0xc08ead457ab0.ImageSectionObject.msvcrt.dll.img
DataSectionObject	0xc08ead429780	ole32.dll	file.0xc08ead429780.0xc08eae41f350.DataSectionObject.ole32.dll.dat
ImageSectionObject	0xc08ead429780	ole32.dll	file.0xc08ead429780.0xc08ead42d320.ImageSectionObject.ole32.dll.img
DataSectionObject	0xc08eac824d00	KernelBase.dll	file.0xc08eac824d00.0xc08eaf37e410.DataSectionObject.KernelBase.dll.dat
ImageSectionObject	0xc08eac824d00	KernelBase.dll	file.0xc08eac824d00.0xc08eac622900.ImageSectionObject.KernelBase.dll.img
DataSectionObject	0xc08ead418830	SHCore.dll	file.0xc08ead418830.0xc08eacd7b270.DataSectionObject.SHCore.dll.dat
ImageSectionObject	0xc08ead418830	SHCore.dll	file.0xc08ead418830.0xc08ead4192c0.ImageSectionObject.SHCore.dll.img
DataSectionObject	0xc08ead421760	shlwapi.dll	file.0xc08ead421760.0xc08eb0a37580.DataSectionObject.shlwapi.dll.dat
ImageSectionObject	0xc08ead421760	shlwapi.dll	file.0xc08ead421760.0xc08ead4223d0.ImageSectionObject.shlwapi.dll.img
DataSectionObject	0xc08ead423080	gdi32full.dll	file.0xc08ead423080.0xc08eb26eeac0.DataSectionObject.gdi32full.dll.dat
ImageSectionObject	0xc08ead423080	gdi32full.dll	file.0xc08ead423080.0xc08ead42cde0.ImageSectionObject.gdi32full.dll.img
DataSectionObject	0xc08ead41e3a0	win32u.dll	file.0xc08ead41e3a0.0xc08eb7b49580.DataSectionObject.win32u.dll.dat
ImageSectionObject	0xc08ead41e3a0	win32u.dll	file.0xc08ead41e3a0.0xc08ead421cb0.ImageSectionObject.win32u.dll.img
DataSectionObject	0xc08eac8483c0	shell32.dll	file.0xc08eac8483c0.0xc08eac57f1f0.DataSectionObject.shell32.dll.dat
ImageSectionObject	0xc08eac8483c0	shell32.dll	Error dumping file
DataSectionObject	0xc08ead40f720	windows.storage.dll	Error dumping file
ImageSectionObject	0xc08ead40f720	windows.storage.dll	file.0xc08ead40f720.0xc08ead411740.ImageSectionObject.windows.storage.dll.img
DataSectionObject	0xc08ead40c4b0	bcryptprimitives.dll	file.0xc08ead40c4b0.0xc08eb0b08a30.DataSectionObject.bcryptprimitives.dll.dat
ImageSectionObject	0xc08ead40c4b0	bcryptprimitives.dll	file.0xc08ead40c4b0.0xc08eac6345c0.ImageSectionObject.bcryptprimitives.dll.img
